指標名,薬局,,,,,,,
出典,病院なび,,,,,,,
年次,2025/3/6取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2020年度：1,315件、2021年度：1,321件、2022年度：1,323件、2023年度：1,310件、2024年度：1,336件）",,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,URL
新宿区,西新宿３丁目,-,東京都新宿区西新宿三丁目11番16号 第2太閤ビル1階,35.68545,139.68857,西新宿調剤薬局,薬局,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿一丁目8番1号 新宿ビルディング地下2階,35.69085,139.69687,オーエス薬局 新宿西口店,薬局,-
新宿区,西新宿８丁目,-,東京都新宿区西新宿八丁目5番1号 野村不動産西新宿共同ビル1階,35.69465,139.69306,スギ薬局 西新宿医大前店,薬局,-
新宿区,西新宿６丁目,-,東京都新宿区西新宿六丁目5番1号 新宿アイランドタワー西棟,35.69334,139.69271,アイン薬局 西新宿店,薬局,-
新宿区,百人町３丁目,-,東京都新宿区百人町三丁目21番18号 新宿高瀬ビル1階,35.70441,139.69987,アイン薬局 新大久保店,薬局,-
新宿区,百人町３丁目,-,東京都新宿区百人町三丁目6番17号,35.70749,139.69755,サノ薬局,薬局,-
新宿区,百人町２丁目,-,東京都新宿区百人町二丁目5番4号 土屋ビル1階,35.70303,139.70008,龍生堂薬局 新大久保店,薬局,-
新宿区,西落合１丁目,-,東京都新宿区西落合一丁目11番26号,35.72136,139.68294,プラス薬局,薬局,-
新宿区,住吉町,-,東京都新宿区住吉町11番地23,35.69472,139.72037,市ヶ谷ファマシー薬局 あけぼの橋通り店,薬局,-
新宿区,山吹町,-,東京都新宿区山吹町335番地 安井ビル1階,35.70771,139.72907,やまぶき薬局,薬局,-
新宿区,西落合２丁目,-,東京都新宿区西落合二丁目24番16号,35.72019,139.67520,ヤマグチ薬局 哲学堂店,薬局,-
新宿区,百人町２丁目,-,東京都新宿区百人町二丁目12番10号 AMX百人町ビル1・2階,35.70420,139.69916,ユーアイ薬局 新大久保店,薬局,-
新宿区,百人町２丁目,-,東京都新宿区百人町二丁目7番9号 STKビル1階,35.70413,139.69955,フロンティア薬局 新大久保店,薬局,-
新宿区,余丁町,-,東京都新宿区余丁町8番地6 プラザ小島屋抜弁天ビル1階,35.69758,139.71349,レジーナ薬局 東新宿店,薬局,-
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂三丁目6番地 ヤマダビル2階,35.70099,139.74041,アイファ薬局 神楽坂店,薬局,-
新宿区,百人町２丁目,-,東京都新宿区百人町二丁目6番7号,35.70405,139.70021,ひな薬局,薬局,-
新宿区,余丁町,-,東京都新宿区余丁町8番地16 ネオメディトピア1階,35.69780,139.71516,抜弁天薬局,薬局,-
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂六丁目24番地 神楽坂ビル1階,35.70343,139.73644,さくら薬局 神楽坂店,薬局,-
新宿区,赤城下町,-,東京都新宿区赤城下町14番地,35.70504,139.73422,あかぎ薬局,薬局,-
新宿区,下落合４丁目,-,東京都新宿区下落合四丁目26番10号 ライブ長谷部1階,35.72208,139.69551,さくら薬局 目白店,薬局,-
新宿区,下落合４丁目,-,東京都新宿区下落合四丁目6番14号 ジ・アネックス1階,35.71965,139.69487,グラム薬局 下落合店,薬局,-
新宿区,北新宿３丁目,-,東京都新宿区北新宿三丁目4番1号,35.70212,139.69397,スギ薬局 北新宿3丁目店,薬局,-
新宿区,納戸町,-,東京都新宿区納戸町5番地,35.69778,139.73449,有限会社 萱沼薬局,薬局,-
新宿区,下宮比町,-,東京都新宿区下宮比町3番2号 日本精鉱ビル1階,35.70301,139.74310,さくら薬局 飯田橋駅前店,薬局,-
新宿区,大久保２丁目,-,東京都新宿区大久保二丁目1番2号 ロワゾブルーアンドウ1階,35.70100,139.70853,あいの薬局,薬局,-
新宿区,下落合３丁目,-,東京都新宿区下落合三丁目17番31号,35.72246,139.70381,目白薬局,薬局,-
新宿区,大久保１丁目,-,東京都新宿区大久保一丁目4番15号 S・Lビル1階,35.70089,139.70643,ほほえみ薬局,薬局,-
新宿区,中里町,-,東京都新宿区中里町10番地,35.70549,139.73189,中里薬局,薬局,-
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町二丁目44番1号 健康プラザ内1階,35.69668,139.70116,健康プラザ薬局,薬局,-
新宿区,改代町,-,東京都新宿区改代町33番地,35.70774,139.73503,カラサワ薬局,薬局,-
新宿区,北新宿４丁目,-,東京都新宿区北新宿四丁目32番10号 アストラル北新宿1階,35.70676,139.68922,丸美屋薬局 北新宿店,薬局,-
新宿区,中落合２丁目,-,東京都新宿区中落合二丁目4番1号,35.72076,139.69441,かちどき薬局,薬局,-
新宿区,下宮比町,-,東京都新宿区下宮比町3番1号 津多屋ビル2階,35.70297,139.74331,訪問薬樹薬局 飯田橋,薬局,-
新宿区,中落合１丁目,-,東京都新宿区中落合一丁目17番9号,35.71585,139.68852,薬王堂薬局,薬局,-
新宿区,市谷山伏町,-,東京都新宿区市谷山伏町2番2号 神楽坂NKビル1階,35.69961,139.72794,パール薬局,薬局,-
新宿区,上落合１丁目,-,東京都新宿区上落合一丁目30番18号 CUBIX1階,35.71098,139.69132,レジーナ薬局 上落合店,薬局,-
新宿区,下落合１丁目,-,東京都新宿区下落合一丁目7番11号 栄新ビル1階,35.71557,139.70070,オリーブ薬局,薬局,-
新宿区,上落合２丁目,-,東京都新宿区上落合二丁目18番12号 レーヌ木下102号,35.71456,139.68738,さくら薬局 中井店,薬局,-
新宿区,下落合３丁目,-,東京都新宿区下落合三丁目12番28号 目白ヶ丘マンション1階,35.72191,139.69942,ウエルシア薬局 新宿目白店,薬局,-
新宿区,市ヶ谷田町２丁目,-,東京都新宿区市ヶ谷田町2-31-2 オトナリASUKURAビル1F,35.69517,139.73708,(株)エスシーグループ 鈴薬局市ヶ谷店,薬局,-
新宿区,水道町,-,東京都新宿区水道町4番13号 三晃ビル3F,35.70840,139.73634,アイセイ薬局 江戸川橋店,薬局,-
新宿区,新宿２丁目,-,東京都新宿区新宿2-12-4 アコード新宿ビル8階,35.69062,139.70736,みらくる薬局 新宿三丁目店,薬局,-
新宿区,新宿２丁目,-,東京都新宿区新宿2-15-1 秋場ビル1階,35.69049,139.70985,つばさ薬局 新宿店,薬局,-
新宿区,南元町,-,東京都新宿区南元町19 シナノビル南口館B1F,35.67966,139.72012,ヒカリ薬局信濃町店,薬局,-
新宿区,西新宿５丁目,-,東京都新宿区西新宿5-10-8 リージア西新宿1F,35.69091,139.68651,ハラダ薬局 西新宿店,薬局,-
新宿区,上落合１丁目,-,東京都新宿区上落合1丁目13-5 フリーデンスハイム1F,35.71482,139.69203,エムエム株式会社 こぐま薬局,薬局,-
新宿区,矢来町,-,東京都新宿区矢来町108,35.70383,139.73402,矢来町薬局,薬局,-
新宿区,馬場下町,-,東京都新宿区馬場下町61吉村ビル1F,35.70605,139.72031,吉村薬局,薬局,-
新宿区,納戸町,-,東京都新宿区納戸町13,35.69834,139.73411,薬局ラクトファーマシー,薬局,-
新宿区,立野町１丁目,-,東京都新宿区立野町1-29,35.71269,139.58688,(株)プラノ メディカル薬局,薬局,-
新宿区,北新宿１丁目,-,東京都新宿区北新宿1-8-17,35.70176,139.69491,土方薬局,薬局,-
新宿区,住吉町,-,東京都新宿区住吉町2-18ウィン四谷106,35.69208,139.72166,あけぼの薬局,薬局,-
新宿区,矢来町,-,東京都新宿区矢来町75-1ライオンズマンション第2-101,35.70242,139.73287,千代田薬局,薬局,-
新宿区,須賀町,-,東京都新宿区須賀町1サンコート四谷1F,35.68744,139.72205,サン薬局,薬局,-
新宿区,大久保２丁目,-,東京都新宿区大久保2-6-17-101,35.70127,139.70786,ひかり薬局 (株)エスシーグループ,薬局,-
新宿区,北新宿２丁目,-,東京都新宿区北新宿2-21-1-3F,35.69616,139.68942,アガペ新宿薬局,薬局,-
渋谷区,松涛２丁目,-,東京都渋谷区松濤2-15-5 秀和松濤レジデンス106号,35.65831,139.69158,松濤薬局,薬局,http://www.onakasukkiri.com/
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3丁目27-9 ウェスト青山 1階102号室,35.67739,139.70810,薬樹薬局北参道,薬局,https://www.yakuju.co.jp/pharmacy/view/166
渋谷区,代々木２丁目,-,東京都渋谷区代々木2丁目6-7 セイチビル 8階,35.68798,139.69902,新宿薬局,薬局,http://shinjuku-yakkyoku.com/
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-11-6 恵比寿山仁ビル1F,35.64632,139.71191,城南薬局,薬局,https://www.johnanpharmacy.com/
渋谷区,桜丘町,-,東京都渋谷区桜丘町25-1 アラキビル4階,35.65698,139.70067,渋谷駅前げんき薬局,薬局,https://genki-pharmacy.jp/
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1丁目4-15 恵比寿銀座クロスビル1階,35.64639,139.70891,つる薬局 恵比寿店,薬局,http://sakura-chouzai.com/
渋谷区,千駄ケ谷４丁目,-,東京都渋谷区千駄ヶ谷4-26-11,35.68158,139.70362,かもめ薬局 代々木店,薬局,http://www.t-pharmacy.net/yoyogi/
渋谷区,富ヶ谷１丁目,-,東京都渋谷区富ヶ谷1-8-3 安達ビジネスパークビル1階,35.66884,139.69033,ヒカリ薬局 代々木公園店,薬局,https://hikari-pharmacy.com/
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚一丁目56番10号 笹塚総榮ビル1F1-2区画,35.67429,139.66801,アイセイ薬局 笹塚店,薬局,https://www.aisei.co.jp/
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-22-23 ヴェラハイツ恵比寿102,35.64625,139.71344,恵比寿ファーマシー,薬局,http://www.flora-pharmacy.jp/
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-27-5-305,35.68640,139.70298,アガペ新宿南口薬局,薬局,https://www.agape21.jp/smarts/index/202/
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南1-10-10藤岡ビル1F,35.64581,139.70837,太陽堂薬局,薬局,http://taiyo-ph.jp/
渋谷区,西原２丁目,-,東京都渋谷区西原2-31-4,35.67601,139.67708,トモズ 幡ヶ谷店,薬局,-
渋谷区,西原３丁目,-,東京都渋谷区西原3-8-5 アコルデ代々木上原2F,35.66947,139.68071,トモズ アコルデ代々木上原店,薬局,-
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-10-13 渋谷Rサンケイビル1F,35.65680,139.70515,トモズ 渋谷並木橋店,薬局,-
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-20-3 恵比寿ガーデンプレイスオフィス棟 B1階,35.64219,139.71347,トモズ 恵比寿ガーデンプレイス店,薬局,-
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-48-14笹塚ショッピングモール21,35.67380,139.66888,笹塚鈴薬局 (株)エスシーグループ,薬局,-
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-35-3コープオリンピア1F,35.66919,139.70320,鈴薬局 原宿店,薬局,-
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-9-7,35.64687,139.71126,薬局日本メディカルシステム 恵比寿店,薬局,-
渋谷区,広尾５丁目,-,東京都渋谷区広尾5丁目3番13号,35.65059,139.72113,ゆりの木薬局 広尾店,薬局,-
渋谷区,広尾１丁目,-,東京都渋谷区広尾1丁目2番1号,35.64896,139.71171,ひまわり薬局 渋谷橋店,薬局,-
渋谷区,本町１丁目,-,東京都渋谷区本町1-4-3 エバーグレイス本町1-C,35.68159,139.68506,ゴロ薬局 初台店,薬局,-
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-10-7,35.64661,139.70782,ひまわり薬局 恵比寿店,薬局,-
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-14-1,35.64800,139.70783,松山薬局,薬局,-
渋谷区,富ヶ谷１丁目,-,東京都渋谷区富ヶ谷1-19-4,35.66587,139.69206,ハロー薬局,薬局,-
渋谷区,初台１丁目,-,東京都渋谷区初台一丁目39番12号 初台富士ハイライズ104号室,35.68018,139.68711,ウイン薬局 渋谷初台店,薬局,-
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚二丁目12番15号 石原ビル1階,35.67519,139.66800,ミネ薬局 笹塚店,薬局,-
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚一丁目56番18号 京王クラウン街笹塚ウエストブロック,35.67375,139.66755,コクミン薬局 笹塚駅店,薬局,-
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂二丁目5番1号 日拓渋谷駅前ビル3階,35.65937,139.69968,スギ薬局 道玄坂店,薬局,-
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚二丁目12番14号 笹塚YKビル1階,35.67519,139.66800,フラワー薬局 笹塚店,薬局,-
渋谷区,本町３丁目,-,東京都渋谷区本町三丁目41番7号,35.68806,139.68107,漢方参友堂薬局,薬局,-
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷三丁目31番3号 ウェルスクエアイズム101,35.67708,139.70725,バンビ薬局 千駄ヶ谷店,薬局,-
渋谷区,西原３丁目,-,東京都渋谷区西原三丁目7番5号 ミタニビル1階,35.66989,139.68086,パークサイドファーマシー 代々木上原店,薬局,-
渋谷区,神南１丁目,-,東京都渋谷区神南一丁目23番13号 丸大ビル5階,35.66015,139.70100,渋谷駅前薬局,薬局,-
渋谷区,代々木２丁目,-,東京都渋谷区代々木二丁目11番12号 南新宿セントラルビル1階,35.68726,139.69686,セントラル薬局,薬局,-
渋谷区,西原３丁目,-,東京都渋谷区西原三丁目11番6号 杉本ビル1階,35.66961,139.68031,フラワー薬局 代々木上原2号店,薬局,-
渋谷区,松涛１丁目,-,東京都渋谷区松濤一丁目29番2号 松尾ビル1階,35.66004,139.69515,まゆみ薬局 松濤店,薬局,-
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷一丁目14番9号 藤和宮益坂ビル1階,35.65982,139.70288,クオール薬局 渋谷駅東口店,薬局,-
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷二丁目20番12号 渋谷日永ビル1階,35.65943,139.70311,PHARMACY KOU(薬局コウ),薬局,-
渋谷区,代々木２丁目,-,東京都渋谷区代々木二丁目16番9号 神山ビル1階,35.68678,139.69595,日本調剤 南新宿薬局,薬局,-
渋谷区,東１丁目,-,東京都渋谷区東一丁目26番32号 オムニービル1階,35.65580,139.70709,なつめ薬局 渋谷並木橋店,薬局,-
渋谷区,代々木２丁目,-,東京都渋谷区代々木二丁目10番8号 出雲ビル1階、2階,35.68787,139.69767,日本調剤 新宿薬局,薬局,-
渋谷区,代々木２丁目,-,東京都渋谷区代々木二丁目11番17号 ラウンドクロス新宿 一階,35.68758,139.69728,スギ薬局 新宿駅南店,薬局,-
渋谷区,猿楽町,-,東京都渋谷区猿楽町9番3号 1階,35.65093,139.70324,光成堂ファーマシー,薬局,-
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷二丁目19番15号 宮益坂ビルディング ザ・渋谷レジデンス 1階,35.65960,139.70376,アイン薬局 渋谷宮益坂店,薬局,-
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷三丁目29番17号 ホテルメッツ渋谷3階,35.65588,139.70395,そうごう薬局 渋谷店,薬局,-
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂二丁目3番2号 大外ビル2階,35.65915,139.69991,サンドラッグ CARER渋谷駅前薬局,薬局,-
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前六丁目8番6号 OSDビル1階,35.66691,139.70564,クオール薬局 神宮前店,薬局,-
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前一丁目19番11号 はらじゅくアッシュビル2階,35.67187,139.70330,スギ薬局 原宿店,薬局,-
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂一丁目18番4号 グランドパーク渋谷ブランシェ1階,35.65736,139.69670,すずらん薬局,薬局,-
渋谷区,代々木１丁目,-,東京都渋谷区代々木一丁目43番7号,35.68234,139.69941,たんぽぽ代々木薬局,薬局,-
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚二丁目10番4号 Y.笹塚ビル1階,35.67538,139.66828,スマイル薬局 笹塚店,薬局,-
渋谷区,代々木３丁目,-,東京都渋谷区代々木三丁目37番5号,35.68171,139.69296,ウエルシア薬局 代々木三丁目店,薬局,-
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷一丁目7番5号 青山セブンハイツ102,35.66075,139.70627,クオール薬局 宮益坂店,薬局,-
