指標名,薬局,,,,,,,
出典,病院なび,,,,,,,
年次,2025/3/6取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2020年度：1,315件、2021年度：1,321件、2022年度：1,323件、2023年度：1,310件、2024年度：1,336件）",,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,URL
港区,麻布十番２丁目,-,東京都港区麻布十番2-13-1 COLLET麻布1階,35.65506,139.73499,ハピネス薬局 麻布十番店,薬局,http://ihappiness.co.jp/
港区,東麻布３丁目,-,東京都港区東麻布3丁目7番12号,35.65632,139.73822,南山堂薬局 東麻布三丁目店,薬局,https://www.nanzando.co.jp/
港区,麻布十番１丁目,-,東京都港区麻布十番1-7-1 ヨーロッパハウス1F,35.65663,139.73460,麻布十番調剤薬局,薬局,http://www.confeed-inc.com/azabu/
港区,芝浦３丁目,-,東京都港区芝浦3-2-29 神田ビル1F,35.64477,139.75081,田町芝浦ファミリー薬局,薬局,http://k-pharmacy-drugstore.jp/index.html
港区,麻布十番２丁目,-,東京都港区麻布十番2-2-7 野口ビル1F,35.65526,139.73563,南山堂薬局 麻布十番店,薬局,http://www.nanzando.co.jp/shop/azabujuban.html
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-12-16 明和ビル5F 5-東号室,35.66743,139.75475,新橋内幸町薬局,薬局,https://shimbashi-uchisaiwaicho.confeed-inc.com/
港区,西新橋１丁目,虎ノ門広域,東京都港区西新橋1丁目3番1号 西新橋スクエア 3階301区,35.66919,139.75443,アイセイ薬局 内幸町店,薬局,https://www.aisei.co.jp/
港区,六本木３丁目,六本木,東京都港区六本木3-7-1THE ROPPONGI TOKYO201,35.66407,139.73471,(株)平井薬局,薬局,http://www.hirai-pharmacy.com/
港区,西新橋１丁目,虎ノ門広域,東京都港区西新橋1-17-8 地下1階,35.66725,139.75371,新橋薬局,薬局,-
港区,麻布十番３丁目,-,東京都港区麻布十番3-7-11 シャトーデスポワール麻布101号,35.65359,139.73481,トモズ 麻布十番店,薬局,-
港区,高輪１丁目,-,東京都港区高輪1-3-1 第3白川ビル1階,35.64374,139.73501,トモズ 白金高輪店,薬局,-
港区,六本木６丁目,六本木,東京都港区六本木6-10-3 六本木ヒルズ ウエストウォーク 1階,35.65976,139.72913,トモズ 六本木ヒルズ店,薬局,-
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-1-5 虎ノ門45MTビル地下1階,35.66367,139.74532,トモズ 神谷町店,薬局,-
港区,港南２丁目,-,東京都港区港南2-15-2 品川インターシティ 2階,35.62681,139.74193,トモズ 品川インターシティ店,薬局,-
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-5-2 汐留シティセンター B2階,35.66550,139.76088,トモズ 汐留シティセンター店,薬局,-
港区,西新橋１丁目,虎ノ門広域,東京都港区西新橋1-9-2,35.66905,139.75269,植松薬局,薬局,-
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-5-12,35.67043,139.74292,溜池薬局,薬局,-
港区,北青山３丁目,-,東京都港区北青山3-10-6第2秋月ビル1F,35.66428,139.71094,フレンド薬局表参道店,薬局,-
港区,南青山７丁目,-,東京都港区南青山7-14-5,35.65683,139.71798,西麻布薬局,薬局,-
港区,西麻布１丁目,-,東京都港区西麻布1-8-6 杉下ビル1階,35.66065,139.72564,霞町薬局,薬局,-
港区,芝４丁目,-,東京都港区芝4-14-1 第2田町ビル1階,35.64744,139.74897,三田薬局,薬局,-
港区,三田２丁目,-,東京都港区三田2-7-9 サニークレスト三田1階,35.65181,139.74465,株式会社 中川薬局,薬局,-
港区,南青山７丁目,-,東京都港区南青山7-14-6,35.65674,139.71792,広尾中央薬局 広尾店,薬局,-
港区,麻布十番２丁目,-,東京都港区麻布十番2-20-6,35.65494,139.73670,薬局日本メディカル麻布十番店,薬局,-
港区,南青山１丁目,-,東京都港区南青山一丁目1番1号 新青山ビルヂング西館1階,35.67252,139.72509,日本調剤 南青山薬局,薬局,-
港区,浜松町１丁目,-,東京都港区浜松町一丁目29番10号 東京ラインビル1階,35.65689,139.75555,薬局トモズ 浜松町店,薬局,-
港区,麻布台１丁目,虎ノ門,東京都港区麻布台一丁目3番1号 麻布台ヒルズタワープラザ4階,35.66092,139.74056,そうごう薬局 麻布台ヒルズ店,薬局,-
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門二丁目6番3号 虎ノ門ヒルズステーションタワー地下1階,35.66733,139.74731,薬局トモズ 虎ノ門ヒルズステーションタワー店,薬局,-
港区,芝浦４丁目,-,東京都港区芝浦四丁目13番23号 MS芝浦ビル1階,35.64022,139.74803,ドラッグセイムス 芝浦海岸通薬局,薬局,-
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門三丁目17番1号 TOKYU REIT虎ノ門ビル1階,35.66417,139.74635,ぱぱす薬局 神谷町店,薬局,-
港区,西新橋２丁目,虎ノ門広域,東京都港区西新橋二丁目6番3号 1階,35.66704,139.75355,幸城薬局 虎ノ門新橋支店,薬局,-
港区,三田５丁目,-,東京都港区三田五丁目12番3号 パークリュクス白金高輪101,35.64536,139.73845,さくら薬局 三田店,薬局,-
港区,高輪３丁目,-,東京都港区高輪三丁目7番8号 西町ビル1階,35.63276,139.73233,たかなわ台薬局,薬局,-
港区,高輪１丁目,-,東京都港区高輪一丁目3番1号 プレミストタワー白金高輪1階,35.64381,139.73526,薬局トモズ 白金高輪店,薬局,-
港区,赤坂１丁目,虎ノ門,東京都港区赤坂一丁目7番1号 赤坂榎坂ビル4階,35.66917,139.74177,みらい薬局,薬局,-
港区,白金１丁目,-,東京都港区白金一丁目14番11号,35.64531,139.73334,白金調剤薬局,薬局,-
港区,白金１丁目,-,東京都港区白金一丁目2番2号 白金ザ・スカイ西棟1階 W111-2,35.64625,139.73407,白金ザ・スカイ薬局,薬局,-
港区,西麻布１丁目,-,東京都港区西麻布一丁目15番16号 西麻布SDビル202,35.66192,139.72318,メディプレイス365訪問薬局,薬局,-
港区,麻布十番２丁目,-,東京都港区麻布十番二丁目20番6号 麻布十番エムエービルディング 1階,35.65494,139.73670,薬局日本メディカルシステム 麻布十番店,薬局,-
港区,東麻布１丁目,-,東京都港区東麻布一丁目25番3号 第2富田ビル7階,35.65587,139.74465,麻布薬局,薬局,-
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門三丁目10番4号 虎ノ門ガーデン102号室,35.66459,139.74757,大信薬局 虎ノ門店,薬局,-
港区,芝浦３丁目,-,東京都港区芝浦三丁目13番11号 メディカルスクウェア芝浦 1階,35.64278,139.74843,ひむか薬局 芝浦店,薬局,-
港区,芝５丁目,-,東京都港区芝五丁目31番5号 MEFULL田町1階,35.64670,139.74641,クオール薬局 田町店,薬局,-
港区,南青山２丁目,-,東京都港区南青山二丁目26番35号 青山KKビル1階,35.66992,139.71710,青山あすか薬局,薬局,-
港区,麻布十番１丁目,-,東京都港区麻布十番一丁目5番12号 麻布永谷マンション1階,35.65677,139.73389,さざなみ薬局 麻布十番店,薬局,-
港区,芝５丁目,-,東京都港区芝五丁目1番12号 MAビル芝1階,35.64994,139.74514,薬局ユニファー 慶大前店,薬局,-
港区,南麻布５丁目,-,東京都港区南麻布五丁目1番11号 1階,35.65512,139.72289,ウエルシア薬局 南麻布店,薬局,-
港区,南麻布５丁目,-,東京都港区南麻布五丁目2番37号 デペッシュモード4階,35.65519,139.72356,南麻布調剤薬局,薬局,-
港区,高輪１丁目,-,東京都港区高輪一丁目4番13号 高輪NYビル1階,35.64354,139.73583,日本調剤 白金高輪薬局,薬局,-
港区,芝浦１丁目,-,東京都港区芝浦一丁目3番10号 チサンホテル浜松町1階,35.64989,139.75559,あたご調剤薬局 浜松町店,薬局,-
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門一丁目1番18号 ヒューリック虎ノ門ビル1階,35.67013,139.75095,なの花薬局 虎ノ門店,薬局,-
港区,芝５丁目,-,東京都港区芝五丁目25番11号 ヒューリック三田ビル1階,35.64759,139.74484,ココカラファイン薬局 三田店,薬局,-
港区,芝浦３丁目,-,東京都港区芝浦三丁目13番18号 TOHOビル1階,35.64321,139.74887,はなみずき薬局,薬局,-
港区,芝浦３丁目,-,東京都港区芝浦三丁目4番1号 グランパーク地下1階,35.64368,139.74556,ウエルシア薬局 田町グランパーク店,薬局,-
港区,芝大門２丁目,-,東京都港区芝大門二丁目2番1号 ACN芝大門ビルディング1階,35.65659,139.75335,スギ薬局 芝大門店,薬局,-
港区,南青山２丁目,-,東京都港区南青山二丁目22番17号 川上ビル1階,35.67073,139.71924,万代薬局 外苑前店,薬局,-
港区,港南２丁目,-,東京都港区港南二丁目2番2号 富士ビル1階,35.62930,139.74222,品川薬局,薬局,-
港区,赤坂１丁目,虎ノ門,東京都港区赤坂一丁目8番1号 赤坂インターシティAIR地下1階,35.66986,139.74269,そうごう薬局 赤坂インターシティAIR店,薬局,-
港区,三田３丁目,-,東京都港区三田三丁目1番5号 1階,35.64778,139.74353,アイビス薬局 三田店,薬局,-
港区,赤坂３丁目,赤坂,東京都港区赤坂三丁目5番2号 サンヨー赤坂ビル1階,35.67369,139.73857,あかさか薬局,薬局,-
港区,東麻布３丁目,-,東京都港区東麻布三丁目10番5号 オークウッドホテル&アパートメンツ麻布1階,35.65579,139.73882,薬局くすりの福太郎 東麻布店,薬局,-
港区,六本木７丁目,六本木,東京都港区六本木七丁目14番11号 メトロシティ六本木ビル5階,35.66323,139.73164,メトロシティ六本木薬局,薬局,-
港区,芝５丁目,-,東京都港区芝五丁目32番12号 シャーメゾンステージ田町2階,35.64714,139.74741,ドラッグセイムス 田町西口薬局,薬局,-
港区,高輪３丁目,-,東京都港区高輪三丁目24番21号 DK品川ビル1階,35.63284,139.73808,パンダ薬局 高輪店,薬局,-
港区,元赤坂１丁目,赤坂,東京都港区元赤坂一丁目5番1号 宮永ビル1階,35.67802,139.73380,ファイン薬局 元赤坂,薬局,-
港区,海岸,-,東京都港区海岸一丁目2番20号 汐留ビルディング2-10,35.65672,139.75930,ファイン薬局 ハマサイト,薬局,-
港区,芝浦３丁目,-,東京都港区芝浦三丁目12番2号,35.64274,139.74940,セイムス田町薬局,薬局,-
港区,西新橋３丁目,虎ノ門広域,東京都港区西新橋三丁目23番13号 石井ビル1階,35.66182,139.75102,日生薬局 御成門2号店,薬局,-
港区,高輪３丁目,-,東京都港区高輪三丁目8番17号 メディカルプライム高輪1階,35.63298,139.73120,メトロファーマシー高輪台,薬局,-
港区,芝浦３丁目,-,東京都港区芝浦三丁目2番22号,35.64431,139.74964,ドラッグセイムス芝浦3丁目薬局,薬局,-
港区,芝浦１丁目,-,東京都港区芝浦一丁目1番1号 浜松町ビルディング1階,35.65152,139.75790,浜松町スマイル薬局,薬局,-
港区,芝５丁目,-,東京都港区芝五丁目15番1号 1階,35.64870,139.74534,薬局ユニファー,薬局,-
港区,六本木７丁目,六本木,東京都港区六本木七丁目14番10号 誠志堂ビル2階,35.66331,139.73183,スギ薬局 六本木店,薬局,-
港区,新橋２丁目,虎ノ門広域,東京都港区新橋二丁目6番2号 新橋アイマークビル1階,35.66765,139.75694,ドラッグセイムス 新橋日比谷口薬局,薬局,-
港区,芝浦４丁目,-,東京都港区芝浦四丁目20番4号 芝浦アイランドブルームホームズ1階,35.63908,139.75204,日本調剤 芝浦アイランド薬局,薬局,-
港区,海岸,-,東京都港区海岸一丁目10番30号 タワー棟3階,35.65596,139.76288,ファーマライズ薬局 アトレ竹芝店,薬局,-
港区,南麻布４丁目,-,東京都港区南麻布四丁目6番1号 1階,35.65052,139.72676,カーム調剤薬局 ありす店,薬局,-
港区,赤坂３丁目,赤坂,東京都港区赤坂三丁目9番7号,35.67673,139.73662,スギ薬局 赤坂見附店,薬局,-
港区,高輪３丁目,-,東京都港区高輪三丁目10番10号,35.63177,139.73226,クオール薬局 高輪店,薬局,-
港区,北青山３丁目,-,東京都港区北青山三丁目12番2号 武村ビル1-A,35.66371,139.71001,ことぶき薬局 青山店,薬局,-
港区,新橋２丁目,虎ノ門広域,東京都港区新橋二丁目16番1号 ニュー新橋ビル1階,35.66621,139.75752,スギ薬局 ニュー新橋ビル店,薬局,-
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門一丁目16番17号 黒沢ビル1階,35.66853,139.74857,クオール薬局 虎ノ門店,薬局,-
港区,浜松町２丁目,-,東京都港区浜松町二丁目3番1号 404号,35.65532,139.75534,ミネ薬局 クレアタワー店,薬局,-
港区,芝大門１丁目,-,東京都港区芝大門一丁目6番3号,35.65818,139.75423,ナチュラルローソンクオール薬局 芝大門一丁目店,薬局,-
港区,南麻布５丁目,-,東京都港区南麻布五丁目10番25号 1階,35.65270,139.72242,クオール薬局 広尾駅前店,薬局,-
港区,赤坂３丁目,赤坂,東京都港区赤坂三丁目13番11号 佐藤ビル1階,35.67318,139.73723,日本調剤 赤坂中央薬局,薬局,-
港区,赤坂５丁目,赤坂,東京都港区赤坂五丁目4番8号 荒島ビル1階,35.67186,139.73570,ニコニコ薬局 赤坂店,薬局,-
港区,赤坂３丁目,赤坂,東京都港区赤坂三丁目14番3号 渡林赤坂ビル1階,35.67377,139.73744,健康日本堂調剤薬局 赤坂店,薬局,-
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門一丁目21番17号 虎ノ門NNビル1階,35.66798,139.74843,スギ薬局 虎ノ門ヒルズ駅前店,薬局,-
港区,赤坂１丁目,虎ノ門,東京都港区赤坂一丁目12番32号 2階,35.66715,139.74014,薬局トモズ アークヒルズ店,薬局,-
港区,新橋１丁目,虎ノ門広域,東京都港区新橋一丁目12番9号 A-PLACE 新橋駅前1階,35.66763,139.75886,スギ薬局 新橋駅前店,薬局,-
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門一丁目1番12号 虎ノ門ビル1階,35.67006,139.75145,スギ薬局 虎ノ門店,薬局,-
港区,芝４丁目,-,東京都港区芝四丁目5番8号 池藤ビル1階,35.64880,139.75130,アイン薬局 三田店,薬局,-
港区,白金台４丁目,-,東京都港区白金台四丁目3番19号,35.63903,139.72780,ココカラファイン薬局 白金台店,薬局,-
港区,高輪１丁目,-,東京都港区高輪一丁目3番13号 NBF高輪ビル1階,35.64398,139.73580,薬局マツモトキヨシ 白金高輪店,薬局,-
港区,芝大門１丁目,-,東京都港区芝大門一丁目1番33号 三洋ビル1階,35.66004,139.75277,アイン薬局 芝大門店,薬局,-
港区,赤坂３丁目,赤坂,東京都港区赤坂三丁目9番2号 No.R赤坂見附302号,35.67729,139.73622,めろん薬局,薬局,-
港区,港南１丁目,-,東京都港区港南一丁目2番70号 品川シーズンテラス2階,35.63249,139.74300,薬局ケーアイファーマシー 品川シーズンテラス,薬局,-
港区,麻布十番２丁目,-,東京都港区麻布十番二丁目9番2号 2階,35.65503,139.73443,ウエルシア薬局 麻布十番店,薬局,-
港区,南青山７丁目,-,東京都港区南青山七丁目14番8号,35.65649,139.71784,アガペ広尾薬局,薬局,-
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋一丁目7番1号 汐留メディアタワーB2階,35.66347,139.75962,ほほえみ薬局 汐留メディアタワー店,薬局,-
港区,三田５丁目,-,東京都港区三田五丁目2番18号 103,35.64722,139.73756,三田ハウス調剤薬局,薬局,-
港区,高輪１丁目,-,東京都港区高輪一丁目5番20号 井出ビル101号,35.64112,139.73755,オーベル薬局 白金高輪店,薬局,-
港区,六本木６丁目,六本木,東京都港区六本木六丁目1番20号 六本木電気ビル2階,35.66232,139.73128,日本調剤 六本木薬局,薬局,-
港区,芝５丁目,-,東京都港区芝五丁目27番5号 山田ビル1階,35.64710,139.74632,いるか田町薬局,薬局,-
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門五丁目13番7号 虎ノ門A&K IPビル1階,35.66312,139.74570,アガペ神谷町薬局,薬局,-
港区,北青山３丁目,-,東京都港区北青山三丁目3番10号 紀文堂ビル1階,35.66815,139.71486,薬樹薬局 青山,薬局,-
港区,西新橋３丁目,虎ノ門広域,東京都港区西新橋三丁目9番3号 内山ビル1階,35.66418,139.75270,内山薬局,薬局,-
港区,西麻布４丁目,-,東京都港区西麻布四丁目10番1号 ラポート西麻布地下1階,35.65790,139.72301,マープル薬局,薬局,-
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門一丁目1番20号 虎ノ門実業会館地下2階,35.67028,139.75069,ひかり薬局,薬局,-
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門四丁目3番1号 城山トラストタワー1階,35.66464,139.74309,ナチュラルローソンクオール薬局 城山トラストタワー店,薬局,-
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋一丁目8番2号 カレッタ汐留地下1階 B143,35.66489,139.76249,薬局マツモトキヨシ カレッタ汐留店,薬局,-
港区,港南４丁目,-,東京都港区港南四丁目2番6号 203号,35.63097,139.74805,ファルマルシェ薬局 品川港南,薬局,-
港区,港南２丁目,-,東京都港区港南二丁目16番1号 品川イーストワンタワー3階,35.62803,139.74074,トリモ薬局,薬局,-
港区,三田１丁目,-,東京都港区三田一丁目4番28号 三田国際ビルアネックス1階,35.65350,139.74479,日本調剤三田薬局,薬局,-
港区,芝大門２丁目,-,東京都港区芝大門二丁目10番2号 竹内ビル1階,35.65474,139.75330,おだいじに薬局 芝公園店,薬局,-
港区,赤坂９丁目,六本木,東京都港区赤坂九丁目7番1号 ミッドタウン・タワー6階,35.66623,139.73131,さくら薬局 東京ミッドタウン店,薬局,-
港区,西新橋３丁目,虎ノ門広域,東京都港区西新橋三丁目23番8号 馬場ビル1階,35.66181,139.75156,フロンティア薬局 御成門店,薬局,-
港区,西麻布３丁目,-,東京都港区西麻布三丁目2番20号 六本木けやき坂サイドビル1階,35.65866,139.72729,けやき坂薬局,薬局,-
港区,白金１丁目,-,東京都港区白金一丁目26番3号 白金ファクトリーファイブ101号室,35.64409,139.73334,白金ヴェルデ薬局,薬局,-
港区,南青山７丁目,-,東京都港区南青山七丁目14番7号 西川ビル1階,35.65659,139.71786,日生薬局 広尾店,薬局,-
港区,白金１丁目,-,東京都港区白金一丁目28番18号,35.64374,139.73294,ヤブザキ信栄堂薬局,薬局,-
港区,南麻布２丁目,-,東京都港区南麻布二丁目10番19号 ボヌール南麻布101号室,35.64765,139.73544,クオール薬局 古川橋店,薬局,-
港区,南青山５丁目,-,東京都港区南青山五丁目6番2号 青山菊正ビル1階,35.66388,139.71210,青山大師堂薬局,薬局,-
港区,赤坂５丁目,赤坂,東京都港区赤坂五丁目4番6号 赤坂三辻ビル地下1階,35.67221,139.73602,赤坂駅前薬局,薬局,-
港区,六本木６丁目,六本木,東京都港区六本木六丁目10番1号 六本木ヒルズ森タワー6階,35.66073,139.72921,日本調剤ケイリバー薬局,薬局,-
港区,六本木７丁目,六本木,東京都港区六本木七丁目14番7号,35.66348,139.73171,子安薬局,薬局,-
港区,高輪３丁目,-,東京都港区高輪三丁目11番5号 高輪ビューハイツ1階,35.63137,139.73046,ミナト薬局,薬局,-
港区,麻布十番２丁目,-,東京都港区麻布十番二丁目18番1号,35.65456,139.73600,薬樹薬局 麻布十番,薬局,-
港区,南麻布４丁目,-,東京都港区南麻布四丁目1番29号 広尾ガーデン1階,35.65007,139.72268,子安薬局 広尾ガーデン店,薬局,-
港区,赤坂３丁目,赤坂,東京都港区赤坂三丁目9番4号 サカタニビル3階,35.67705,139.73644,赤坂太陽薬局,薬局,-
港区,白金台３丁目,-,東京都港区白金台三丁目15番6号 マスレンビル1階,35.63666,139.72408,調剤薬局ツルハドラッグ 白金台店,薬局,-
港区,白金台４丁目,-,東京都港区白金台四丁目7番7号 姫路マッチ白金台ビル201号,35.63797,139.72580,白金台調剤薬局,薬局,-
港区,赤坂２丁目,赤坂,東京都港区赤坂二丁目11番15号 MY赤坂ビル1階,35.67047,139.74096,アイン薬局 赤坂溜池店,薬局,-
港区,白金６丁目,-,東京都港区白金六丁目22番11号,35.64336,139.72102,白金中央薬局,薬局,-
港区,高輪３丁目,-,東京都港区高輪三丁目10番38号,35.63192,139.73108,有限会社 アカビシ薬局,薬局,-
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門一丁目2番18号 虎ノ門興業ビルディング地下1階,35.66933,139.74744,日生薬局 虎ノ門店,薬局,-
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門二丁目3番17号 虎ノ門2丁目タワー1階,35.66846,139.74675,さくら薬局 虎ノ門2丁目タワー店,薬局,-
港区,新橋２丁目,虎ノ門広域,東京都港区新橋二丁目16番1号 ニュー新橋ビル内344号,35.66621,139.75752,バンビー薬局 ニュー新橋ビル店,薬局,-
港区,西新橋１丁目,虎ノ門広域,東京都港区西新橋一丁目2番9号 日比谷セントラルビル地下1階,35.66966,139.75455,西新橋調剤薬局,薬局,-
港区,芝浦２丁目,-,東京都港区芝浦二丁目16番5号,35.64437,139.75225,芝浦薬局,薬局,-
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門一丁目1番16号 小林ビル1階,35.67003,139.75121,日野薬局 虎ノ門店,薬局,-
港区,新橋１丁目,虎ノ門広域,東京都港区新橋一丁目18番12号 新橋1丁目ビル1階,35.66830,139.75636,宮崎薬局,薬局,-
港区,芝浦３丁目,-,東京都港区芝浦三丁目1番32号 なぎさテラス206,35.64446,139.74871,ツヅノ薬局 田町店,薬局,-
港区,三田１丁目,-,東京都港区三田一丁目3番33号 三田ネクサスビル1階,35.65454,139.74337,日生薬局 三田店,薬局,-
港区,西新橋３丁目,虎ノ門広域,東京都港区西新橋三丁目19番11号 安達ビル1階,35.66352,139.75189,さくら薬局 西新橋2号店,薬局,-
港区,西新橋３丁目,虎ノ門広域,東京都港区西新橋三丁目23番9号 東京御成門ビル1階,35.66168,139.75149,メディトピア新橋薬局,薬局,-
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門一丁目2番17号,35.66928,139.74754,日生薬局 2号店,薬局,-
港区,新橋３丁目,虎ノ門広域,東京都港区新橋三丁目19番2号,35.66502,139.75755,バンビー薬局 本店,薬局,-
港区,高輪３丁目,-,東京都港区高輪三丁目9番11号,35.63222,139.73214,あさひ薬局 高輪店,薬局,-
港区,高輪１丁目,-,東京都港区高輪一丁目27番20号,35.63657,139.73318,高輪1丁目薬局,薬局,-
港区,西新橋３丁目,虎ノ門広域,東京都港区西新橋三丁目20番1号 MSC御成門ビル1階,35.66356,139.75237,日本調剤西新橋薬局,薬局,-
港区,麻布十番１丁目,-,東京都港区麻布十番一丁目7番11号 麻布井上ビル1階,35.65630,139.73455,そうごう薬局 麻布十番店,薬局,-
港区,西新橋３丁目,虎ノ門広域,東京都港区西新橋三丁目19番14号 東京建硝ビル1階,35.66327,139.75177,さくら薬局 西新橋店,薬局,-
港区,芝大門２丁目,-,東京都港区芝大門二丁目7番10号 NAKAJIMA・ナカヤビル1階,35.65494,139.75311,清水薬局 芝公園店,薬局,-
港区,台場１丁目,-,東京都港区台場一丁目5番7号 トミンハイム台場五番街104号,35.63021,139.77795,台場薬局,薬局,-
港区,南青山６丁目,-,東京都港区南青山六丁目12番10号 ユニティ102号室,35.66038,139.71539,まゆみ薬局 南青山店,薬局,-
港区,高輪３丁目,-,東京都港区高輪三丁目10番1号 藤ビル1階,35.63193,139.73121,調剤薬局ツルハドラッグ 高輪台店,薬局,-
港区,芝大門２丁目,-,東京都港区芝大門二丁目5番1号 アルテビルディング地下2階,35.65553,139.75406,おだいじに薬局 芝大門店,薬局,-
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門二丁目3番22号 第1秋山ビルディング1階,35.66885,139.74698,さくら薬局 虎ノ門店,薬局,-
港区,赤坂２丁目,赤坂,東京都港区赤坂二丁目3番5号 赤坂スターゲートプラザ地下1階,35.67124,139.74165,エースタイル薬局,薬局,-
港区,西新橋３丁目,虎ノ門広域,東京都港区西新橋三丁目22番8号,35.66250,139.75170,日本調剤 御成門薬局,薬局,-
港区,西新橋３丁目,虎ノ門広域,東京都港区西新橋三丁目23番6号 白川ビル1階,35.66197,139.75156,日本調剤 すぎの木薬局,薬局,-
港区,新橋２丁目,虎ノ門広域,東京都港区新橋二丁目16番1号 ニュー新橋ビル345,35.66621,139.75752,新橋調剤薬局,薬局,-
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門一丁目2番16号 浜崎ビル1階,35.66927,139.74761,あおい調剤薬局,薬局,-
港区,港南４丁目,-,東京都港区港南四丁目6番7号 ワールドシティータワーズキャピタルタワー1階,35.62787,139.75064,株式会社湘南薬品 港南薬局,薬局,-
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門一丁目2番18号 虎之門興業ビルディング1階・2階,35.66933,139.74744,日本調剤虎ノ門薬局,薬局,-
港区,南青山２丁目,-,東京都港区南青山二丁目13番11号 マストライフ南青山1階,35.67070,139.72006,レジーナ薬局 青山店,薬局,-
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門二丁目4番1号 虎ノ門ピアザビル1階,35.66888,139.74768,ココカラファイン薬局 虎ノ門店,薬局,-
港区,南麻布１丁目,-,東京都港区南麻布一丁目6番36号,35.65247,139.73523,日本調剤 麻布十番薬局,薬局,-
港区,白金台２丁目,-,東京都港区白金台二丁目26番10号 グリーンオーク高輪台1階,35.63179,139.72996,ナチュラルローソンクオール薬局 高輪台駅前店,薬局,-
港区,南青山３丁目,-,東京都港区南青山三丁目8番40号 青山センタービル1階,35.66743,139.71513,スギ薬局 南青山店,薬局,-
港区,赤坂５丁目,赤坂,東京都港区赤坂五丁目5番13号 周山ビル1階,35.67038,139.73378,スギ薬局 赤坂店,薬局,-
港区,芝２丁目,-,東京都港区芝2-18-3 カレン芝公園1F,35.65165,139.75090,有限会社ライオン ライオン薬局,薬局,-
港区,南青山７丁目,-,東京都港区南青山7-14-7小寺ビル1F,35.65665,139.71788,株式会社 トラストファーマシー 広尾調剤薬局,薬局,-
港区,赤坂３丁目,赤坂,東京都港区赤坂3-21-16 SKI赤坂ビル1階,35.67701,139.73552,一ツ木薬局,薬局,-
港区,赤坂２丁目,赤坂,東京都港区赤坂2-10-13 フクダビル1F,35.67027,139.74171,ルビー薬局 赤坂2丁目店,薬局,-
港区,港南２丁目,-,東京都港区港南2-6-7 大善ビル2階,35.62846,139.74247,みらくる薬局 品川駅前店,薬局,-
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-3-5 赤坂アビタシオンビル1階,35.67042,139.74417,フレンド薬局 溜池山王店,薬局,-
港区,白金３丁目,-,東京都港区白金3-1-4 白金ハイツ1F,35.64688,139.73126,玉菊薬局,薬局,-
港区,白金１丁目,-,東京都港区白金1-25-31 レジデンス白金103,35.64443,139.73157,パーム薬局,薬局,-
港区,南麻布４丁目,-,東京都港区南麻布4-11-30 南麻布渋谷ビル6階,35.64700,139.72755,ゆりの木薬局 南麻布店,薬局,-
港区,東麻布１丁目,-,東京都港区東麻布1-18-11,35.65581,139.74228,ナルト薬局,薬局,-
港区,白金台３丁目,-,東京都港区白金台3-16-13白金台ウスイビル1F,35.63654,139.72379,白金台鈴薬局,薬局,-
港区,西新橋３丁目,虎ノ門広域,東京都港区西新橋3-19-12メディコ西新橋ビル1F,35.66346,139.75184,くすり箱薬局,薬局,-
港区,西麻布４丁目,-,東京都港区西麻布4-18-16,35.65814,139.71876,シミズファーマシー,薬局,-
港区,白金台４丁目,-,東京都港区白金台4-5-5パレスデュオ白金台1F,35.63885,139.72740,白金台薬局,薬局,-
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-4-3芝ビル1F,35.66786,139.75935,芝口薬局,薬局,-
港区,芝２丁目,-,東京都港区芝2-12-1,35.65163,139.75251,薬局桑山清心堂,薬局,-
