,,,,,,,,,,,
,指標名,インターナショナルスクール,,,,,,,,,
,出典,plazahomes,,,,,,,,,
,年次,2024/12/12取得,,,,,,,,,
,URL,https://www.navitime.co.jp/,,,,,,,,,
,備考,(2022年度：58件、2023年度：68.0件、2024年度：69件),,,,,,,,,
,,,,,,,,,,,
,区,町丁,エリア,住所,緯度,経度,施設名,英語名,対象,共学/別学,URL
,港区,愛宕１丁目,虎ノ門,東京都港区愛宕1丁目1-1 Toranomon Hills Residential Tower 2F,35.6659856,139.7485669,イートンハウスインターナショナルプリスクール虎ノ門,EtonHouse International Pre-School Toranomon,共学15 months to 6 years old,共学,https://www.etonhouse.co.jp/ja/toranomon-jp/international-pre-school/
,港区,元麻布２丁目,-,東京都港区元麻布2-14-28,35.6524074,139.7292982,ウィローブルック インターナショナルスクール,Willowbrook International School,共学15ヶ月 - 5歳,共学,https://www.willowbrookschool.com/
,港区,元麻布３丁目,-,東京都港区元麻布3-12-36,35.6560697,139.7312019,オハナインターナショナルスクール,Ohana International School,共学18ヶ月 - 5歳,共学,https://www.schoolintokyo.com/
,港区,南青山３丁目,-,東京都港区南青山3-9-5,35.6659731,139.7156934,クラレンスインターナショナルスクール,Clarence International School,共学18ヶ月- 6歳,共学,http://www.clarenceschool.jp/
,港区,元麻布２丁目,-,東京都港区元麻布2-13-8,35.6540119,139.7308048,サマーヒルインターナショナルスクール,Summerhill International School,共学15ヶ月 - 6歳,共学,https://summerhill.jp/
,港区,元麻布３丁目,-,東京都港区元麻布3-1-23,35.6571724,139.7288454,チルドレンズハウス　モンテソーリスクール,Children's House MONTESSORI SCHOOL,共学幼児クラス：12 - 36ケ月、プライマリーモンテソーリクラス：3 - 6歳、アフタースクール：6 - 12 歳,共学,http://childrenshouse.tokyo/
,港区,西麻布３丁目,-,東京都港区西麻布3-7-15,35.6561613,139.7256669,パル インターナショナルスクール 広尾,PAL International School Hiroo,共学0.3～12歳,共学,https://seiwagakuen.ed.jp/pal/hiroo/
,港区,麻布台１丁目,虎ノ門,東京都港区麻布台1丁目3-3,35.6602672,139.7409536,ブリティッシュスクール東京 [麻布台キャンパス],British School in Tokyo [Azabudai Campus],共学Nursery to Year 6,共学,https://www.bst.ac.jp/uniquely-bst/central-tokyo-campuses/azabudai-campus
,港区,赤坂２丁目,赤坂,東京都港区赤坂2-18-12,35.6687875,139.7395486,ムーミン・インターナショナル幼稚園,Moomin International Kindergarten,共学0歳 - 6歳　（アフタースクール　3 - 12歳）,共学,https://scandihub.com/
,港区,南麻布３丁目,-,東京都港区南麻布3-5-13,35.6515261,139.7299371,モンテソーリスクールオブ東京,The Montessori School of Tokyo,共学2 - 14歳,共学,http://www.montessorijapan.com/
,港区,白金台３丁目,-,東京都港区白金台3-4-17,35.6358112,139.7275421,ローラス・インターナショナルスクール・オブ・サイエンス - 白金台,Laurus International School of Science (Shirokanedai),共学プリスクール - 4年生,共学,http://www.laurus-school.com/en/
,港区,芝４丁目,-,東京都港区芝4丁目1-30 芝国際ビル10階,35.6496625,139.749704,ローラス・インターナショナルスクール・オブ・サイエンス 高等部,Laurus International School of Science [Upper Secondary school],高等部,-,https://laurus-school.com/ja/
,港区,高輪３丁目,-,東京都港区高輪3-21-7 レガロ高輪1F,35.6324478,139.7355447,ローラス・インターナショナルスクール・オブ・サイエンス - 高輪,Laurus International School of Science (Takanawa),共学プリスクール:１.5～ 3歳 キンダガーテン: 3 ～ 6歳,共学,http://www.laurus-school.com/en/
,港区,芝４丁目,-,東京都港区芝4丁目1-30 芝国際ビル7-8階,35.6496625,139.749704,ローラス・インターナショナルスクール・オブ・サイエンス 初等部,Laurus International School of Science [Primary School],共学Primary School,共学,https://laurus-school.com/
,港区,南青山６丁目,-,東京都港区南青山6-13-14,35.6592772,139.7148889,ローラス・インターナショナルスクール・オブ・サイエンス - 青山,Laurus International School of Science (Aoyama),共学プリスクール: １.5～3歳 キンダガーデン: 3歳 ～ 6歳,共学,http://www.laurus-school.com/en/
,港区,芝４丁目,-,東京都港区芝4丁目1-30 芝国際ビル9階,35.6496625,139.749704,ローラス・インターナショナルスクール・オブ・サイエンス 中等部,Laurus International School of Science [Lower Secondary school],中等部,-,https://laurus-school.com/ja/
,港区,南麻布５丁目,-,東京都港区南麻布5-10-24,35.6525885,139.7223946,広尾キッズワールド,Hiroo Kids World,共学1 - 5 歳,共学,http://www.pigeonhearts.co.jp/kidsworld/english/
,港区,麻布台２丁目,-,東京都港区麻布台2-1-1,35.6594352,139.7413448,在日ロシア大使館付属学校,Russian Embassy School in Tokyo,共学Grade 1 - 11,共学,http://russchooljp.ru/
,港区,芝公園３丁目,虎ノ門,東京都港区芝公園3-6-25,35.660046,139.7438355,聖公会聖オルバン教会　保育園,St. Alban's Nursery,共学2 - 5歳,共学,http://www.saintalbans.jp/?page_id=177
,港区,元麻布２丁目,-,東京都港区元麻布2-14-7,35.653579,139.7302814,西町インターナショナルスクール,Nishimachi International School,共学幼稚園 - 9年生,共学,https://www.nishimachi.ac.jp/
,港区,南麻布２丁目,-,東京都港区南麻布2-13-6,35.6472414,139.7353784,東京インターナショナルスクール,Tokyo International School,共学幼稚園 - 8年生(4 - 14歳）,共学,https://www.tokyois.com/tokyois/
,港区,白金台５丁目,-,東京都港区白金台5-17-1,35.6376362,139.7233922,葉山インターナショナルスクール 白金校,Hayama International School Shirokane,共学2-6 years old,共学,https://hayama-international.co.jp/shirokane/
,渋谷区,桜丘町１丁目,-,東京都渋谷区桜丘町1- Shibuya Sakura Stage SAKURAタワー5階,35.6555838,139.7023117,CTISキンダーガーテン渋谷,CTIS Kindergarten Shibuya,共学プリスクール、幼稚園 (2歳〜5歳),共学,https://kinder.capitaltokyo.com/
,渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-9-20 恵比寿ガーデンイーストビル 2F,35.644056,139.7159132,Prime Academic Preschool Ebisu,Prime Academic Preschool Ebisu,共学1～6歳,共学,http://papinjapan.com/
,渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1丁目10-8 Plug and Play 1F,35.6569392,139.6985641,The Innovation Fellowship,The Innovation Fellowship,共学9th-12th grade (14-18 years old),共学,https://www.innovationfellowship.org/
,渋谷区,初台１丁目,-,東京都渋谷区初台1丁目31-17,35.6791532,139.6834208,The Reggio School of Tokyo,The Reggio School of Tokyo,12ヶ月 - 6歳,-,http://www.reggioschool.jp/ja/
,渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-31-18,35.6482176,139.7052979,エリートオープンスクール,Elite Open School,共学5 - 12年生,共学,https://eliteopenschooltokyo.com/
,渋谷区,富ケ谷１丁目,-,東京都渋谷区富ケ谷1丁目11-12 アルシュ代々木2F,35.6681852,139.6913169,オリーブツリーインターナショナルスクール,OLIVETREE International School,共学1歳半～6歳まで,共学,https://www.olivetree-school.com/japanese
,渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-38-3,35.6718106,139.7135881,ジンジャーツリー・インターナショナル・スクール,Gingertree international school,共学2 - 6歳,共学,http://www.ginger-tree.jp/english/
,渋谷区,広尾１丁目,-,東京都渋谷区広尾1-5-14,35.6493085,139.713667,セサミ・インターナショナル・プリスクール,Sesame International Preschool,共学1 - 6歳,共学,http://sesame.tokyo/
,渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-20-2 恵比寿ガーデンテラス弐番館1F,35.6425007,139.7149999,ポピンズアクティブラーニングインターナショナルスクール,Poppins Active Learning International School,共学11ヶ月 - 5歳（小学校前）,共学,http://www.poppins-palis.jp/
,渋谷区,大山町１丁目,-,東京都渋谷区大山町1-13,35.6676475,139.6766016,ユーアイ インターナショナル イスラミック スクール,Yuai International Islamic school,"共学Kindergarden, Primary School, Secondary School",共学,https://www.yuaischooljapan.com/
,渋谷区,富ヶ谷２丁目,-,東京都渋谷区富ヶ谷2-21-10 キジマビル,35.66177,139.6871292,ユナイテッドスクールオブ東京（UST）,United School of Tokyo,共学preschool - middle school,共学,http://www.united-school.jp/
,渋谷区,広尾４丁目,-,東京都渋谷区広尾4-3-1,35.6510578,139.7200852,聖心インターナショナルスクール,International School of the Sacred Heart (ISSH),女子校3　-　18歳,-,https://www.issh.ac.jp/
,渋谷区,広尾４丁目,-,東京都渋谷区広尾4-3-1,35.6510578,139.7200852,聖心インターナショナルスクール　（幼稚園）,International School of the Sacred Heart ( Kindergarten ),共学3 - 5 歳,共学,https://www.issh.ac.jp/
,渋谷区,大山町３９丁目,-,東京都渋谷区大山町39-20,35.6700048,139.6764022,代沢インターナショナルスクール　大山キャンパス (メイプル - オーク),DAIZAWA INTERNATIONAL SCHOOL Oyama Campus (Maple - Oak),共学メイプル（3 - 4歳）、オーク（4 - 6歳）,共学,http://www.daizawaschool.com/index.html
,千代田区,四番町,-,東京都千代田区四番町3 -7,35.6890961,139.738731,Phoenix House International school,Phoenix House International school,共学Grade 1-6,共学,https://www.phoenixhouseschool.org/
,千代田区,飯田橋１丁目,-,東京都千代田区飯田橋1-6-3 コウヨウビル2F,35.6987656,139.7488974,サクラの国　Au Pays des Sakuras,Au Pays des Sakuras,共学2 - 4 歳,共学,https://aupaysdessakuras.com/
,中央区,晴海１丁目,-,東京都中央区晴海1-8-2 晴海トリトンスクエア西地区,35.6573718,139.7827814,アオバジャパン・バイリンガルプリスクール（晴海キャンパス）,Aoba-Japan Bilingual Preschool (Harumi Campus),共学K1 - K5,共学,https://aoba-bilingual.jp/harumi/
,中央区,築地１丁目,-,東京都中央区築地1丁目5-5 クニビル,35.6699921,139.7718074,サンシャイン キッズ アカデミー（東京）,Sunshine Kids Academy (Tokyo),共学6ヶ月ー12歳,共学,https://www.sunshinekids-academy.com/
,中央区,日本橋富沢町１４丁目,-,東京都中央区日本橋富沢町14-1 北祥ビル,35.6895299,139.7831209,フューチャー児童園 日本橋,Future Jidoen Nihonbashi,共学2歳 ｰ 6歳 未就学児,共学,https://nihonbashi.future-jidoen.com/en/
,品川区,上大崎２丁目,-,東京都品川区上大崎2-7-16,35.6379151,139.716489,KAISインターナショナルスクール,KAIS International School,共学High school,共学,https://kaisinternational.com/
,品川区,北品川５丁目,-,東京都品川区北品川5-8-20,35.6196594,139.7332087,カナディアン インターナショナル スクール,Canadian International School Tokyo,共学K3 - Grade12,共学,https://www.cisjapan.net/
,品川区,東五反田５丁目,-,東京都品川区東五反田5-11-1 E-101,35.6298692,139.7234359,東京チルドレンズガーデン,Tokyo Children's Garden,共学2 - 5歳,共学,http://www.tokyochildrensgarden.com/
,品川区,東品川４丁目,-,東京都品川区東品川4-8-8,35.6094457,139.7458639,品川インターナショナルスクール - シーサイドキャンパス,Shinagawa International School - Seaside Campus,共学Ages 3-8 yrs old (Preschool - Grade 2),共学,https://sistokyo.jp/
,品川区,南品川３丁目,-,東京都品川区南品川3丁目6-21,35.608536,139.7446457,品川インターナショナルスクール メインキャンパス,Shinagawa International School - Main Campus,共学Primary - Secondary (Grade 3-10),共学,https://sistokyo.jp/
,新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-14-8 千代田ビル2号館,35.7094322,139.7059558,アオバジャパン・バイリンガルプリスクール（早稲田キャンパス）,Aoba-Japan Bilingual Preschool (Waseda Campus),共学K1 - K5,共学,https://aoba-bilingual.jp/waseda/
,新宿区,新小川町３丁目,-,東京都新宿区新小川町3-16 菊水ビル101,35.7054213,139.7420819,テゾーロインターナショナルスクール,Tesoro International School,共学2 - 6歳,共学,http://www.tesorointernationalschool.com/
,新宿区,大久保２丁目,-,東京都新宿区大久保2-23-9,35.7045539,139.7043526,東京早稲田インターナショナルクリスチャンスクール,Tokyo Waseda International Christian School,共学小学部、中学部、高等部,共学,http://www.wics.jp/index.php
,江東区,千石３丁目,-,東京都江東区千石3丁目1-5 東京都江東区千石 3-1-4,35.6771117,139.8190704,India International School In Japan - Tokyo,India International School In Japan - Tokyo,共学Kindergarten - Grade12,共学,https://iisjapan.com/
,江東区,白河１丁目,-,東京都江東区白河1-5-15,35.6826366,139.7999897,K. インターナショナルスクール東京,K. International School Tokyo,共学保育園 - 12年生 (3歳-17歳）,共学,http://www.kist.ed.jp/
,江東区,亀戸１丁目,-,東京都江東区亀戸1-18-9,35.6945548,139.8237196,Tokyo Bay International School,Tokyo Bay International School,共学K1 - Grade8 (Ages 3-13),共学,https://tokyobayinternationalschool.org/a/TBIS
,江東区,東陽２丁目,-,東京都江東区東陽2丁目2-20,35.6667998,139.8162201,東京YMCAインターナショナルキッズガーデン,Tokyo YMCA International Kids Garden,共学２歳児（２歳児クラス）～６歳児（年長）,共学,https://tokyo.ymca.or.jp/language/kids_garden.html
,江東区,東陽２丁目,-,東京都江東区東陽2-2-20,35.6667998,139.8162201,東京YMCAインターナショナルスクール,Tokyo YMCA International School,共学Kindergarten - Grade 12,共学,http://tokyo.ymca.or.jp/tyis/
