,,,,,,,,,,,
,指標名,観光地,,,,,,,,,
,出典,google places API,,,,,,,,,
,年次,2025/02/05取得,,,,,,,,,
,URL,google places API,,,,,,,,,
,備考,(2022年度：1922件、2023年度：2497.0件、2024年度：2182件),,,,,,,,,
,,,,,,,,,,,
,区,町丁目,エリア,住所,緯度,経度,施設名,ジャンル,星,口コミ数,place_id
,港区,白金１丁目,-,港区白金１丁目１７−４,35.6450302,139.7334847,白高児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.4,39,ChIJUeCOcaiLGGARyxxiFLKq7vI
,港区,白金１丁目,-,港区白金１丁目１２−１６,35.645482,139.7347415,白金志田町児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.6,39,ChIJVZ_lhqiLGGARYb6sZIBbc8o
,港区,白金６丁目,-,港区白金６丁目２２,35.6439246,139.7214758,奥三光児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.4,9,ChIJEXmr4BGLGGARSBe7k3xmYbI
,港区,白金５丁目,-,港区白金５丁目１２−５,35.6459354,139.7243854,三光児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.6,52,ChIJcXVphw6LGGARBmQ9tNMPX3Y
,渋谷区,広尾５丁目,-,渋谷区広尾５丁目５−２,35.650622,139.7219475,広尾散歩通り,"tourist_attraction, point_of_interest, establishment",4.3,26,ChIJWVpUpnKLGGAR_12nyU1Bb-4
,港区,南麻布５丁目,-,港区南麻布５丁目７ 有栖川宮記念公園,35.651757,139.7244403,御料池,"tourist_attraction, point_of_interest, establishment",4.5,8,ChIJcREZcqmLGGARu3YJ1QYsfpc
,港区,南麻布５丁目,-,港区南麻布５丁目 かるかや,35.6532374,139.7260123,紅葉滝,"tourist_attraction, point_of_interest, establishment",3,4,ChIJPc0MUNKLGGAR3xkiybCfUPs
,港区,元麻布３丁目,-,港区元麻布３丁目１３−１１,35.6555231,139.7308772,狸坂,"tourist_attraction, point_of_interest, establishment",3.7,29,ChIJaxp-dHWLGGARkcljX6MKGAQ
,港区,南麻布５丁目,-,港区南麻布５丁目７,35.651578,139.7265837,日独交流150周年記念 ヨーロッパ菩提樹,"tourist_attraction, point_of_interest, establishment",0,0,ChIJrW-_GLiLGGARlK_-TlYEqpg
,港区,麻布十番２丁目,-,港区麻布十番２丁目１５−１,35.6544591,139.7355369,網代公園,"park, tourist_attraction, point_of_interest, establishment",3.9,405,ChIJQRhPwaGLGGARAjYE8mtWZxE
,港区,南麻布１丁目,-,港区南麻布１丁目７−３２ 韓国中央会館 別館,35.6515448,139.7370313,在日韓人歴史資料館,"tourist_attraction, museum, point_of_interest, establishment",3.6,117,ChIJ6QCZVaGLGGAR9QS6CROQGvA
,港区,麻布十番４丁目,-,港区麻布十番４丁目２−５−１,35.6544393,139.7374259,新広尾公園,"park, tourist_attraction, point_of_interest, establishment",3.3,83,ChIJF0xQKaKLGGARNzZNG2V3WIg
,港区,南麻布１丁目,-,港区南麻布１丁目２−３,35.651983,139.7306483,仙台坂,"tourist_attraction, point_of_interest, establishment",3.4,55,ChIJW1UkeKCLGGARGTHbDKgPNaE
,港区,南麻布１丁目,-,港区南麻布１丁目６−４,35.6525541,139.7369519,二之橋,"tourist_attraction, point_of_interest, establishment",3.5,39,ChIJdwdhYKGLGGARdkh1rT8IBBU
,港区,元麻布３丁目,-,港区元麻布３丁目１２−１８,35.6561424,139.7327353,暗闇坂,"tourist_attraction, point_of_interest, establishment",3.4,45,ChIJJ6qf0J-LGGARp5cwS-njq7g
,港区,東麻布３丁目,-,港区東麻布３丁目９,35.6558022,139.7376308,一の橋公園,"park, tourist_attraction, point_of_interest, establishment",4.1,81,ChIJiUykBaKLGGARJRZNccHl6Zc
,港区,-,-,港区麻布台1-3-1Tower Plaza 1st Floor,35.6604767,139.7405137,麻布台ヒルズ ランニングルートマップ,"tourist_attraction, point_of_interest, establishment",4,1,ChIJmQZJNQCLGGARpd1cVzz7LSA
,港区,麻布狸穴町,-,港区麻布狸穴町６３,35.6581285,139.7389849,狸穴公園,"park, tourist_attraction, point_of_interest, establishment",4.1,216,ChIJCUjy7ZiLGGARrVdit2MRh0I
,港区,南麻布２丁目,-,港区南麻布２丁目２−８,35.6498614,139.7358051,南麻布新堀児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.8,33,ChIJF_EuXAqLGGARwnMrIR9Sgws
,港区,南麻布５丁目,-,港区南麻布５丁目３,35.655058,139.7252407,北条坂,"tourist_attraction, point_of_interest, establishment",3.2,12,ChIJt6VtxHOLGGARN3LxtddvjdY
,港区,南麻布１丁目,-,港区南麻布１丁目１５−１２,35.6513643,139.7342975,麻布黒美水温泉 竹の湯,"tourist_attraction, point_of_interest, establishment",4.1,769,ChIJP8qx4KCLGGARrA6QxMdha0E
,港区,元麻布１丁目,-,港区元麻布１丁目６,35.6532878,139.7337853,柳の井戸(東京の名湧水57選),"tourist_attraction, point_of_interest, establishment",4,26,ChIJtxFmRqCLGGARP4T9Fd6pCUk
,港区,南麻布３丁目,-,港区南麻布３丁目４−９,35.6502249,139.7309967,本村公園,"park, tourist_attraction, point_of_interest, establishment",3.6,41,ChIJ03J6awqLGGARn5gXwjG4uTs
,港区,南麻布３丁目,-,港区南麻布３丁目１０−１４,35.6484563,139.7331843,絶江坂,"tourist_attraction, point_of_interest, establishment",3.8,13,ChIJWT5qa6eLGGAR47h8mt7M-7c
,港区,-,-,港区１０ 南麻布四丁目5番～麻布四丁目10番,35.6489631,139.7253278,新富士見坂,"tourist_attraction, point_of_interest, establishment",3.5,11,ChIJ0-FZXwyLGGAROaLjAUR_LNw
,港区,元麻布３丁目,-,港区元麻布３丁目１０,35.6570366,139.7324604,最初の麻布区役所跡,"tourist_attraction, point_of_interest, establishment",0,0,ChIJwYWZL56LGGARYmNk2QwJGTw
,港区,南麻布３丁目,-,港区南麻布３丁目１ 明治通り沿い,35.6468749,139.7334709,新古川橋,"tourist_attraction, point_of_interest, establishment",3.2,26,ChIJjSVGvKeLGGARlNfb8wPMG08
,港区,元麻布３丁目,-,港区元麻布３丁目８,35.6573118,139.7313607,内田坂,"tourist_attraction, point_of_interest, establishment",3,2,ChIJf0d48nWLGGARBME7OnaQVG0
,港区,麻布台１丁目,虎ノ門,港区麻布台１丁目３−１ ヒルズアリーナ,35.6613726,139.7405691,麻布台ヒルズアリーナ,"tourist_attraction, point_of_interest, establishment",4.3,16,ChIJsZ8WtsaLGGARmhfTBCzMPJg
,港区,元麻布１丁目,-,港区元麻布１丁目６,35.6533255,139.7331451,越路吹雪の碑,"tourist_attraction, point_of_interest, establishment",2.7,7,ChIJ6YLNFKCLGGARYnXXyK2ubDo
,港区,麻布台１丁目,虎ノ門,港区麻布台１丁目３−７,35.6614707,139.7409339,麻布台ヒルズセントラルウォーク（地下通路）,"tourist_attraction, point_of_interest, establishment",4.6,18,ChIJj8Fvt02LGGARUt8ULp_Hh0E
,港区,西麻布３丁目,-,港区西麻布３丁目１０−７,35.6555274,139.7241899,鉄砲坂,"tourist_attraction, point_of_interest, establishment",3.7,19,ChIJDctWgHGLGGARJ6TQ2v63q1M
,港区,東麻布１丁目,-,港区東麻布１丁目３０−１,35.6550035,139.7419197,中ノ橋児童遊園,"park, tourist_attraction, point_of_interest, establishment",3,42,ChIJjX4XLqOLGGAR05t1bqnDU60
,港区,麻布台１丁目,虎ノ門,港区麻布台１丁目,35.6615447,139.7408302,麻布台ヒルズ,"tourist_attraction, shopping_mall, point_of_interest, establishment",4.3,2921,ChIJJSI0QC6LGGARwWmKE3MWmj8
,渋谷区,恵比寿４丁目,-,渋谷区恵比寿４丁目２０−５５,35.6434887,139.7126321,アメリカ橋公園,"park, tourist_attraction, point_of_interest, establishment",3.4,116,ChIJZyQQmRWLGGART3fVqKvBmvw
,港区,白金台５丁目,-,港区白金台５丁目２１−５,35.6383544,139.7192663,物語の松,"tourist_attraction, point_of_interest, establishment",3.6,5,ChIJifevWBGLGGARmIkoccjQBDg
,港区,三田２丁目,-,港区三田２丁目１４−５,35.6489543,139.7440382,旧慶應義塾大学正門「幻の門」,"tourist_attraction, point_of_interest, establishment",3.2,17,ChIJ313Ab7CLGGARy7f3Z7AAUgQ
,港区,六本木６丁目,六本木,港区六本木６丁目９,35.6597745,139.7317045,テレビ朝日ロータリー滝前広場,"tourist_attraction, point_of_interest, establishment",0,0,ChIJ70YOfgCLGGARFme2WqtpFV4
,港区,六本木６丁目,六本木,港区六本木６丁目１１−１,35.6584588,139.7321521,しつらい,"tourist_attraction, point_of_interest, establishment",0,0,ChIJnXScNFKLGGARC1xtAqUO_rw
,渋谷区,六本木６丁目,六本木,渋谷区六本木６丁目１２−３,35.6587098,139.7299171,六本木東京塔夜景,"tourist_attraction, point_of_interest, establishment",0,0,ChIJ0w5BJQCLGGAROdWk0AeLDDI
,港区,六本木５丁目,六本木,港区六本木５丁目１６ C2-09 麻布地区総合支所,35.660614,139.7346746,うさぎ&亜美&レイ&まこと&美奈子,"tourist_attraction, point_of_interest, establishment",4.3,3,ChIJTXk_DgCLGGARnYU4Mwmz3Uk
,港区,麻布十番２丁目,-,港区麻布十番２丁目７−８,35.6553963,139.7338234,大黒坂,"tourist_attraction, point_of_interest, establishment",3.4,14,ChIJiZETkZ-LGGARmGTcTiyii1Y
,港区,元麻布２丁目,-,港区元麻布２丁目３−３７,35.6548066,139.7319749,一本松坂,"tourist_attraction, point_of_interest, establishment",3.8,13,ChIJg9AE4p-LGGARbqRoxFT7xiM
,港区,麻布十番２丁目,-,港区麻布十番２丁目３,35.6551762,139.734992,赤い靴の女の子・きみちゃん像,"tourist_attraction, point_of_interest, establishment",3.9,111,ChIJLfHl16GLGGARnXSDamewxnA
,港区,六本木５丁目,六本木,港区六本木５丁目１−１０,35.6622691,139.7330753,饂飩坂,"tourist_attraction, point_of_interest, establishment",3.7,28,ChIJTT-ta52LGGARTco0Kjqbxmo
,港区,東麻布１丁目,-,港区東麻布１丁目１−５ 心光院,35.6582007,139.744466,心光院,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.2,63,ChIJG_Jxdr2LGGARo4c9XYwS20U
,港区,麻布台２丁目,-,港区麻布台２丁目１８−１,35.6581064,139.7413637,日本経緯度原点,"landmark, tourist_attraction, point_of_interest, establishment",3.9,46,ChIJPxLuDpiLGGARrpOPDjdOGtw
,港区,六本木６丁目,六本木,港区六本木６丁目９,35.6605818,139.7306919,毛利甲斐守邸跡,"tourist_attraction, point_of_interest, establishment",3.9,58,ChIJQQn8tXeLGGARK2cYFQUkYFg
,港区,麻布台２丁目,-,港区麻布台２丁目１８−１,35.6581064,139.7413637,日本経緯度原点,"tourist_attraction, landmark, point_of_interest, establishment",3.9,46,ChIJPxLuDpiLGGARrpOPDjdOGtw
,港区,六本木４丁目,六本木,港区六本木４丁目３−１３,35.6658089,139.7339085,志賀直哉旧居跡碑,"tourist_attraction, point_of_interest, establishment",2.7,10,ChIJZznb8YKLGGAR9btzF0JkQxQ
,港区,六本木７丁目,六本木,港区六本木７丁目２３−２２,35.6635928,139.7263059,六本木トンネルの壁画,"tourist_attraction, museum, point_of_interest, establishment",3.6,33,ChIJWW7aw3uLGGARQupZbrVeJQU
,港区,六本木７丁目,六本木,港区六本木７丁目１８−５,35.6623606,139.7288356,出雲大社 東京分祠,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.2,1397,ChIJQUsA2nmLGGARYAdeN1dwsWc
,港区,六本木５丁目,六本木,港区六本木５丁目１０−３３,35.660473,139.732842,ストライプハウスギャラリー,"art_gallery, tourist_attraction, museum, point_of_interest, establishment",4.2,82,ChIJd6PjkJ2LGGAR1mUOYtcqmDI
,港区,六本木６丁目,六本木,港区六本木６丁目５−２４ complex665 2F,35.661568,139.731078,小山登美夫ギャラリー六本木,"art_gallery, tourist_attraction, point_of_interest, establishment",4.3,83,ChIJSzvUeD-JGGARLYi3ApW9NAo
,港区,西麻布４丁目,-,港区西麻布４丁目２−５,35.6580642,139.7235961,Art Silo (ナイジェロ・コーツ),"tourist_attraction, point_of_interest, establishment",0,0,ChIJy3NGXQCLGGARY6G3rIXEVs0
,港区,-,-,港区４,35.6610449,139.7300877,ローズガーデン,"park, tourist_attraction, point_of_interest, establishment",3.9,15,ChIJP1fSvHeLGGARhpmAJWs-LyE
,港区,六本木６丁目,六本木,港区六本木６丁目１−２５,35.6630367,139.7318894,「PRIMAL BEAT」徳永雅之,"tourist_attraction, point_of_interest, establishment",4,1,ChIJ693jMwCLGGARUGTCdukxjQ4
,港区,西麻布３丁目,-,港区西麻布３丁目２−１３,35.6598953,139.727356,日通山 妙善寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.3,84,ChIJz3y1NneLGGARwPRxEIn8viE
,港区,六本木３丁目,六本木,港区六本木３丁目１５−２５,35.6627877,139.735099,六本木三丁目児童遊園,"park, tourist_attraction, point_of_interest, establishment",2.7,19,ChIJaRwL5ZyLGGARXXwC01kfxsE
,港区,南麻布５丁目,-,港区南麻布５丁目１４−１０,35.6518802,139.7238988,広尾児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.3,7,ChIJo9Z63XKLGGARrWNPc-rk8N8
,港区,西麻布２丁目,-,港区西麻布２丁目２１−３４,35.661195,139.7190356,長谷寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.3,395,ChIJP8YkXGSLGGARF02Vs75NFEc
,港区,西麻布２丁目,-,港区西麻布２丁目７−５ ハウス西麻布 ５Ｆ,35.6621662,139.7212374,KANA KAWANISHI PHOTOGRAPHY,"tourist_attraction, point_of_interest, establishment",3.8,12,ChIJFSdQyGSLGGARXPn9EDdpiFY
,港区,西麻布２丁目,-,港区西麻布２丁目２１−２,35.6618399,139.7188872,カニングハムメモリアルハウス（旧カニングハム邸）,"tourist_attraction, point_of_interest, establishment",4.8,9,ChIJpwl_Y2SLGGAR_9gUFWneMhQ
,渋谷区,広尾５丁目,-,渋谷区広尾５丁目７−４,35.6485085,139.7220135,広尾公園,"park, tourist_attraction, point_of_interest, establishment",3.8,299,ChIJAYWRfA2LGGAROa3FU9djodc
,渋谷区,広尾５丁目,-,渋谷区広尾５丁目１−３４,35.6493555,139.718915,鼠塚,"tourist_attraction, point_of_interest, establishment",4.3,4,ChIJr6-L2WyLGGARR2PoMnqdgHU
,渋谷区,広尾３丁目,-,渋谷区広尾３丁目１２−３６,35.6531502,139.7136591,山種美術館,"tourist_attraction, museum, point_of_interest, establishment",4.3,2299,ChIJseohrGmLGGARWx9gVUaRc7Y
,港区,赤坂９丁目,六本木,港区赤坂９丁目７−６ 東京ミッドタウン ミッドタウン・ガーデン,35.667526,139.7303912,21_21 DESIGN SIGHT,"art_gallery, tourist_attraction, museum, point_of_interest, establishment",4.4,2633,ChIJV4H0Nn-LGGAR2g7_9Kourf4
,港区,芝公園４丁目,-,港区芝公園４丁目２−８,35.6585805,139.7454329,東京タワー,"shopping_mall, landmark, art_gallery, tourist_attraction, point_of_interest, establishment",4.5,80904,ChIJCewJkL2LGGAR3Qmk0vCTGkg
,渋谷区,神宮前５丁目,-,渋谷区神宮前５丁目１５−８,35.6656664,139.7071306,ネッコ坂,"tourist_attraction, point_of_interest, establishment",4.3,6,ChIJZdESqeaNGGARX7FSF_qT1rc
,渋谷区,神宮前４丁目,-,渋谷区神宮前４丁目１２,35.6675134,139.7075323,表参道イルミネーション,"tourist_attraction, point_of_interest, establishment",4,3,ChIJ_wrhBwCNGGARHh9oPla33Zk
,渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目１６,35.6710906,139.7041544,ブラームスの小径,"tourist_attraction, point_of_interest, establishment",4,41,ChIJWWLaNLuMGGARH3aXTBPHqB8
,渋谷区,代々木神園町,-,渋谷区代々木神園町１−１,35.6747699,139.6986827,清正井,"tourist_attraction, point_of_interest, establishment",4.3,594,ChIJHT9f_baMGGARDI98NbVp800
,渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目１３−９,35.6692264,139.7043781,アルテカプラザ原宿,"tourist_attraction, point_of_interest, establishment",3.6,39,ChIJN3B456SMGGARPTycs8eiXuo
,渋谷区,神宮前３丁目,-,渋谷区神宮前３丁目２０−１８ デザインフェスタギャラリー原宿,35.670658,139.708165,Mural by Endo,"tourist_attraction, point_of_interest, establishment",0,0,ChIJA4FnAACNGGARtA7Yc6VD4Do
,渋谷区,-,-,渋谷区,35.6655343,139.7046533,Mini Opera Street Art,"tourist_attraction, point_of_interest, establishment",5,1,ChIJ8z2QcgCNGGARG892ifmLGlE
,渋谷区,神宮前２丁目,-,渋谷区神宮前２丁目２,35.6733436,139.713749,勢揃坂,"tourist_attraction, point_of_interest, establishment",3.4,7,ChIJAXDfNZiMGGARVQT67hwp5pU
,渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目８−５,35.6703002,139.7065865,竹下通り 入口アーチ (明治通り),"tourist_attraction, point_of_interest, establishment",4.4,9,ChIJCXlrDQCNGGARD6fOZ6limXM
,渋谷区,-,-,"渋谷区３丁目-１７−３ 第２並木ビル, １階, ",35.6694298,139.7101208,Monkey cart,"tourist_attraction, point_of_interest, establishment",0,0,ChIJXdYSRwCNGGARp6ooN4Dsm04
,渋谷区,-,-,渋谷区 旧渋谷川遊歩道路,35.6669995,139.7063303,旧渋谷川遊歩道路／キャットストリート,"tourist_attraction, point_of_interest, establishment",4.4,10,ChIJbQP4obCNGGARd8hiRA_lrn0
,渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目１９−１１,35.6715743,139.7032327,竹下通り 入口アーチ (原宿駅),"tourist_attraction, point_of_interest, establishment",4.5,93,ChIJMysrNgCNGGARquFl5zADX0s
,渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目 竹下通り,35.6710335,139.7051821,竹下通り,"tourist_attraction, point_of_interest, establishment",5,1,ChIJf2GQLACNGGART2e4Fub9NNs
,渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目１６−６,35.6712601,139.7046761,竹下通り,"tourist_attraction, point_of_interest, establishment",4.2,551,ChIJL51pWnmNGGAR-e2hoAztmTQ
,渋谷区,神宮前６丁目,-,渋谷区神宮前６丁目,35.6696711,139.7024667,神宮橋,"tourist_attraction, point_of_interest, establishment",4.1,90,ChIJe-4gBXmNGGAR0Rde9eN3d9U
,渋谷区,代々木神園町,-,渋谷区代々木神園町１−１,35.6763976,139.6993259,明治神宮,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.6,40686,ChIJ5SZMmreMGGARcz8QSTiJyo8
,渋谷区,代々木神園町,-,渋谷区代々木神園町１−１,35.674009,139.6986514,明治神宮御苑,"tourist_attraction, park, point_of_interest, establishment",4.4,647,ChIJ5SZMmreMGGARqBUU4sVwUIM
,渋谷区,神宮前１丁目,-,渋谷区神宮前１丁目６−８,35.6708461,139.705704,WAKABAYASHI カワウソ,"tourist_attraction, point_of_interest, establishment",4.6,109,ChIJFcTyH4qNGGARnWBTAyUAT8Y
,渋谷区,神宮前４丁目,-,渋谷区神宮前４丁目２５−１２先,35.668588,139.7074042,Urahara Cat Street（ウラハラキャットストリート）,"tourist_attraction, point_of_interest, establishment",5,2,ChIJK7c0KQCNGGARbRLFfhEUKiQ
