指標名,コンビニ,,,,,,
出典,NAVITIME,,,,,,
年次,2023/1/20 取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,"（2020年度：2,130件、2021年度：2342件、2022年度：2305件）",,,,,,
,,,,,,,
区,町丁目,エリア,住所,施設名,種類,緯度,経度
港区,芝四丁目,-,東京都港区芝4丁目3-11,ファミリーマート 芝四丁目店,ファミリーマート,35.648653,139.750055
港区,芝公園二丁目,-,東京都港区芝公園2丁目2-22,ファミリーマート 芝増上寺前店,ファミリーマート,35.65701,139.750854
港区,海岸一丁目,-,東京都港区海岸1-9-18,デイリーヤマザキ 竹芝店,デイリーヤマザキ,35.655593,139.761414
港区,赤坂三丁目,赤坂,東京都港区赤坂3-9-10,デイリーヤマザキ 赤坂見附店,デイリーヤマザキ,35.676537,139.736403
港区,赤坂三丁目,赤坂,東京都港区赤坂3-9-1,デイリーヤマザキ 赤坂三丁目店,デイリーヤマザキ,35.677405,139.736243
港区,港南二丁目,-,東京都港区高輪3-26-27 ecute品川内,ニューデイズ+くすり エキュート品川店,NewDays,35.62858,139.739412
港区,港南二丁目,-,東京都港区高輪3 品川駅 2F 北改札外 正面券売機脇,NewDays(ニューデイズ) 品川中央,その他コンビニ,35.628471,139.73876
港区,港南二丁目,-,東京都港区高輪3-26-27 ecute品川内,ニューデイズ キオスク エキュート品川店,NewDays,35.62858,139.739412
港区,海岸一丁目,-,東京都港区海岸1 浜松町駅1F・南口改札外コンコース,NewDays(ニューデイズ) 浜松町店,NewDays,35.655381,139.757129
港区,芝浦三丁目,-,東京都港区芝5 田町駅1F・改札内北コンコース,NewDays(ニューデイズ) 田町店,NewDays,35.645736,139.747562
港区,浜松町二丁目,-,東京都港区浜松町2-3-1,デイリーヤマザキ 浜松町クレアタワー店,デイリーヤマザキ,35.656293,139.755597
港区,赤坂二丁目,赤坂,東京都港区赤坂2-14-9,デイリーヤマザキ 赤坂2丁目店,デイリーヤマザキ,35.671922,139.738316
港区,赤坂三丁目,赤坂,東京都港区赤坂3-1-10,デイリーヤマザキ 赤坂見附駅前店,デイリーヤマザキ,35.676713,139.736842
港区,高輪二丁目,-,東京都港区高輪2-16-37,デイリーヤマザキ 高輪本店,デイリーヤマザキ,35.63797,139.738578
港区,六本木三丁目,六本木,東京都港区六本木3-7-1 204区画,デイリーヤマザキ 六本木3丁目店,デイリーヤマザキ,35.663895,139.734785
港区,浜松町二丁目,-,東京都港区浜松町2-3-1,デイリーヤマザキ クレアタワーB3店,デイリーヤマザキ,35.656293,139.755597
港区,六本木五丁目,六本木,東京都港区六本木5-16-4,デイリーヤマザキ 六本木5丁目店,デイリーヤマザキ,35.661724,139.735682
港区,白金台二丁目,-,東京都港区白金台2-25-8,デイリーヤマザキ 白金台2丁目店,デイリーヤマザキ,35.63229,139.730456
港区,東新橋一丁目,虎ノ門広域,東京都港区東新橋1丁目9-2,リーベンハウス汐留住友ビル店,その他コンビニ,35.662165,139.760177
港区,海岸三丁目,-,東京都港区海岸3丁目19-2,ジュンマート,その他コンビニ,35.642637,139.756303
港区,六本木一丁目,虎ノ門,東京都港区六本木1丁目9-9,リーベンハウス六本木ファーストビル店,その他コンビニ,35.663317,139.741131
港区,芝三丁目,-,東京都港区芝3丁目8-2,リーベンハウス芝公園ファーストビル店,その他コンビニ,35.652359,139.74744
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2-2-1 JTビル1F,生活彩家 虎ノ門JTビル店,その他コンビニ,35.669251,139.745644
港区,三田三丁目,-,東京都港区三田3丁目5-27,リーベンハウス三田ツインビル店,その他コンビニ,35.644046,139.742425
港区,北青山二丁目,-,東京都港区北青山2-3-1 Itochu Garden B1F,ITOCHU SDGs STUDIO(イト-チュ- エスディジーズ スタジオ),その他コンビニ,35.672078,139.720003
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-17-14 エキュートエディション新橋内,NewDays(ニューデイズ) エキュートエディション新橋店,NewDays,35.667207,139.758028
港区,芝浦四丁目,-,東京都港区芝浦4-6-8 住友不動産田町ファーストビル 1F,リーベンハウス 田町ファーストビル店,その他コンビニ,35.639291,139.745005
港区,芝浦四丁目,-,東京都港区芝浦4-16-36 住友芝浦ビル 1F,リーベンハウス 住友芝浦ビル店,その他コンビニ,35.637812,139.7474
港区,南青山二丁目,-,東京都港区南青山2丁目2-15,生活彩家青山2丁目店,その他コンビニ,35.671501,139.723811
港区,三田三丁目,-,東京都港区三田3丁目13-16,Mマート三田店,その他コンビニ,35.643674,139.743408
港区,六本木三丁目,六本木,東京都港区六本木3丁目2-1,リーベンハウス六本木グランドタワー店,その他コンビニ,35.664587,139.737778
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2丁目17-14,ニューデイズ新橋北改札内,NewDays,35.666312,139.758653
港区,海岸一丁目,-,東京都港区海岸1丁目10-30,ニューデイズアトレ竹芝,NewDays,35.65596,139.762878
港区,白金台二丁目,-,東京都港区白金台2-26-8,コア白金台店,その他コンビニ,35.632008,139.730266
港区,浜松町二丁目,-,東京都港区浜松町2丁目3-1,デイリーヤマザキクレアタワーB3店,デイリーヤマザキ,35.656293,139.755597
港区,芝公園一丁目,-,東京都港区芝公園1丁目1,ニューヤマザキデイリーストア御成門タワー店,デイリーヤマザキ,35.660533,139.751632
港区,港南一丁目,-,東京都港区港南1-9-1,株式会社エムシーエムコーポレーション,社会関連,35.630052,139.741221
港区,三田五丁目,-,東京都港区三田5-18-3,コア三田店,その他コンビニ,35.644731,139.737321
港区,浜松町二丁目,-,東京都港区浜松町2-4-1,生活彩家 貿易センタービル店,その他コンビニ,35.655175,139.756343
港区,三田二丁目,-,東京都港区三田2-21-16,有限会社アズーリ,社会関連,35.648669,139.737958
新宿区,新宿七丁目,-,東京都新宿区新宿7丁目2-4,ファミリーマート 新宿七丁目店,ファミリーマート,35.697974,139.712818
新宿区,東五軒町,-,東京都新宿区東五軒町5-19,ファミリーマート 東五軒町店,ファミリーマート,35.706994,139.739836
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-2-9,ローソン シタディーンセントラル新宿店,ローソン,35.694442,139.704342
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-30-1,ローソン 西武新宿駅北口店,ローソン,35.694361,139.70027
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-3-16,ローソン 都営東新宿駅前店,ローソン,35.697803,139.70713
新宿区,若松町,-,東京都新宿区河田町8-1,ナチュラルローソン 東京女子医大病院店,ローソン,35.697592,139.720369
新宿区,新宿二丁目,-,東京都新宿区新宿2-6-4,セブンイレブン 新宿2丁目新宿通り店,セブンイレブン,35.690044,139.707136
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-2-13,セブンイレブン 新宿区役所通り店,セブンイレブン,35.694762,139.704413
新宿区,箪笥町,-,東京都新宿区箪笥町28番1,セブンイレブン 牛込北町店,セブンイレブン,35.699966,139.732911
新宿区,百人町一丁目,-,東京都新宿区百人町1-1-1,セブンイレブン 新宿職安通り店,セブンイレブン,35.698289,139.701937
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2丁目22-1 ホテルシェーナ,ミニストップ 新宿歌舞伎町店,ミニストップ,35.695944,139.704339
新宿区,下落合一丁目,-,東京都新宿区下落合1-15-15,セブンイレブン 新宿下落合駅北店,セブンイレブン,35.716511,139.694898
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-17-2,セブンイレブン 新宿駅靖国通り店,セブンイレブン,35.693939,139.701169
新宿区,中落合三丁目,-,東京都新宿区中落合3-1-3,セブンイレブン 新宿中落合3丁目店,セブンイレブン,35.722324,139.691636
新宿区,新宿三丁目,-,東京都新宿区新宿3-1-24,セブンイレブン 京王新宿3丁目ビル店,セブンイレブン,35.6902,139.705378
新宿区,北新宿一丁目,-,東京都新宿区北新宿1丁目35-3,ファミリーマート 新宿税務署通り店,ファミリーマート,35.697368,139.691955
新宿区,大久保一丁目,-,東京都新宿区大久保1丁目12-1 第2韓国広場ビル,ファミリーマート 新宿職安通り店,ファミリーマート,35.698481,139.703642
新宿区,上落合一丁目,-,東京都新宿区上落合1-16-3,ローソン 新宿上落合店,ローソン,35.71549,139.694128
新宿区,神楽坂五丁目,-,東京都新宿区神楽坂5-12,セブンイレブン 神楽坂5丁目店,セブンイレブン,35.702253,139.738698
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-37-1,ローソン グランカスタマ歌舞伎町店,ローソン,35.695982,139.702111
新宿区,神楽坂二丁目,-,東京都新宿区神楽坂2-10カグラヒルズ,ファミリーマート 神楽坂下店,ファミリーマート,35.700814,139.742171
新宿区,住吉町,-,東京都新宿区住吉町7-5,ローソン 新宿曙橋店,ローソン,35.692555,139.722686
新宿区,弁天町,-,東京都新宿区弁天町21,ファミリーマート 新宿弁天町店,ファミリーマート,35.704608,139.72675
新宿区,市谷田町一丁目,-,東京都新宿区市谷田町1丁目3,ファミリーマート 新宿市谷見附店,ファミリーマート,35.692674,139.735531
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2丁目25-2,ファミリーマート 新宿歌舞伎町店,ファミリーマート,35.695183,139.703862
新宿区,西新宿六丁目,-,東京都新宿区西新宿6-5-1,セブンイレブン 新宿アイランドタワー店,セブンイレブン,35.693052,139.693431
新宿区,新宿七丁目,-,東京都新宿区新宿7-27-47,セブンイレブン 新宿7丁目店,セブンイレブン,35.698027,139.70831
新宿区,四谷本塩町,-,東京都新宿区四谷本塩町15-12カーサ四谷1F,ローソン 四谷本塩町店,ローソン,35.690871,139.73022
新宿区,西新宿六丁目,-,東京都新宿区西新宿6丁目11番3号,ファミリーマート Dタワー西新宿店,ファミリーマート,35.694811,139.689912
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1丁目16-1,ファミリーマート 歌舞伎町一丁目店,ファミリーマート,35.693675,139.702206
新宿区,霞ヶ丘町,-,東京都新宿区霞ヶ丘町4番1号,ファミリーマート 日本青年館店,ファミリーマート,35.674186,139.715415
新宿区,西新宿七丁目,-,東京都新宿区西新宿7-20-3,ナチュラルローソン 西新宿七丁目店,ローソン,35.693941,139.695239
新宿区,新宿五丁目,-,東京都新宿区新宿5-2-3,ファミリーマート 旧厚生年金会館前店,ファミリーマート,35.69169,139.711542
新宿区,大久保三丁目,-,東京都新宿区大久保3丁目8-2,リーベンハウス新宿ガーデンタワー店,その他コンビニ,35.70897,139.703211
新宿区,大久保一丁目,-,東京都新宿区大久保1丁目8番2号,ファミリーマート 東新宿駅西店,ファミリーマート,35.698457,139.704919
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-14-15,セブンイレブン 西新宿1丁目西店,セブンイレブン,35.689166,139.696607
新宿区,新小川町,-,東京都新宿区新小川町7-17飯田橋三幸ビル,ファミリーマート 新宿新小川町店,ファミリーマート,35.707969,139.741193
新宿区,若葉三丁目,-,東京都新宿区若葉3丁目2番6号,ファミリーマート 四谷若葉店,ファミリーマート,35.682978,139.724311
新宿区,西新宿七丁目,-,東京都新宿区西新宿7-16-11,セブンイレブン 新宿都税事務所前店,セブンイレブン,35.696276,139.697882
新宿区,西新宿一丁目,-,東京都新宿区西新宿1西口地下街1,ローソン メトロス新宿東口店,ローソン,35.693292,139.699132
新宿区,西新宿六丁目,-,東京都新宿区西新宿6-12-39,セブンイレブン DR西新宿ダイワロイネットホテル店,セブンイレブン,35.69434,139.689529
新宿区,北新宿四丁目,-,東京都新宿区北新宿4丁目12-4,ミニストップ 北新宿4丁目店,ミニストップ,35.707072,139.692592
新宿区,西新宿三丁目,-,東京都新宿区西新宿3丁目2-11,ミニストップ 西新宿3丁目店,ミニストップ,35.686462,139.693132
新宿区,信濃町,-,東京都新宿区信濃町31,ミニストップ 信濃町駅北口店,ミニストップ,35.681355,139.719806
新宿区,左門町,-,東京都新宿区左門町20,ミニストップ 新宿左門町店,ミニストップ,35.68523,139.720337
新宿区,市谷本村町,-,東京都新宿区市谷本村町5-1,セブンイレブン 7FS防衛省店,セブンイレブン,35.691996,139.731633
新宿区,南元町,-,東京都新宿区南元町19,ミニストップ 信濃町駅南口店,ミニストップ,35.679456,139.720938
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2丁目30-13,ミニストップ 歌舞伎町2丁目店,ミニストップ,35.697261,139.703701
新宿区,大京町,-,東京都新宿区大京町24,ミニストップ 新宿大京町店,ミニストップ,35.684359,139.716988
新宿区,大久保二丁目,-,東京都新宿区大久保2丁目32-4,ミニストップ 新大久保駅東口店,ミニストップ,35.701481,139.702366
新宿区,新宿一丁目,-,東京都新宿区新宿1丁目30-16 ルネ新宿御苑タワ 1階,ミニストップ 新宿花園通り店,ミニストップ,35.690032,139.713394
新宿区,四谷三丁目,-,東京都新宿区四谷3丁目2-2,ミニストップ 四谷3丁目店,ミニストップ,35.688249,139.723013
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-2-1 京王プラザホテル南館2階,生活彩家 新宿京王プラザホテル店,その他コンビニ,35.690248,139.694169
新宿区,西新宿六丁目,-,東京都新宿区西新宿6-6-2 ヒルトピア内(ヒルトン東京地下1F),生活彩家 ヒルトピア店,その他コンビニ,35.692583,139.691189
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-4-1 新宿区役所内,生活彩家 新宿区役所店,その他コンビニ,35.693734,139.703257
新宿区,西早稲田三丁目,-,東京都新宿区西早稲田3丁目15-3,セブンイレブン 新宿西早稲田3丁目店,セブンイレブン,35.710571,139.712858
新宿区,北新宿一丁目,-,東京都新宿区北新宿1-12-17,セブンイレブン 北新宿1丁目大久保通り店,セブンイレブン,35.701799,139.694397
新宿区,矢来町,-,東京都新宿区矢来町131ー1,セブンイレブン 新宿神楽坂駅西店,セブンイレブン,35.704323,139.732649
新宿区,若松町,-,東京都新宿区若松町31-8,セブンイレブン 新宿若松町店,セブンイレブン,35.699952,139.719661
新宿区,高田馬場三丁目,-,東京都新宿区高田馬場3-5-3,セブンイレブン 高田馬場3丁目店,セブンイレブン,35.714683,139.703204
新宿区,住吉町,-,東京都新宿区住吉町8-3,セブンイレブン 新宿曙橋駅東店,セブンイレブン,35.693021,139.723871
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2丁目19,セブンイレブン 歌舞伎町2丁目店,セブンイレブン,35.697921,139.7047
新宿区,大久保一丁目,-,東京都新宿区大久保1-2-17,セブンイレブン 新宿大久保1丁目店,セブンイレブン,35.69918,139.707432
新宿区,上落合一丁目,-,東京都新宿区上落合1-29-7,セブンイレブン 新宿上落合1丁目店,セブンイレブン,35.71143,139.689762
新宿区,新宿一丁目,-,東京都新宿区新宿1丁目28番10,セブンイレブン 新宿1丁目店,セブンイレブン,35.691063,139.712659
新宿区,西早稲田二丁目,-,東京都新宿区西早稲田2-2-3,セブンイレブン 西早稲田2丁目店,セブンイレブン,35.706931,139.716259
新宿区,高田馬場四丁目,-,東京都新宿区高田馬場4-11-8,セブンイレブン 高田馬場4丁目店,セブンイレブン,35.713242,139.701847
新宿区,高田馬場一丁目,-,東京都新宿区高田馬場1-22-5,セブンイレブン 新宿高田馬場1の南店,セブンイレブン,35.710317,139.70442
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町521,セブンイレブン 早稲田店,セブンイレブン,35.707182,139.725416
新宿区,若松町,-,東京都新宿区若松町19-1,セブンイレブン AIM総務省第二庁舎店,セブンイレブン,35.700157,139.715352
新宿区,戸山一丁目,-,東京都新宿区戸山1-24-1,セブンイレブン 早稲田大学学生会館店,セブンイレブン,35.704996,139.718303
新宿区,高田馬場一丁目,-,東京都新宿区高田馬場1-33-6,セブンイレブン 高田馬場南口店,セブンイレブン,35.711299,139.703632
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-7-2,セブンイレブン ハイアットリージェンシー東京店,セブンイレブン,35.690854,139.691217
新宿区,下落合一丁目,-,東京都新宿区下落合1ー6ー3,セブンイレブン 新宿下落合1丁目店,セブンイレブン,35.715847,139.700571
新宿区,高田馬場四丁目,-,東京都新宿区高田馬場4-40-13,セブンイレブン 高田馬場小滝橋店,セブンイレブン,35.71018,139.695455
新宿区,大久保一丁目,-,東京都新宿区大久保1ー1ー7,セブンイレブン 新宿東店,セブンイレブン,35.698867,139.706223
新宿区,大久保二丁目,-,東京都新宿区大久保2-2-6,セブンイレブン 大久保2丁目明治通り店,セブンイレブン,35.702248,139.708512
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-24-2,セブンイレブン 7FS工学院大学新宿校店,セブンイレブン,35.690637,139.695405
新宿区,高田馬場二丁目,-,東京都新宿区高田馬場2-18-11,セブンイレブン 高田馬場稲門ビル店,セブンイレブン,35.713717,139.704939
新宿区,喜久井町,-,東京都新宿区喜久井町48,セブンイレブン 新宿喜久井町店,セブンイレブン,35.704403,139.720583
新宿区,西新宿四丁目,-,東京都新宿区西新宿4-2-15-101,セブンイレブン 十二社店,セブンイレブン,35.690235,139.686112
新宿区,百人町一丁目,-,東京都新宿区百人町1-15-21,セブンイレブン 新大久保駅西店,セブンイレブン,35.701413,139.699254
新宿区,揚場町,-,東京都新宿区揚場町1-21,セブンイレブン 飯田橋升本ビル店,セブンイレブン,35.701833,139.743294
新宿区,北新宿一丁目,-,東京都新宿区北新宿1-2-6,セブンイレブン 北新宿1丁目店,セブンイレブン,35.698005,139.696381
新宿区,西新宿七丁目,-,東京都新宿区西新宿7-21-3,セブンイレブン 西新宿7丁目店,セブンイレブン,35.69418,139.694767
新宿区,高田馬場三丁目,-,東京都新宿区高田馬場3-18-10,セブンイレブン 高田馬場3丁目中央店,セブンイレブン,35.71393,139.698297
新宿区,西落合一丁目,-,東京都新宿区西落合1ー31ー14,セブンイレブン 新宿西落合1丁目店,セブンイレブン,35.720316,139.679074
新宿区,東五軒町,-,東京都新宿区東五軒町3-5,セブンイレブン 新宿東五軒町店,セブンイレブン,35.706348,139.738316
新宿区,下落合三丁目,-,東京都新宿区下落合3丁目20-6,セブンイレブン 新宿下落合3丁目店,セブンイレブン,35.722767,139.702007
新宿区,中落合一丁目,-,東京都新宿区中落合1-16-1,セブンイレブン 新宿中井駅前店,セブンイレブン,35.715888,139.687927
新宿区,新宿二丁目,-,東京都新宿区新宿2ー3ー11,セブンイレブン 新宿2丁目店,セブンイレブン,35.689316,139.707841
新宿区,百人町二丁目,-,東京都新宿区百人町2ー21ー3,セブンイレブン 新宿大久保駅前店,セブンイレブン,35.70185,139.69722
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-26-6,セブンイレブン 西武新宿店,セブンイレブン,35.69503,139.700493
新宿区,大久保三丁目,-,東京都新宿区大久保3-14-3,セブンイレブン 女子学習院店,セブンイレブン,35.708074,139.708649
新宿区,高田馬場四丁目,-,東京都新宿区高田馬場4-33-1,セブンイレブン 高田馬場店,セブンイレブン,35.708842,139.697719
新宿区,上落合三丁目,-,東京都新宿区上落合3-23-6,セブンイレブン 新宿上落合3丁目店,セブンイレブン,35.710719,139.682025
新宿区,四谷一丁目,-,東京都新宿区四谷1丁目7番,セブンイレブン 四谷1丁目店,セブンイレブン,35.686902,139.728952
新宿区,西新宿三丁目,-,東京都新宿区西新宿3-2-4,セブンイレブン 西新宿新和ビル店,セブンイレブン,35.68701,139.694049
新宿区,揚場町,-,東京都新宿区揚場町2-18,セブンイレブン 新宿揚場町店,セブンイレブン,35.70272,139.742809
新宿区,四谷四丁目,-,東京都新宿区四谷4-3,セブンイレブン 四谷4丁目店,セブンイレブン,35.687839,139.716893
新宿区,水道町,-,東京都新宿区水道町4番7号,セブンイレブン 新宿水道町中央店,セブンイレブン,35.707933,139.735924
新宿区,新宿六丁目,-,東京都新宿区新宿6-9-1,セブンイレブン 新宿6丁目店,セブンイレブン,35.693564,139.708614
新宿区,左門町,-,東京都新宿区左門町2-6,セブンイレブン 新宿左門町店,セブンイレブン,35.687184,139.720539
新宿区,西新宿七丁目,-,東京都新宿区西新宿7-10-17,セブンイレブン 西新宿小滝橋通り店,セブンイレブン,35.694566,139.698536
新宿区,愛住町,-,東京都新宿区愛住町22,セブンイレブン 新宿曙橋駅西店,セブンイレブン,35.691645,139.719931
新宿区,戸山一丁目,-,東京都新宿区戸山1-21-1,セブンイレブン KOYO国際医療研究センター店,セブンイレブン,35.701765,139.715429
新宿区,新宿六丁目,-,東京都新宿区新宿6丁目2-2,セブンイレブン 東京医科大前店,セブンイレブン,35.693322,139.711142
新宿区,筑土八幡町,-,東京都新宿区筑土八幡町2-20,セブンイレブン 新宿筑土八幡町店,セブンイレブン,35.703962,139.740454
新宿区,西早稲田一丁目,-,東京都新宿区西早稲田1-9-21,セブンイレブン 西早稲田1丁目店,セブンイレブン,35.711215,139.720434
新宿区,新宿三丁目,-,東京都新宿区新宿3-24-3,セブンイレブン 新宿アルタ店,セブンイレブン,35.692723,139.701309
新宿区,新宿四丁目,-,東京都新宿区新宿4-3-12,セブンイレブン 新宿4丁目明治通り店,セブンイレブン,35.688219,139.703303
新宿区,住吉町,-,東京都新宿区住吉町5-7,セブンイレブン 新宿曙橋通り店,セブンイレブン,35.693112,139.721018
新宿区,富久町,-,東京都新宿区富久町17番2号,セブンイレブン 新宿富久町店,セブンイレブン,35.692618,139.713137
新宿区,大久保二丁目,-,東京都新宿区大久保2-19-4,セブンイレブン 新宿大久保通り店,セブンイレブン,35.701359,139.70456
新宿区,余丁町,-,東京都新宿区余丁町10-10,セブンイレブン 新宿余丁町店,セブンイレブン,35.698351,139.716389
新宿区,築地町,-,東京都新宿区築地町20-2,セブンイレブン 新宿築地町店,セブンイレブン,35.705573,139.735625
新宿区,百人町一丁目,-,東京都新宿区百人町1-23-24,セブンイレブン 新宿大久保駅南口店,セブンイレブン,35.699284,139.697479
新宿区,西新宿八丁目,-,東京都新宿区西新宿8丁目16-1,セブンイレブン 新宿グランドプラザ店,セブンイレブン,35.696585,139.691656
新宿区,水道町,-,東京都新宿区水道町4-22,セブンイレブン 新宿水道町店,セブンイレブン,35.708581,139.737002
新宿区,百人町二丁目,-,東京都新宿区百人町2-8-1,セブンイレブン 新宿百人町2丁目店,セブンイレブン,35.702896,139.699733
新宿区,西新宿七丁目,-,東京都新宿区西新宿7-7-26,セブンイレブン 西新宿7丁目小滝橋通り店,セブンイレブン,35.69746,139.697399
新宿区,新宿五丁目,-,東京都新宿区新宿5丁目11-2,セブンイレブン 新宿5丁目靖国通り店,セブンイレブン,35.692279,139.707831
新宿区,新宿一丁目,-,東京都新宿区新宿1-23-1,セブンイレブン 新宿御苑前本通り店,セブンイレブン,35.688818,139.714075
新宿区,山吹町,-,東京都新宿区山吹町7,セブンイレブン 新宿山吹町店,セブンイレブン,35.707683,139.730077
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目35-18,セブンイレブン 新宿3丁目店,セブンイレブン,35.690035,139.703049
新宿区,高田馬場四丁目,-,東京都新宿区高田馬場4-1-7,セブンイレブン 新宿高田馬場4丁目南店,セブンイレブン,35.710182,139.702525
新宿区,西早稲田一丁目,-,東京都新宿区西早稲田1-6-1,セブンイレブン 早稲田大学WASECO店,セブンイレブン,35.71024,139.718491
新宿区,新宿一丁目,-,東京都新宿区新宿1-1-8,セブンイレブン 新宿1丁目新宿通り店,セブンイレブン,35.687826,139.712898
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2丁目1-3,セブンイレブン 歌舞伎町2丁目東店,セブンイレブン,35.695023,139.706275
新宿区,市谷砂土原町三丁目,-,東京都新宿区市谷砂土原町3丁目4-1,セブンイレブン 市谷砂土原町店,セブンイレブン,35.696235,139.73595
新宿区,新小川町,-,東京都新宿区新小川町4-1,セブンイレブン 新宿新小川町店,セブンイレブン,35.705271,139.743448
新宿区,市谷田町二丁目,-,東京都新宿区市谷田町2-3,セブンイレブン 新宿市谷田町2丁目店,セブンイレブン,35.694138,139.736992
新宿区,神楽坂三丁目,-,東京都新宿区神楽坂3丁目2-7,セブンイレブン 新宿神楽坂3丁目店,セブンイレブン,35.701442,139.74066
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-8-1,セブンイレブン 東京都議会議事堂店,セブンイレブン,35.688407,139.692005
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-7-2,セブンイレブン 西新宿コクーンタワー店,セブンイレブン,35.691475,139.697758
新宿区,西新宿一丁目,-,東京都新宿区西新宿1丁目22-14,セブンイレブン 西新宿NTTビル店,セブンイレブン,35.688973,139.695724
新宿区,新宿六丁目,-,東京都新宿区新宿6丁目12-8,セブンイレブン 新宿6丁目文化センター通り店,セブンイレブン,35.694931,139.7083
新宿区,西新宿五丁目,-,東京都新宿区西新宿5丁目5-1,セブンイレブン 西新宿5丁目中央店,セブンイレブン,35.693753,139.686943
新宿区,市谷左内町,-,東京都新宿区市谷左内町9番,セブンイレブン 市谷左内町店,セブンイレブン,35.69322,139.73437
新宿区,西早稲田一丁目,-,東京都新宿区西早稲田1-23-20,セブンイレブン 西早稲田1丁目新目白通り店,セブンイレブン,35.712536,139.719585
新宿区,早稲田町,-,東京都新宿区早稲田町70-1,セブンイレブン 新宿早稲田高校前店,セブンイレブン,35.706879,139.720898
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-19-1,セブンイレブン 新宿東宝ビル店,セブンイレブン,35.695293,139.701969
新宿区,大久保三丁目,-,東京都新宿区大久保3丁目2-12,セブンイレブン 新宿大久保3丁目店,セブンイレブン,35.704702,139.705118
新宿区,高田馬場一丁目,-,東京都新宿区高田馬場1-5-21,セブンイレブン 高田馬場1丁目店,セブンイレブン,35.711457,139.708908
新宿区,市谷柳町,-,東京都新宿区市谷柳町1-1,セブンイレブン 市谷柳町店,セブンイレブン,35.699885,139.726916
新宿区,西新宿一丁目,-,東京都新宿区西新宿1丁目1-3,セブンイレブン 小田急マルシェ新宿店,セブンイレブン,35.691167,139.699675
新宿区,西新宿三丁目,-,東京都新宿区西新宿3丁目18-20,セブンイレブン 西新宿3丁目店,セブンイレブン,35.683635,139.688864
新宿区,上落合三丁目,-,東京都新宿区上落合3-5-1,セブンイレブン 新宿上落合3丁目山手通り店,セブンイレブン,35.711808,139.684956
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目14-1,セブンイレブン ROYAL伊勢丹新宿店,セブンイレブン,35.692367,139.704616
新宿区,四谷三丁目,-,東京都新宿区四谷3丁目12,セブンイレブン 四谷3丁目店,セブンイレブン,35.687549,139.71961
新宿区,新宿一丁目,-,東京都新宿区新宿1-26-6,ローソン 新宿一丁目店,ローソン,35.690922,139.714314
新宿区,戸山一丁目,-,東京都新宿区戸山1-24-1,セブンイレブン 早稲田大学学生会館店,セブンイレブン,35.704996,139.718303
新宿区,上落合三丁目,-,東京都新宿区上落合3-8-27,セブンイレブン 新宿落合駅前店,セブンイレブン,35.710705,139.684507
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2丁目33-3,セブンイレブン 歌舞伎町2丁目中央店,セブンイレブン,35.697253,139.702725
新宿区,西早稲田一丁目,-,東京都新宿区西早稲田1丁目2-2,セブンイレブン 西早稲田1丁目早稲田通り店,セブンイレブン,35.707894,139.717816
新宿区,四谷一丁目,-,東京都新宿区四谷1丁目6番1号コモレMall,セブンイレブン 四谷店,セブンイレブン,35.687158,139.729321
新宿区,新宿一丁目,-,東京都新宿区新宿1-36-9,セブンイレブン 新宿1丁目北店,セブンイレブン,35.690969,139.710265
新宿区,岩戸町,-,東京都新宿区岩戸町11,セブンイレブン 新宿岩戸町店,セブンイレブン,35.700952,139.736483
新宿区,四谷一丁目,-,東京都新宿区四谷1-6-1 30階,セブンイレブン LINE四谷店,セブンイレブン,35.686401,139.729363
