0,1,2,3,4,5,6,7,8
,千代田区,飯田橋１丁目,-,千代田区飯田橋1-7-4モリカワビル3f,35.6991563,139.7485249,パーソナルトレーニングジム・整体gis,スポーツクラブ/フィットネスクラブ
,千代田区,岩本町２丁目,-,千代田区岩本町2-16-10中屋第一ビル2f,35.6949397,139.7783376,スマート卓球ジム 秋葉原岩本町店,スポーツ施設/運動公園
,千代田区,外神田６丁目,-,千代田区外神田6-5-4,35.7035857,139.7699935,株式会社井本運動具店,スポーツ用品/スポーツウェア
,千代田区,西神田２丁目,-,千代田区西神田2-1-6佐藤ビル1f,35.698679,139.756167,Stylish Golf Studio(スタイリッシュ ゴルフ スタジオ),ゴルフ練習場
,千代田区,内神田３丁目,-,千代田区内神田3-20-6kandaex1・2f,35.69292,139.7710386,Dr.stretch(ドクター ストレッチ) 神田店,スポーツクラブ/フィットネスクラブ
,千代田区,神田小川町３丁目,-,千代田区神田小川町3-1-1bmビル1f,35.6944351,139.7621739,Burton Store Tokyo Kanda(バートン ストア トウキョウ カンダ),スポーツ用品/スポーツウェア
,千代田区,神田神保町２丁目,-,千代田区神田神保町2-44,35.6981627,139.7560861,さかいやスポーツ モンベルルーム,アウトドア用品
,千代田区,神田神保町２丁目,-,千代田区神田神保町2-20,35.6972543,139.7565131,さかいやスポーツ キャンプ&クライミング館,アウトドア用品
,千代田区,神田神保町２丁目,-,千代田区神田神保町2-48,35.6981172,139.7566528,さかいやスポーツ ウェア館,その他洋服/洋品
,千代田区,丸の内１丁目,大丸有,千代田区丸の内1-5-1新丸の内ビルディング(新丸ビル)4f,35.6826212,139.7642436,ZOY Premier(ゾーイ プレミア) 新丸の内ビルディング店,ゴルフショップ
,千代田区,丸の内１丁目,大丸有,千代田区丸の内1-9-1大丸東京店11f,35.6814742,139.7689286,Heal Creek & MUNITALP(ヒール クリーク アンド ムニタルプ) 大丸東京店,ゴルフショップ
,千代田区,丸の内１丁目,大丸有,千代田区丸の内1-9-1大丸東京店11f,35.6814742,139.7689286,ビームス ゴルフ 大丸東京店,ゴルフショップ
,千代田区,神田神保町２丁目,-,千代田区神田神保町2-14sp神保町ビル1f,35.6980511,139.7567971,さかいやスポーツ シューズ館,その他靴店
,中央区,銀座４丁目,-,中央区銀座4-1nishiginzab1f,35.6701719,139.7674443,ラウレア 西銀座店,スポーツ用品/スポーツウェア
,千代田区,丸の内１丁目,大丸有,千代田区丸の内1-6-1丸の内センタービルディング1f,35.6840793,139.7658641,Bridgestone Golf Garden Tokyo(ブリヂストン ゴルフ ガーデン トウキョウ),ゴルフ練習場
,千代田区,丸の内１丁目,大丸有,千代田区丸の内1-5-1新丸の内ビルディング(新丸ビル)4f,35.6826212,139.7642436,ラグビープラス カンタベリー 新丸の内ビルディング店,スポーツ用品/スポーツウェア
,千代田区,神田神保町２丁目,-,千代田区神田神保町2-30昭和ビル1f,35.69770889999999,139.7562594,さかいやスポーツ エコープラザ,アウトドア用品
,中央区,銀座４丁目,-,中央区銀座4-1nishiginzab1f,35.6701719,139.7674443,CW-X コンディショニングストア NISHIGINZA店,スポーツ用品/スポーツウェア
,千代田区,神田松永町,-,千代田区神田松永町1宮沢ビル4f,35.6990522,139.7751523,ホットヨガスタジオLAVA(ラバ) 秋葉原店,スポーツスクール/体験
,千代田区,神田東紺屋町,-,千代田区神田東紺屋町30サンハイツ神田キタムラビル3f,35.6930673,139.7746439,24/7Workout(ワークアウト) 秋葉原・神田店,スポーツクラブ/フィットネスクラブ
,千代田区,有楽町１丁目,大丸有,千代田区有楽町1-1-2tokyomidtownhibiya内,35.6754908,139.7647786,NEUTRALWORKS.HIBIYA(ニュートラルワークスヒビヤ) 東京ミッドタウン日比谷店,スポーツ用品/スポーツウェア
,千代田区,丸の内１丁目,大丸有,千代田区丸の内1-8-2鉄鋼ビルディング南館5f,35.6822728,139.7698005,THE JEXER TOKYO Annex(ジェクサー トウキョウ アネックス),スポーツクラブ/フィットネスクラブ
,千代田区,神田小川町３丁目,-,千代田区神田小川町3-6-8伸幸ビル1f,35.6954106,139.7619348,H.L.N.A STORE Ochanomizu(エイチエルエヌエー ストア オチャノミズ),スポーツ用品/スポーツウェア
,千代田区,神田小川町２丁目,-,千代田区神田小川町2-3-13,35.69414980000001,139.764418,FUSO-SNOWBOARD(フソウ スノーボード) ギア館,スポーツ用品/スポーツウェア
,千代田区,大手町１丁目,大丸有,千代田区大手町1-8-1kddi大手町ビル2f,35.6877518,139.7644093,GOLFTEC(ゴルフテック) 大手町店,ゴルフ練習場
,千代田区,丸の内３丁目,大丸有,千代田区丸の内3-2-3二重橋スクエア1f,35.6777236,139.7614575,Goldwin Marunouchi(ゴールドウィン丸の内),スポーツ用品/スポーツウェア
,千代田区,有楽町１丁目,大丸有,千代田区有楽町1-2-2日比谷シャンテ内,35.6731283,139.7598772,メガロス 日比谷シャンテ店,スポーツクラブ/フィットネスクラブ
,千代田区,紀尾井町,赤坂,千代田区紀尾井町7-1,35.6841522,139.7327545,上智大学真田堀運動場,スポーツ施設/運動公園
,千代田区,内神田２丁目,-,千代田区内神田2-3-9翔和第7神田ビルb1,35.68979290000001,139.7679859,Body Produce AXIS 大手町店,スポーツクラブ/フィットネスクラブ
,千代田区,外神田５丁目,-,千代田区外神田5-6-2,35.7032131,139.7726261,BICI AMORE CYCLE JERSEY(ビチ アモーレ サイクル ジャージー) 外神田店,スポーツ用品/スポーツウェア
,千代田区,外神田６丁目,-,千代田区外神田6-14-8,35.7034782,139.7715223,ヨガ教室ノア 秋葉原校,スポーツクラブ/フィットネスクラブ
,千代田区,一ツ橋１丁目,-,千代田区一ツ橋1-1-1パレスサイドビル1f,35.6909195,139.7574614,Run Pit by au Smart Sports(ランピット バイ エーユー スマート スポーツ),スポーツ施設/運動公園
