0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
,指標名,文化財,,,,,,,,,,,,,,,,
,出典,国指定文化財等データベース,,,,,,,,,,,,,,,,
,年次,2026/3/2取得,,,,,,,,,,,,,,,,
,URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,
,備考,（2023年：559件、2024年：578件、2025年：579件）※所在地の記載のないもの、無形を除く,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,区,町丁,エリア,住所,緯度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者
,港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-21,35.66822157,139.7506912,虎ノ門大坂屋砂場店舗,,登録有形文化財(建造物),産業3次,建築物,,大正,20110725,,東京都,東京都港区虎ノ門1-21,
,港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-5-2,35.66794918,139.7561488,堀商店,,登録有形文化財(建造物),産業3次,建築物,,昭和前,19980421,,東京都,東京都港区新橋2-5-2,
,港区,白金台２丁目,-,東京都港区白金台2-6-11,35.63584262,139.7304325,三菱電機高輪荘蔵,,登録有形文化財(建造物),住宅,建築物,,昭和前,20001204,,東京都,東京都港区白金台2-6-11,
,港区,白金台２丁目,-,東京都港区白金台2-6-11,35.6357919,139.7306751,三菱電機高輪荘主屋,,登録有形文化財(建造物),住宅,建築物,,昭和前,20001204,,東京都,東京都港区白金台2-6-11,
,港区,白金台２丁目,-,東京都港区白金台2-6-11,35.63574445,139.7304151,三菱電機高輪荘洋館,,登録有形文化財(建造物),住宅,建築物,,昭和前,20001204,,東京都,東京都港区白金台2-6-11,
,港区,芝公園４丁目,-,東京都港区芝公園4-9-8,35.65396012,139.7468398,妙定院上土蔵,,登録有形文化財(建造物),宗教,建築物,,江戸,20011120,,東京都,東京都港区芝公園4-9-8,
,港区,芝公園４丁目,-,東京都港区芝公園4-9-8,35.65389289,139.7468312,妙定院熊野堂,,登録有形文化財(建造物),宗教,建築物,,江戸,20011120,,東京都,東京都港区芝公園4-9-8,
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,犠首饕餮〓竜文尊〈図形文字一／〉,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19700525,,（東京都）,東京都港区南青山6-5-1,財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,犠首饕餮〓竜文方罍〈図形文字一／〉,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19700525,,（東京都）,東京都港区南青山6-5-1,財団法人根津美術館
,港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4東京ミッドタウンガーデンサイド,35.666457,139.730416,清水・住吉図蒔絵螺鈿西洋双六盤,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,桃山,19770611,,（東京都）,サントリー美術館　東京都港区赤坂9-7-4東京ミッドタウンガーデンサイド,サントリー美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,饕餮〓鳳文方彝〈文字六／〉,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,西周,19700525,,（東京都）,東京都港区南青山6-5-1,財団法人根津美術館
,渋谷区,猿楽町,-,東京都渋谷区猿楽町29-,35.64751567,139.700901,旧朝倉家住宅,主屋,国宝・重要文化財（建造物）,重要文化財,近代／住居,,大正,20041210,,東京都,東京都渋谷区猿楽町29番地,
,渋谷区,猿楽町,-,東京都渋谷区猿楽町29-,35.64764275,139.700699,旧朝倉家住宅,土蔵,国宝・重要文化財（建造物）,重要文化財,近代／住居,,大正,20041210,,東京都,東京都渋谷区猿楽町29番地,
,渋谷区,広尾４丁目,-,東京都渋谷区広尾4-1-4,35.65442778,139.7203678,旧久邇宮邸（聖心女子大学）,御常御殿・小食堂,国宝・重要文化財（建造物）,重要文化財,近代／住居,,大正,20171128,,東京都,東京都渋谷区広尾四丁目1番地4,
,渋谷区,広尾４丁目,-,東京都渋谷区広尾4-1-4,35.65442778,139.7203678,旧久邇宮邸（聖心女子大学）,正門,国宝・重要文化財（建造物）,重要文化財,近代／住居,,大正,20171128,,東京都,東京都渋谷区広尾四丁目1番地4,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,本殿,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,昭和,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,内拝殿及び祝詞殿,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,昭和,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,内院渡廊,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,昭和,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,内院渡廊,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,昭和,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,外拝殿,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,昭和,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,宝庫,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,昭和,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,神庫,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,昭和,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,内透塀及び北門,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,昭和,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,神饌所及び渡廊,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,昭和,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,旧祭器庫,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,昭和,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,北廻廊,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,北廻廊,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,外透塀,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,昭和,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,外透塀,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,昭和,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,外透塀,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,昭和,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,北神門,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,外院廻廊,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,外院廻廊,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,外院廻廊,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,外院廻廊,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,昭和,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,東神門,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,西神門,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,南神門,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,宿衛舎,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,玉垣,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,玉垣,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,玉垣,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,玉垣,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,祓舎,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,南手水舎,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,西手水舎,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,東手水舎,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,神橋,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,南制札,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,北制札,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町,35.67300778,139.702605,明治神宮,西制札,国宝・重要文化財（建造物）,重要文化財,近代／宗教,,大正,20201223,,東京都,東京都渋谷区代々木神園町,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.67958317,139.6981155,明治神宮宝物殿,正門,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,大正,20110620,,東京都,東京都渋谷区代々木神園町1番1号,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.67970941,139.6977011,明治神宮宝物殿,東西廊（西廊）,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,大正,20110620,,東京都,東京都渋谷区代々木神園町1番1号,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.67987315,139.6975582,明治神宮宝物殿,東西渡廊（西渡廊）,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,大正,20110620,,東京都,東京都渋谷区代々木神園町1番1号,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.67989696,139.6983828,明治神宮宝物殿,東西廊（東廊）,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,大正,20110620,,東京都,東京都渋谷区代々木神園町1番1号,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.67991986,139.697727,明治神宮宝物殿,東西橋廊（西橋廊）,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,大正,20110620,,東京都,東京都渋谷区代々木神園町1番1号,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.67994526,139.6979869,明治神宮宝物殿,中倉,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,大正,20110620,,東京都,東京都渋谷区代々木神園町1番1号,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.67994533,139.697429,明治神宮宝物殿,東西倉(西倉）,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,大正,20110620,,東京都,東京都渋谷区代々木神園町1番1号,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.68005707,139.6982257,明治神宮宝物殿,東西橋廊（東橋廊）,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,大正,20110620,,東京都,東京都渋谷区代々木神園町1番1号,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.68009643,139.6983858,明治神宮宝物殿,東西渡廊（東渡廊）,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,大正,20110620,,東京都,東京都渋谷区代々木神園町1番1号,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.68009855,139.6979225,明治神宮宝物殿,北廊,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,大正,20110620,,東京都,東京都渋谷区代々木神園町1番1号,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.68018191,139.6984489,明治神宮宝物殿,東西倉(東倉）,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,大正,20110620,,東京都,東京都渋谷区代々木神園町1番1号,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.68018952,139.6978837,明治神宮宝物殿,車寄,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,大正,20110620,,東京都,東京都渋谷区代々木神園町1番1号,
,渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,35.68029292,139.6978508,明治神宮宝物殿,事務所,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,大正,20110620,,東京都,東京都渋谷区代々木神園町1番1号,
,渋谷区,神南２丁目,-,東京都渋谷区神南2-1-,35.66647222,139.6985806,代々木競技場,第二体育館,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,昭和,20210802,,東京都,東京都渋谷区神南二丁目一番,
,渋谷区,神南２丁目,-,東京都渋谷区神南2-1-,35.66765556,139.7001667,代々木競技場,第一体育館,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,昭和,20210802,,東京都,東京都渋谷区神南二丁目一番,
,渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.65564213,139.7120399,石枕（立花二箇共）,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,日本,古墳,19740608,,東京都（東京都）,東京都渋谷区東4-10-28,國學院大学
,渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.65564213,139.7120399,金葉和歌集（二奏本）,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19820605,,東京都（東京都）,東京都渋谷区東4-10-28,國學院大学
,渋谷区,東２丁目,-,東京都渋谷区東2-9,35.65350537,139.7111386,群書類従版木,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19570219,,東京都（東京都）,東京都渋谷区東2-9,社団法人温故学会
,渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.65564213,139.7120399,久我家文書,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,平安～明治,19880606,,東京都（東京都）,東京都渋谷区東4-10-28,國學院大学
,渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.65564213,139.7120399,神皇正統記〈上中下／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,室町,19360506,,東京都（東京都）,東京都渋谷区東4-10-28,國學院大学
,渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.65564213,139.7120399,朝野群載〈巻第一／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19360506,,東京都（東京都）,東京都渋谷区東4-10-28,國學院大学
,渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-24-4,35.6435429,139.7108274,能本〈世阿弥筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,室町,19720530,,東京都（東京都）,東京都渋谷区神宮前6-24-4,一般財団法人観世文庫
,渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.65564213,139.7120399,梁塵秘抄口伝集巻第十残巻,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19930610,,東京都（東京都）,東京都渋谷区東4-10-28,國學院大学
,渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.65564213,139.7120399,令義解〈神祇令第六／僧尼令第七〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,南北朝,19360506,,東京都（東京都）,東京都渋谷区東4-10-28,國學院大学
,渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-2,35.6435429,139.7108274,能面父尉（伝弥勒作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19620621,,東京都（東京都）,東京都渋谷区神宮前５丁目２７番２号,財団法人観世文庫
,渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-2,35.6435429,139.7108274,能面延命冠者（伝文蔵作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19620621,,東京都（東京都）,東京都渋谷区神宮前５丁目２７番２号,財団法人観世文庫
,渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-2,35.6435429,139.7108274,能面大悪尉（伝赤鶴作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19620621,,東京都（東京都）,東京都渋谷区神宮前５丁目２７番２号,財団法人観世文庫
,渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-2,35.6435429,139.7108274,能面鼻瘤悪尉（伝福来作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19620621,,東京都（東京都）,東京都渋谷区神宮前５丁目２７番２号,財団法人観世文庫
,渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-2,35.6435429,139.7108274,能面慈童（伝竜右衛門作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19620621,,東京都（東京都）,東京都渋谷区神宮前５丁目２７番２号,財団法人観世文庫
,渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-2,35.6435429,139.7108274,能面翁（黒色尉）（伝日光作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,南北朝,19640128,,東京都（東京都）,東京都渋谷区神宮前５丁目２７番２号,財団法人観世文庫
,渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-2,35.6435429,139.7108274,能面子牛尉（伝小牛作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,,東京都（東京都）,東京都渋谷区神宮前５丁目２７番２号,財団法人観世文庫
,渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-2,35.6435429,139.7108274,能面阿古父尉（伝小牛作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,,東京都（東京都）,東京都渋谷区神宮前５丁目２７番２号,財団法人観世文庫
,渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-2,35.6435429,139.7108274,能面笑尉（伝小牛作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,,東京都（東京都）,東京都渋谷区神宮前５丁目２７番２号,財団法人観世文庫
,渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-2,35.6435429,139.7108274,能面朝倉尉（伝福来作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,,東京都（東京都）,東京都渋谷区神宮前５丁目２７番２号,財団法人観世文庫
,渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-2,35.6435429,139.7108274,能面大飛出（伝赤鶴作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,,東京都（東京都）,東京都渋谷区神宮前５丁目２７番２号,財団法人観世文庫
,渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-2,35.6435429,139.7108274,能面天神（伝赤鶴作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,,東京都（東京都）,東京都渋谷区神宮前５丁目２７番２号,財団法人観世文庫
,渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-2,35.66573601,139.7022111,能面翁（白色尉）（伝弥勒作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,南北朝,19620621,,東京都（東京都）,東京都渋谷区神宮前５丁目２７番２号,観世文庫
,渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-27-2,35.66573601,139.7022111,能面皺尉（伝福来作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,,東京都（東京都）,東京都渋谷区神宮前５丁目２７番２号,観世文庫
,渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-22他,35.66072331,139.7103494,青山学院ベリーホール,,登録有形文化財(建造物),学校,建築物,,昭和前,20080418,,東京都,東京都渋谷区渋谷4-22他,
,渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-22他,35.660297,139.710175,青山学院間島記念館,,登録有形文化財(建造物),学校,建築物,,昭和前,20080418,,東京都,東京都渋谷区渋谷4-22他,
,渋谷区,東２丁目,-,東京都渋谷区東2-9-1,35.654331,139.711395,温故学会会館,,登録有形文化財(建造物),文化福祉,建築物,,昭和前,20000428,,東京都,東京都渋谷区東2-9-1,
,渋谷区,東３丁目,-,東京都渋谷区東3-3-3,35.651825,139.712143,渋谷区立広尾小学校,,登録有形文化財(建造物),学校,建築物,,昭和前,20000428,,東京都,東京都渋谷区東3-3-3,
,渋谷区,広尾５丁目,-,東京都渋谷区広尾5-2-2,35.650486,139.719945,上宮寺鐘楼,,登録有形文化財(建造物),宗教,その他工作物,,大正,20171027,,東京都,東京都渋谷区広尾五丁目2-2,
,渋谷区,広尾５丁目,-,東京都渋谷区広尾5-2-2,35.650522,139.720162,上宮寺本堂,,登録有形文化財(建造物),宗教,建築物,,大正,20171027,,東京都,東京都渋谷区広尾五丁目2-2,
,渋谷区,広尾５丁目,-,東京都渋谷区広尾5-2-2,35.650421,139.720165,上宮寺本堂応接部,,登録有形文化財(建造物),宗教,建築物,,大正,20171027,,東京都,東京都渋谷区広尾五丁目2-2,
,渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-107-4,35.65926111,139.7128806,ミュージアム１９９９（旧千葉常五郎邸）,,登録有形文化財(建造物),住宅,建築物,,昭和前,20180510,,東京都,東京都渋谷区渋谷四丁目107-4,
,渋谷区,代々木４丁目,-,東京都渋谷区代々木4-36-42,35.6808947,139.6896437,代々木能舞台敷舞台及び座敷,,登録有形文化財(建造物),文化福祉,建築物,,昭和前,20090807,,東京都,東京都渋谷区代々木4-36-42,
,渋谷区,代々木４丁目,-,東京都渋谷区代々木4-36-42,35.68098353,139.6896416,代々木能舞台舞台・橋掛・鏡の間,,登録有形文化財(建造物),文化福祉,建築物,,昭和中,20090807,,東京都,東京都渋谷区代々木4-36-42,
,新宿区,戸山３丁目,-,東京都新宿区戸山3-20-1,35.70720648,139.7091152,学習院旧正門,,国宝・重要文化財（建造物）,重要文化財,近代／学校,,明治,19730602,,東京都,東京都新宿区戸山三丁目20番1号,
,新宿区,若宮町,-,東京都新宿区若宮町39-,35.6984222,139.73849,旧馬場家牛込邸,,国宝・重要文化財（建造物）,重要文化財,近代／住居,,昭和,20140918,,東京都,東京都新宿区若宮町39番,
,新宿区,内藤町,-,東京都新宿区内藤町11,35.68693114,139.7109775,新宿御苑旧洋館御休所,,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,明治,20011114,,東京都,東京都新宿区内藤町11,
,新宿区,霞ケ丘町,-,東京都新宿区霞ケ丘町1-1,35.67877212,139.7176305,聖徳記念絵画館,,国宝・重要文化財（建造物）,重要文化財,近代／文化施設,,大正,20110620,,東京都,東京都新宿区霞ヶ丘町1番1号,
,新宿区,戸塚町１丁目,-,東京都新宿区戸塚町1-1-104-,35.70891402,139.7215361,早稲田大学大隈記念講堂,,国宝・重要文化財（建造物）,重要文化財,近代／学校,,昭和,20071204,,東京都,東京都新宿区戸塚町一丁目104番地,
,新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.71078887,139.7181109,近江国香庄文書（三十一通）,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,平安～南北朝,19780615,,東京都（東京都）,東京都新宿区西早稲田1-6-1,早稲田大学
,新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.71078887,139.7181109,大槻玄沢関係資料,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19940628,,東京都（東京都）,東京都新宿区西早稲田1-6-1,早稲田大学
,新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.71078887,139.7181109,玉篇巻第九残巻,,国宝・重要文化財（美術工芸品）,国宝,書跡・典籍,中国,唐,,19510609,東京都（東京都）,東京都新宿区西早稲田1-6-1,早稲田大学
,新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.71078887,139.7181109,紙本墨書尾張国解文,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,鎌倉,19430609,,東京都（東京都）,東京都新宿区西早稲田1-6-1,早稲田大学
,新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.71078887,139.7181109,紙本墨書東大寺文書（十五通）,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,奈良～平安,19400503,,東京都（東京都）,東京都新宿区西早稲田1-6-1,早稲田大学
,新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.71078887,139.7181109,崇光天皇宸翰御願文〈永和二年十一月十一日／伊勢太神宮宛〉,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,南北朝,19780615,,東京都（東京都）,東京都新宿区西早稲田1-6-1,早稲田大学
