0,1,2,3,4,5,6,7,8,9
,,,,,,,,,
,指標名,病院・診療所・クリニック,,,,,,,
,新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-1-1メトロシティ西早稲田3階,35.7086074,139.7087288,西早稲田ライフケアクリニック,内科 糖尿病内科,https://nishiwaseda-lifecare.com/
,新宿区,四谷２丁目,-,東京都新宿区四谷2-11-6フォーキャスト四谷6階,35.6873627,139.7241438,四谷内科・内視鏡クリニック,内科 消化器内科 内視鏡内科 糖尿病内科 内分泌内科 四谷内科,https://www.yotsuya-naishikyo.com/
,新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-27-3ニュー竹宝ビル2階,35.712406,139.7047593,新宿高田馬場駅前おだぎ内視鏡・消化器内科クリニック,内科 消化器内科 内視鏡内科 肛門内科 新宿高田馬場駅前おだぎ内視鏡・消化器内科,https://odagi-clinic.com/
,新宿区,西新宿６丁目,-,東京都新宿区西新宿6-20-12第2山口ビル4f,35.6933909,139.6873157,西新宿小林クリニック,0,http://nishishinjuku-k-cl.jp/
,新宿区,左門町,-,東京都新宿区左門町20四谷メディカルビル2f,35.68523,139.7203372,医療法人社団博由会 四谷内科,内科 神経内科 糖尿病内科 循環器内科 呼吸器内科 消化器内科 四谷内科 気管が弱く、季節的なものなのか疲れなのか咳が止まらなくなってしまったので呼吸器科,https://yotsuyanaika.com/
,新宿区,新宿新宿１丁目,-,東京都新宿区新宿新宿1-14-5新宿kmビル7階,35.6891739,139.7101904,新宿御苑レディースクリニック,婦人科 産科,https://shinjuku-gyoen-lc.jp/
,新宿区,大久保１丁目,-,東京都新宿区大久保1-11-3大東ビル3階,35.6984611,139.7040384,医療法人社団慶幸会 東新宿クリニック,内科 脳神経内科 ペインクリニック内科,https://hs-clinic.or.jp/medical
,新宿区,北新宿２丁目,-,東京都新宿区北新宿2-21-1新宿フロントタワーfrontsquareplaza3f,35.6957437,139.6894663,光伸メディカルクリニック,整形外科 美容皮膚科,https://orthopedics.kmcl.jp/
,新宿区,西新宿１丁目,-,東京都新宿区西新宿1-12-11山銀ビル5f,35.6899904,139.6971402,新宿駅前クリニック 皮膚科 内科 泌尿器科,皮膚科 内科 耳鼻いんこう科 泌尿器科 性感染症内科 アレルギー科 性病科 皮膚科 内科 泌尿器科,https://www.shinjyuku-ekimae-clinic.info/
,新宿区,新宿３丁目,-,東京都新宿区新宿3-30-13新宿マルイ本館5f,35.6909311,139.7040644,医療法人逍葉会 新宿マルイ眼科クリニック,眼科 新宿マルイ眼科,https://shinjuku-marui-eyeclinic.com/
