指標名,ホテル,,,,,,,,,
出典,Rakuten API,,,,,,,,,
年次,2024/02/07取得,,,,,,,,,
URL,https://app.rakuten.co.jp/services/api/Travel/SimpleHotelSearch/20170426,,,,,,,,,
備考,(2021年度：1649件、2022年度：1721件、2023年度：1099件),,,,,,,,,
,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,星数,レビュー数,室数,ホテルURL
渋谷区,上原３丁目,-,東京都渋谷区上原3-2-2　2Ｆ　ＡＢＵＲＡ　ＨＡＵＳ,35.6674014,139.6813169,ＡＢＵＲＡ　ＨＡＵＳ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185191
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-30-3　ニューアートビル,35.6640501,139.7036024,東遊居★音房【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,2,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=169336
渋谷区,西原１丁目,-,東京都渋谷区西原1-29-4　フォレスト代々木,35.6779194,139.6799511,バルコニーからの素敵な夜景・最上階！Ｆｏｒｅｓｔ　Ｙｏｙｏｇｉ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185729
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-5-9号　イートス恵比寿201,35.6449015,139.718524,Ｔｕｎｅ　Ｉｎｎ　Ｅｂｉｓｕ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=189395
渋谷区,西原１丁目,-,東京都渋谷区西原1-26-4　Ｂｅｅ　Ｈｏｕｓｅ　Ｎｉｓｈｉｈａｒａ,35.67709168,139.679595,Ｂｅｅ　Ｈｏｕｓｅ　Ｎｉｓｈｉｈａｒａ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=189474
渋谷区,宇田川町４２丁目,-,東京都渋谷区宇田川町42－12　サロン渋谷,35.6629005,139.6953852,サロン渋谷【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,4,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=176148
渋谷区,東２丁目,-,東京都渋谷区東2-20-5　Ｂｕｉｌｄｉｎｇ　Ａ101,35.6538034,139.7096281,［Ｈ２Ｏ］Ｓｈｉｂｕｙａ／Ｂｕｉｌｄｉｎｇ　Ａ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,4,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=173435
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-11-2,35.6452553,139.7137758,ＪＲ恵比寿駅徒歩４分★築浅戸建３階建７０平米２ＬＤＫ★定員８／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170278
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-5-9　イートス恵比寿101，102，103,35.6449406,139.7185155,イートス恵比寿,,1,3,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=182164
渋谷区,本町１丁目,-,東京都渋谷区本町1-14-6号,35.6799869,139.6817057,ＬｉｖｅＧＲＡＣＥ　渋谷西新宿　ＨＯＴＥＬ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=186590
渋谷区,円山町１４丁目,-,東京都渋谷区円山町14-7　ククノチ,35.658235,139.6938795,渋谷センター街から５分一戸建　和テイストハウス【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170729
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-9-3　Ｔｈｅ　ＶＩＬＬＡ　ＥＢＩＳＵ　ＥＩＧＨＴ,35.64467372,139.7165246,ｅｂｉｓｕ　ｂｌｕｅ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=189375
渋谷区,宇田川町４丁目,-,東京都渋谷区宇田川町4-3,35.662543,139.698377,ホテルウィングインターナショナルプレミアム渋谷,4.15,202,186,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=182566
渋谷区,円山町２５丁目,-,東京都渋谷区円山町25-2　ＴＥＲＲＡＣＥ　ＨＯＵＳＥ　Ｓｈｉｂｕｙａ　Ｍａｒｕｙａｍａｃｈｏ,35.6559333,139.6936714,円山町戸建て／ＴＥＲＲＡＣＥ　ＨＯＵＳＥ　Ｓｈｉｂｕｙａ　Ｍａｒｕ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=186362
港区,北青山２丁目,-,東京都港区北青山2-14-4,35.6695941,139.7158067,ＴＨＥ　ＡＯＹＡＭＡ　ＧＲＡＮＤ　ＨＯＴＥＬ,,,42,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=188148
渋谷区,東１丁目,-,東京都渋谷区東1-29　SHIBUYA BRIDGE B棟,35.65321548,139.7070722,ＭＵＳＴＡＲＤ　ＨＯＴＥＬ　ＳＨＩＢＵＹＡ,2.6,69,76,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=167252
渋谷区,神山町３０丁目,-,東京都渋谷区神山町30-7　奥渋レジデンス,35.6643541,139.6894579,Ｏｋｕｓｈｉｂｕ　Ｒｅｓｉｄｅｎｃｅ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,2,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=169115
渋谷区,西原１丁目,-,東京都渋谷区西原1-29-4　フォレスト代々木公園,35.6715869,139.6967028,ＮＥＳＴ　ＨＡＴＡＧＡＹＡ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,2,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=169124
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-5-9　イートス恵比寿202,35.6449406,139.7185155,Ｔｕｎｅ　Ｉｎｎ　Ｅｂｉｓｕ　＃２／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=169224
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-5-9　イートス恵比寿203,35.6449406,139.7185155,Ｔｕｎｅ　Ｉｎｎ　Ｅｂｉｓｕ　＃３／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=169225
港区,南青山１丁目,-,東京都港区南青山1-8-3　Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ,35.6707907,139.7261157,Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,3,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=169304
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-7-7　Ｅｂｉｓｕ　Ｅ1,35.6460536,139.7181549,恵比寿・渋谷／ＡＲＴＩＳＴＩＣ　ＨＯＵＳＥ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=169668
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-17-21　エバーアイランド,35.6470863,139.7189629,エバーアイランド／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170061
港区,白金５丁目,-,東京都港区白金5-11-6　結城ビル,35.6455638,139.7249785,結城ビル２０２【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170174
渋谷区,東１丁目,-,東京都渋谷区東1-2-3　Ｓｈｉｂｕｙａ　Ｅ　Ａｄｄｒｅｓｓ,35.6579803,139.7094984,渋谷Ｅアドレス／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,2,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170320
渋谷区,東１丁目,-,東京都渋谷区東1-2-3　ＳｈｉｂｕｙａＥａｄｄｒｅｓｓ,35.6576141,139.7082392,防犯カメラ・管理人・敷地内　禁煙の安全なマンション／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170394
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-19-6　スクエア渋谷,35.6592288,139.6960633,ｅｂｅｅ＇ｓ　Ｒｏｏｍ　ＴＯＫＹＯ－ＳＨＩＢＵＹＡ駅徒歩５分／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171273
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-17-4　神宮前トーラス502,35.6662446,139.7060239,ＴＡＵＲＵＳ　５０２【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171458
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-17-4　神宮前トーラス501,35.6662446,139.7060239,ＴＡＵＲＵＳ　５０１【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171459
渋谷区,代官山町１３丁目,-,東京都渋谷区代官山町13-4　セルサ代官山402,35.649857,139.7044861,ＶＡＳ代官山物件／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171793
渋谷区,代官山町９丁目,-,東京都渋谷区代官山町9-3,35.65130532,139.7049154,Ｂｅｄ＆ＢｒｅａｋｆａｓｔＲＥＮＧＡ　代官山,0,13,37,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172038
港区,白金５丁目,-,東京都港区白金5-1-2,35.6462021,139.7258713,Ｍｉｃｒｏ　Ｈｏｔｅｌｓ　Ｎｅａｒｂｙ　Ｒｏｐｐｏｎｇｉ,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172404
渋谷区,東２丁目,-,東京都渋谷区東2-20-2,35.6539145,139.7096392,［Ｈ２Ｏ］Ｓｈｉｂｕｙａ／Ｂｕｉｌｄｉｎｇ　Ｂ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,1,4,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=173426
渋谷区,本町１丁目,-,東京都渋谷区本町1-47-3,35.6825075,139.6833351,リフォーム済３ＤＫ古民家／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=174316
港区,白金４丁目,-,東京都港区白金4-10-6,35.6443746,139.7281611,ＳＨＩＲＯＫＡＮＥ　ＰＥＮＴＨＯＵＳＥ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=174953
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-20-7,35.6480265,139.7192721,Ｅｂｉｓｕ　Ｈｉｒｏｏ　ｈｏｕｓｅ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=175591
渋谷区,神南１丁目,-,東京都渋谷区神南1－11－5　ダイネス壱－館渋谷608,35.6625403,139.7011408,ダイネス壱番館渋谷６０８／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=176149
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2－18－7　フードビル,35.6723889,139.7096564,フードビル／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,2,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=176237
港区,南青山２丁目,-,東京都港区南青山2-27-6　Ｒｅｖｅ南青山ビル2階,35.6692345,139.7170506,Ｔｈｅ　Ｍｉｃｒｏ　Ｍｕｓｅｕｍ　Ｈｏｓｔｅｌ　Ａｏｙａｍａ,,,24,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178977
渋谷区,円山町２５丁目,-,東京都渋谷区円山町25-5,35.65608635,139.6936457,Ｓｈｉｂｕｙａ　Ｃａｐｓｕｌｅ　Ｂａｍｂｏｏ　Ｈｏｔｅｌ,4,8,24,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=179668
渋谷区,円山町７丁目,-,東京都渋谷区円山町7-6,35.6576866,139.6947133,渋谷ハウス御室,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=179859
渋谷区,神南１丁目,-,東京都渋谷区神南1-11-5　ダイネス壱番館渋谷405,35.6625432,139.7011295,レジデンシャルホテル　ダイネス壱番館渋谷　４０５,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180473
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-25-4　REJルフレ恵比寿201号室,35.6473468,139.7205231,マツリホテルルフレ恵比寿２０１,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180806
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-25-4　REJルフレ恵比寿401号室,35.6473468,139.7205231,マツリホテルルフレ恵比寿４０１,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180807
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-12-25,35.656642,139.7062054,渋谷ウェーブ,,1,6,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=182614
品川区,上大崎２丁目,-,東京都品川区上大崎2-15-5,35.6347641,139.7167644,長者丸ビル,,,7,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183723
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-9-3号　ＴＨＥ　ＶＩＬＬＡ　ＥＢＩＳＵ　ＴＯＫＹＯ,35.6441983,139.7162092,ＴＨＥ　ＶＩＬＬＡ　ＥＢＩＳＵ　ＴＯＫＹＯ　（赤）【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185024
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-9-3号　ＴＨＥ　ＶＩＬＬＡ　ＥＢＩＳＵ　ＥＩＧＨＴ,35.6441983,139.7162092,ＴＨＥ　ＶＩＬＬＡ　ＥＢＩＳＵ　ＥＩＧＨＴ（青）【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185025
港区,南青山１丁目,-,東京都港区南青山1-8-3　Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ,35.670792,139.72612,Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ　２Ｆ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185271
港区,南青山１丁目,-,東京都港区南青山1-8-3　Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ　1Ｆ,35.670792,139.72612,Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ　１Ｆ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185273
港区,南青山１丁目,-,東京都港区南青山1-8-3　Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ,35.670792,139.72612,Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ　３Ｆ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185281
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-19-3　ライオンズマンション道玄坂611,35.6590763,139.6964422,ライオンズマンション道玄坂／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=186455
渋谷区,東１丁目,-,東京都渋谷区東1-29-3,35.6534542,139.7071155,ホテルグラフィー渋谷,,,114,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=188439
渋谷区,松濤１丁目,-,東京都渋谷区松濤1-2-11　渋谷シティハウス,35.6624281,139.694388,渋谷シティハウス　Ｓｈｉｂｕｙａ　Ｃｉｔｙ　Ｈｏｕｓｅ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=189400
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-27-8,35.659467,139.6974593,ヴィラジュリア道玄坂【大人専用１８禁・ハピホテ提携】,,,18,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=163209
渋谷区,円山町２丁目,-,東京都渋谷区円山町2-2,35.65861997,139.6951107,ＨＯＴＥＬ　ＳＵＬＡＴＡ　渋谷道玄坂【大人専用１８禁・ハピホテ提携】,,,48,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=163419
渋谷区,神宮前,-,東京都渋谷区神宮前,35.6642386,139.7038637,準備中,,,15,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183036
渋谷区,円山町１０丁目,-,東京都渋谷区円山町10-6,35.65907874,139.6949259,ＨＯＴＥＬ　０３【大人専用１８禁・ハピホテ提携】,,,16,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=163261
品川区,大井１丁目,-,東京都品川区大井1-50-5,35.60560806,139.7343773,アワーズイン阪急,4.2,4726,1388,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=128577
港区,高輪４丁目,-,東京都港区高輪4-10-30,35.62772785,139.7362457,品川プリンスホテル,4.01,22631,2378,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=19455
港区,高輪４丁目,-,東京都港区高輪4-10-8,35.62897769,139.7355734,京急ＥＸホテル高輪,3.94,2533,163,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=135404
品川区,東品川４丁目,-,東京都品川区東品川4-13-27,35.61039406,139.7503035,ハートンホテル東品川（品川シーサイド）,4.23,5826,448,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=51870
品川区,西五反田２丁目,-,東京都品川区西五反田2-6-8,35.6265793,139.7226889,ホテルマイステイズ五反田駅前,3.83,1829,384,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=149010
港区,高輪４丁目,-,東京都港区高輪4-10-30,35.62764523,139.7370314,品川プリンスホテル　イーストタワー,3.46,351,919,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171983
品川区,大崎２丁目,-,東京都品川区大崎2-1-3,35.61833977,139.7272412,ダイワロイネットホテル東京大崎,4.43,2571,194,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=67817
港区,芝浦３丁目,-,東京都港区芝浦3-6-18,35.6427583,139.7470938,静鉄ホテルプレジオ東京田町,4.57,393,189,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178473
港区,高輪３丁目,-,東京都港区高輪3-13-1,35.63017194,139.7333208,グランドプリンスホテル新高輪,4.14,3985,908,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28470
品川区,大崎１丁目,-,東京都品川区大崎1-6-2,35.62072567,139.7293299,ニューオータニイン東京,4.27,8488,423,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1443
品川区,大井４丁目,-,東京都品川区大井4-3-1,35.60442763,139.7341662,ヴィアイン東京大井町（ＪＲ西日本グループ）,3.9,6436,503,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=74636
港区,芝浦３丁目,-,東京都港区芝浦3-14-21,35.64289036,139.7481968,相鉄フレッサイン　東京田町,4.04,1636,291,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=19908
港区,芝２丁目,-,東京都港区芝2-31-17,35.64992487,139.7514063,スーパーホテル東京・芝【高濃度人工炭酸泉　開城の湯】,4.26,525,151,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=167343
品川区,東大井１丁目,-,東京都品川区東大井1-9-37,35.606617,139.7477706,ワイヤーズホテル品川シーサイド,4.27,179,88,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=179391
港区,高輪２丁目,-,東京都港区高輪2-16-29,35.6382895,139.739462,東急ステイ高輪（泉岳寺駅前）,4.38,414,177,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=165620
港区,高輪２丁目,-,東京都港区高輪2-16-30,35.63803236,139.7393711,アパホテル〈品川　泉岳寺駅前〉,4.32,1580,563,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=149341
品川区,北品川２丁目,-,東京都品川区北品川2-18-1,35.61772078,139.7413734,京急ＥＸイン　品川・新馬場駅北口,4.16,2781,127,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=72056
品川区,西五反田２丁目,-,東京都品川区西五反田2-17-12,35.62645535,139.7206887,京王プレッソイン五反田,4.18,3831,178,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=29533
品川区,東品川４丁目,-,東京都品川区東品川4-12-8,35.6092469,139.7488374,ロワジールホテル　品川シーサイド,4.08,239,300,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183382
品川区,東五反田２丁目,-,東京都品川区東五反田2-2-6,35.62533323,139.725221,三井ガーデンホテル五反田,4.31,801,370,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=165982
港区,高輪４丁目,-,東京都港区高輪4-10-30,35.62857087,139.736326,品川プリンスホテル　Ｎタワー,4.16,373,257,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=141325
品川区,東五反田１丁目,-,東京都品川区東五反田1-26-3,35.62621717,139.7239622,ＪＲ東日本ホテルメッツ五反田,4.54,285,166,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178166
港区,高輪３丁目,-,東京都港区高輪3-13-1,35.63192481,139.7346269,グランドプリンスホテル高輪,4.5,1731,372,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28469
品川区,東大井５丁目,-,東京都品川区東大井5-2-8,35.607668,139.7359622,Ｓｍａｒｔ　Ｓｔａｙ　ＳＨＩＺＵＫＵ　品川大井町,4.11,579,198,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=182079
品川区,南大井６丁目,-,東京都品川区南大井6-19-3,35.59060969,139.7325086,ホテルマイステイズプレミア大森,4.07,6809,232,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=715
港区,三田３丁目,-,東京都港区三田3-11-26,35.640672,139.7413735,スマイルホテル品川泉岳寺駅前,4.23,38,120,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=184637
港区,芝浦３丁目,-,東京都港区芝浦3-8-1,35.64365145,139.7509132,ホテルグレイスリー田町,4.24,1800,216,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=72850
品川区,東五反田２丁目,-,東京都品川区東五反田2-5-4,35.62533902,139.7283742,ホテルマイステイズ五反田,3.81,2129,110,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28093
港区,高輪３丁目,-,東京都港区高輪3-19-17,35.633454,139.7377068,都シティ　東京高輪,4.35,313,199,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=167938
品川区,北品川２丁目,-,東京都品川区北品川2-30-26,35.6172505,139.7440237,高濃度炭酸泉　七福神の湯　スーパーホテル品川・新馬場,4.18,611,99,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=147079
品川区,東品川３丁目,-,東京都品川区東品川3-22-27,35.61308528,139.7450205,高濃度炭酸泉　銀杏の湯　スーパーホテル品川・青物横丁,4.29,1183,104,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=69219
品川区,東品川２丁目,-,東京都品川区東品川2-2-35,35.62195383,139.7485671,東横ＩＮＮ品川港南口天王洲アイル,3.93,1728,740,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=136278
品川区,大井１丁目,-,東京都品川区大井1-35-2,35.60514138,139.7317831,ホテルルートイン品川大井町,3.95,1843,156,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1006
港区,芝３丁目,-,東京都港区芝3-23-1,35.65126721,139.7490075,ホテル　ザ　セレスティン東京芝,4.37,2531,243,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=15758
港区,芝４丁目,-,東京都港区芝4丁目4-8,35.64841479,139.7501159,アパホテル〈三田駅前〉,3.55,789,155,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=138037
港区,芝２丁目,-,東京都港区芝2-20-12,35.65163008,139.7496371,ローズステイ東京芝公園,3.97,737,108,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=136821
品川区,東五反田１丁目,-,東京都品川区東五反田1-12-2,35.62711711,139.72477,東急ステイ五反田,3.91,1751,168,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=41699
品川区,南大井６丁目,-,東京都品川区南大井6-24-4,35.58915702,139.7302477,ホテルバー　グランティオス,4.37,1182,17,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=10665
品川区,戸越１丁目,-,東京都品川区戸越1-15-17,35.6152822,139.7172899,アパホテル〈品川　戸越駅前〉（全室禁煙）,4.03,153,103,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=181695
品川区,二葉４丁目,-,東京都品川区二葉4-27-8,35.60186349,139.7138319,フレックステイイン中延,3.44,429,61,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28555
