指標名,シェアサイクルポート,,,,,,,
出典,東京自転車シェアリング ポートマップ,,,,,,,
年次,2024/2/2取得,,,,,,,
URL,https://www.google.com/maps/d/viewer?mid=1L2l1EnQJhCNlm_Xxkp9RTjIj68Q,,,,,,,
備考,2020年度：645件、2021年度：679件、2022年度：728件、2023年度：793件）,,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,ポート名,休止・再開・閉鎖情報,営業時間
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町6-7,35.679391,139.784151,B1-23.NANAEI日本橋 / NANAEI NIHONBASHI,-,Open for 24 hours
中央区,日本橋堀留町二丁目,-,東京都中央区日本橋堀留町2-1-7,35.687917,139.781244,B1-26.Dash Living Nihonbashi,-,Open for 24 hours
中央区,日本橋本町四丁目,日八京,東京都中央区日本橋本町4-9-11,35.689928,139.776191,B1-27.日本橋本町4丁目 / Nihonbashi Honcho 4 chome ,-,Open for 24 hours
中央区,日本橋小網町,-,東京都中央区日本橋小網町18-5,35.684677,139.779246,"B1-28.アイルイムーブル日本橋	/ Isle Immeuble Nihombashi",-,Open for 24 hours
中央区,日本橋浜町三丁目,-,東京都中央区日本橋浜町3-35-8,35.685411,139.790861,"B1-29.ASTILE日本橋浜町	/ ASTILE Nihonbashi Hamacho",-,Open for 24 hours
中央区,湊一丁目,-,東京都中央区湊1-5-1,35.671814,139.779318,B2-01.鉄砲洲児童公園（西側） / Teppozu Children’s Park(West Side),-,Open for 24 hours
中央区,京橋三丁目,日八京,東京都中央区京橋3-1先,35.675885,139.768622,B2-02.柳通り（東京スクエアガーデン前）  Yanagi-dori St. (In front of TOKYO SQUARE GARDEN),-,Open for 24 hours
中央区,湊一丁目,-,東京都中央区湊1-1-1,35.673661,139.778747,B2-03.男女平等センター（ブーケ21）/  Bouquet21,-,Open for 24 hours
中央区,京橋二丁目,日八京,東京都中央区京橋2-16-1,35.676527,139.773082,B2-04.清水建設本社（都営地下鉄宝町A08出口） / Shimizu Corporation Head Office,-,Open for 24 hours
中央区,入船三丁目,-,東京都中央区入船3-2-6,35.670575,139.77576,B2-05.NTT東日本築地ビル / NTT-East Tsukiji Build.,-,Open for 24 hours
中央区,日本橋茅場町一丁目,-,東京都中央区日本橋茅場町1-5-12,35.680868,139.779424,B2-07.東京証券会館（北側） / Tokyo Shoken Kaikan(North Side),-,Open for 24 hours
中央区,日本橋茅場町一丁目,-,東京都中央区日本橋茅場町1-6-12,35.680885,139.778699,B2-08.共同ビル（茅場町交差点前） / Kyodo Building (near Kayabacho Crossing),-,Open for 24 hours
中央区,日本橋茅場町一丁目,-,東京都中央区日本橋茅場町1-8-1,35.680177,139.77879,B2-09.茅場町一丁目平和ビル / Kayabacho 1-chome Heiwa Building,-,Open for 24 hours
中央区,新川一丁目,-,東京都中央区新川1-28-5,35.675305,139.784904,B2-10.東京ダイヤビルディング（北側）/North Side of Tokyo Dia Building,-,Open for 24 hours
中央区,京橋二丁目,日八京,東京都中央区京橋2-2-1,35.677366,139.769502,B2-11.京橋エドグラン / KYOBASHI EDOGRAND,-,Open for 24 hours
中央区,新川一丁目,-,東京都中央区新川1-28-5,35.675305,139.784904,B2-12.東京ダイヤビルディング（東側）/East Side of Tokyo Dia Building,-,Open for 24 hours
中央区,日本橋兜町,-,東京都中央区日本橋兜町7-1,35.681182,139.778163,B2-15.KABUTO ONE,-,Open for 24 hours
中央区,八丁堀一丁目,-,東京都中央区八丁堀1-13-7,35.676721,139.778574,B2-16.ホテルサードニクス東京 / Hotel Sardonyx Tokyo,-,Open for 24 hours
中央区,八丁堀三丁目,-,東京都中央区八丁堀3-3-1,35.675183,139.773702,B2-17.アーバネックス八丁堀 / Urbanex Hacthobori,-,Open for 24 hours
中央区,新川一丁目,-,東京都中央区新川1-3-10,35.678486,139.781637,B2-18.旭ビルディング / Asahi Bldg,-,Open for 24 hours
中央区,湊三丁目,-,東京都中央区湊3-8-1,35.670587,139.778773,B2-19.リエトコートアルクスタワー / LIETOCOURT ARX TOWER,-,Open for 24 hours
中央区,新川二丁目,-,東京都中央区新川2-9-9,35.675335,139.779925,"B2-20.SHビル	/ SH Building",-,Open for 24 hours
中央区,八重洲二丁目,日八京,東京都中央区八重洲2-1-8,35.676355,139.768128,B2-21.八重洲二丁目北地区広場 / Yaesu 2chome North District Square,-,Open for 24 hours
中央区,築地一丁目,-,東京都中央区築地1-1-1,35.670586,139.772002,B3-01.中央区役所 / Chuo City Office,-,Open for 24 hours
中央区,築地一丁目,-,東京都中央区築地1-1-1,35.671245,139.772661,B3-02.サンクンガーデン / Sunken Garden,-,Open 8:30-18:00 土日祝日および年末年始（12/29-1/3）は一時休止
中央区,築地五丁目,-,東京都中央区築地5-1-1先,35.665575,139.767347,B3-04.築地市場駅地下駐輪場 / Tsukijishijo Station Basement,-,Open 5:00-25:00(深夜1時)
中央区,築地五丁目,-,東京都東京都中央区築地5-3-2,35.663911,139.765607,B3-06.朝日新聞東京本社 / Asahi Shimbun Tokyo Head Office,-,Open for 24 hours
中央区,築地七丁目,-,東京都中央区築地7-18-28,35.664951,139.776408,B3-09.築地永谷コーポラス / Tsukiji Nagatani corporate house,-,Open for 24 hours
中央区,新富一丁目,-,東京都中央区新富1-14-10,35.673194,139.775049,B3-10.DJホステル銀座 / DJ Hostel Ginza,【休止中】,Open for 24 hours
中央区,築地四丁目,-,東京都中央区築地4-16-2,35.665045,139.769822,B3-12.築地場外市場 / Tsukiji Outer Market,-,Open for 24 hours
中央区,築地五丁目,-,東京都中央区築地5-1-1,35.665575,139.767347,B3-13.国立がん研究センター / National Cancer Center Hospital,-,Open for 24 hours
中央区,銀座六丁目,-,東京都中央区銀座6-14-7,35.668716,139.765303,B3-15.ACホテル・バイ・マリオット東京銀座 / AC Hotel Tokyo Ginza,-,Open for 24 hours
中央区,明石町,-,東京都中央区明石町14先,35.6655,139.777769,B3-16.明石町区民館 / Akashicho Community Hall,-,Open for 24 hours
中央区,銀座六丁目,-,東京都中央区銀座6-17-1,35.667519,139.766573,B3-17.銀座6丁目-SQUARE / Ginza 6-chome SQUARE,-,Open for 24 hours
中央区,築地一丁目,-,東京都中央区築地1-13-1,35.668267,139.769347,B3-18.銀座松竹スクエア / Ginza Shochiku Square,-,Open for 24 hours
中央区,新富一丁目,-,東京都中央区新富1-13-14,35.673672,139.775552,"B3-19.本の森ちゅうおう	/ Honnomori Chuo",-,Open for 24 hours
中央区,銀座四丁目,-,東京都中央区銀座4-12-23,35.670112,139.768033,B3-20.歌舞伎座タワー駐輪場2F / KABUKIZA TOWER 2F,-,Open for 24 hours
中央区,銀座四丁目,-,東京都中央区銀座4-12-23,35.670112,139.768033,B3-21.歌舞伎座タワー駐輪場3F / KABUKIZA TOWER 3F,-,Open for 24 hours
中央区,晴海三丁目,-,東京都中央区晴海3-1-6,35.656763,139.779852,B4-01.黎明橋公園（駐輪場） / Reimeibashi Park(Parking Area),-,Open for 24 hours
中央区,月島四丁目,-,東京都中央区月島4-1-1,35.662059,139.782141,B4-02.月島特別出張所 / Tsukishima Special Branch Office,-,Open for 24 hours
中央区,晴海一丁目,-,東京都中央区晴海1-8先,35.656121,139.781838,B4-03.桜の散歩道（晴海トリトンスクウエア前） / Sakura no Sanpomichi (Harumi Triton Square),-,Open for 24 hours
中央区,晴海三丁目,-,東京都中央区晴海3-12-1,35.654677,139.778536,B4-04.KDX晴海ビル / KDX Harumi Building,-,Open for 24 hours
中央区,晴海四丁目,-,東京都中央区晴海4-1-11,35.654024,139.781533,B4-05.ドコモ・バイクシェア晴海ポート / DOCOMO BIKESHARE Harumi Bike Port,-,Open for 24 hours
中央区,月島二丁目,-,東京都中央区月島2-10-3先,35.663273,139.783971,B4-06.月島駅地下駐輪場 / Tsukishima Station Basement,-,Open 5:00-25:00(深夜1時)
中央区,勝どき一丁目,-,東京都中央区勝どき1-9-4先,35.659351,139.776227,B4-07.勝どき駅地下駐輪場 / Kachidoki Station Basement,-,Open 5:00-25:00(深夜1時)
中央区,勝どき五丁目,-,東京都中央区勝どき5-10-10,35.65609,139.771689,B4-08.東京ミッドベイ勝どき（西仲通り） / TOKYO MIDBAY KACHIDOKI（Nishinaka St.）,-,Open for 24 hours
中央区,佃一丁目,-,東京都中央区佃1-11-9,35.669384,139.784315,B4-10.リバーシティ/ River City,-,Open for 24 hours
中央区,勝どき四丁目,-,東京都中央区勝どき4-13-4,35.656643,139.774911,B4-11.ダンスキューブ勝どき / DANCE CUBE KACHIDOKI,-,Open for 24 hours
中央区,勝どき六丁目,-,東京都中央区勝どき6-3-1,35.654993,139.774464,B4-12.THE TOKYO TOWERS,-,Open for 24 hours
中央区,勝どき一丁目,-,東京都中央区勝どき1-3-1,35.660775,139.776948,B4-14.Brillia ist Tower 勝どき / Brillia ist Tower Kachidoki,-,Open for 24 hours
中央区,佃二丁目,-,東京都中央区佃2-1-2,35.669742,139.786287,B4-15.リバーシティ イーストタワーズ / River City East Towers,-,Open for 24 hours
中央区,豊海町,-,東京都中央区豊海町5-1,35.653496,139.769814,B4-18.豊海センタービル / TOYOMI CENTER BUILDING,-,Open for 24 hours
中央区,佃二丁目,-,東京都中央区佃2-2-11,35.66812,139.786732,B4-19.コーシャタワー佃 / Kosha Tower Tsukuda,-,Open for 24 hours
中央区,月島二丁目,-,東京都中央区月島2-1-1先,35.663472,139.785378,B4-21.月島駅前第一駐輪場 / Tsukishima station square first bicycle parking ,-,Open for 24 hours
中央区,勝どき五丁目,-,東京都中央区勝どき5-11-15,35.656307,139.771153,B4-22.リビオレゾン勝どきNEX / LIVIO RAISON KACHIDOKI NEX,-,Open for 24 hours
中央区,豊海町,-,東京都中央区豊海町6,35.654118,139.769314,B4-23.交通広場（豊海町）/ TRAFFIC SQUARE(Toyomicho),-,Open for 24 hours
中央区,月島二丁目,-,東京都中央区月島2-13-10,35.662995,139.783271,B4-24.ミュプレ月島 / MIEUXPRES TUKISHIMA,-,Open for 24 hours
中央区,晴海三丁目,-,東京都中央区晴海3-9-1,35.654368,139.779709,B4-26.東武ストア晴海三丁目店 / TOBUSTORE Harumi 3-Chome,-,Open for 24 hours
中央区,佃一丁目,-,東京都中央区佃1-11,35.669501,139.7835,B4-27.リバーシティ西ブロック / River City West Block,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-3-1,35.651934,139.775027,B4-28.HARUMI FLAG PORT VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-3-2,35.651934,139.775027,B4-29.HARUMI FLAG PORT VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-3-3,35.651896,139.774981,B4-30.HARUMI FLAG PORT VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-3-4,35.650771,139.777274,B4-31.HARUMI FLAG PORT VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-4-1,35.648841,139.775662,B4-32.HARUMI FLAG SEA VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-4-2,35.649318,139.776218,B4-33.HARUMI FLAG SEA VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-4-4,35.650177,139.777653,B4-35.HARUMI FLAG SEA VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-4-5,35.650862,139.778475,B4-36.HARUMI FLAG SEA VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-5-1,35.649581,139.771373,B4-37.HARUMI FLAG SUN VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-5-2,35.649964,139.771517,B4-38.HARUMI FLAG SUN VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-5-3,35.649799,139.776965,B4-39.HARUMI FLAG SUN VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-5-4,35.64999,139.772237,B4-40.HARUMI FLAG SUN VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-5-5,35.64999,139.772237,B4-41.HARUMI FLAG SUN VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-5-6,35.649356,139.772357,B4-42.HARUMI FLAG SUN VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-6-1,35.649189,139.773771,B4-44.HARUMI FLAG PARK VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-6-3,35.649189,139.773771,B4-46.HARUMI FLAG PARK VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-6-2,35.649212,139.773687,B4-45.HARUMI FLAG PARK VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-6-4,35.649264,139.774993,B4-47.HARUMI FLAG PARK VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-6-5,35.648864,139.7744,B4-48.HARUMI FLAG PARK VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-6-6,35.649189,139.773771,B4-49.HARUMI FLAG PARK VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-6-7,35.649189,139.773771,B4-50.HARUMI FLAG PARK VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-4-3,35.649799,139.776965,B4-34.HARUMI FLAG SEA VILLAGE,-,Open for 24 hours
中央区,晴海五丁目,-,東京都中央区晴海5-1先,35.653152,139.775112,B4-53.晴海五丁目ターミナル / Harumi 5chome Terminal,【2/1(木) 6:00 OPEN】,Open for 24 hours
品川区,広町二丁目,-,東京都品川区広町2-1-36,35.608836,139.730241,I1-01.品川区役所 本庁舎前 / Shinagawa City Office Beside Main Building,-,Open for 24 hours
品川区,広町二丁目,-,東京都品川区広町2-1-36,35.608836,139.730241,I1-02.品川区役所 第三庁舎前 / Shinagawa City Office Beside 3rd Building,-,Open for 24 hours
品川区,大井一丁目,-,東京都品川区大井1-2,35.606726,139.734283,I1-03.大井町駅中央口（西側）/ Oimachi Station Central Exit (West Side),-,Open for 24 hours
品川区,大井一丁目,-,東京都品川区大井1-2,35.606726,139.734283,I1-04.大井町歩道橋 / Oimachi Footbridge,-,Open for 24 hours
品川区,大井六丁目,-,東京都品川区大井6-11-1,35.59666,139.730153,I1-05.品川歴史館 / Shinagawa Historical Museum,【休止中】,OPEN 9:00-17:00 月曜・祝日除く / Except Monday and Holidays
品川区,大井六丁目,-,東京都品川区大井6-21-6,35.593247,139.729723,I1-06.大森貝塚遺跡庭園 / Omori Shell Mounds Garden,-,Open for 24 hours
品川区,南大井二丁目,-,東京都品川区南大井2-10,35.590086,139.736617,I1-07.しながわ水族館 / Shinagawa Aquarium,-,Open for 24 hours
品川区,東品川二丁目,-,東京都品川区東品川2-3,35.62396,139.749959,I1-08.天王洲アイル第一水辺広場 / Tennozu Isle Dai-1 Waterside Square,-,Open for 24 hours
品川区,東品川三丁目,-,東京都品川区東品川3-9-21,35.617289,139.749734,I1-09.東品川海上公園第1 / Higashi-Shinagawa Sea Park Dai-1,-,Open for 24 hours
品川区,東品川四丁目,-,東京都品川区東品川4-12-13,35.607543,139.749159,I1-10.品川シーサイド公園第1 / Shinagawa Sea Side Park Dai-1,-,Open for 24 hours
品川区,東大井一丁目,-,東京都品川区東大井1-13-2,35.604068,139.74476,I1-11.鮫洲入江広場 / Samezu Irie Park,-,Open for 24 hours
品川区,勝島三丁目,-,東京都品川区勝島3-2,35.590839,139.738122,I1-12.しながわ区民公園（北側）/ Shinagawa-kumin Park (North Side),-,Open 7:30-17:00
品川区,八潮一丁目,-,東京都品川区八潮1-3-1,35.612567,139.753745,I1-13.八潮北公園 / Yashio-kita Park,-,Open for 24 hours
品川区,東品川一丁目,-,東京都品川区東品川1-7,35.621607,139.741851,I1-16.品川浦第一 / Shinagawa-ura Dai-1,-,Open for 24 hours
品川区,東品川三丁目,-,東京都品川区東品川3-9-21,35.617289,139.749734,I1-17.東品川海上公園第2 / Higashi-Shinagawa Sea Park Dai-2,-,Open for 24 hours
品川区,東品川三丁目,-,東京都品川区東品川3-15-1,35.614422,139.746876,I1-18.東品川公園 / Higashi-Shinagawa Park,-,Open for 24 hours
品川区,東品川四丁目,-,東京都品川区東品川4-12,35.61014,139.74892,I1-19.品川シーサイド公園第2 / Shinagawa Sea Side Park Dai-2,-,Open for 24 hours
品川区,八潮五丁目,-,東京都品川区八潮5-6,35.597341,139.749552,I1-20.しおじ公園 / Shioji Park,-,Open for 24 hours
品川区,勝島二丁目,-,東京都品川区勝島2-1-2,35.593503,139.743291,I1-21.大井競馬場（正門前）/ Oi Racecourse (Main Gate),-,Open for 24 hours
品川区,勝島一丁目,-,東京都品川区勝島1-1-6,35.601497,139.745085,I1-22.ウィラ大井（ショッピングモール）/ WiRA Ooi (Shopping Mall),-,Open 7:30-23:30
品川区,北品川三丁目,-,東京都品川区北品川3-11,35.616355,139.739693,I1-23.東海橋防災船着場 / Tokai Bridge Disaster Prevention Port,-,Open for 24 hours
品川区,勝島三丁目,-,東京都品川区勝島3-2-1,35.588475,139.7375,I1-24.しながわ区民公園（中央口）/ Shinagawa-kumin Park (Central Entrance),-,Open for 24 hours
品川区,旗の台二丁目,-,東京都品川区旗の台2-4-22,35.607161,139.705105,I1-25.セブン-イレブン 品川旗の台２丁目店 / 7-Eleven Shinagawa Hatanodai 2 Chome shop,-,Open for 24 hours
品川区,大崎二丁目,-,東京都品川区大崎2-11,35.61681,139.729486,I1-26.大崎西口公園 / Osaki Nishiguchi Park,-,Open for 24 hours
品川区,北品川五丁目,-,東京都品川区北品川5-7,35.620874,139.731299,I1-27.小関橋公園  / Koseki Bashi Park,-,Open for 24 hours
品川区,勝島一丁目,-,東京都品川区勝島1-3-2,35.599885,139.74511,I1-29.ローソン 勝島一丁目店 / LAWSON Katsushima 1 Chome shop,-,Open for 24 hours
品川区,大井三丁目,-,東京都品川区大井3-1-1,35.603254,139.728953,I1-30.ローソン 大井三丁目店 / LAWSON Oi 3 Chome shop,-,Open for 24 hours
品川区,戸越五丁目,-,東京都品川区戸越5-20-12,35.608217,139.719184,I1-31.セブン-イレブン 品川戸越5丁目店 / Seven-Eleven Shinagawa Togoshi 5 Chome shop,-,Open for 24 hours
品川区,東品川三丁目,-,東京都品川区東品川3-28-22,35.611817,139.747823,I1-34.NTT品川ビル / NTT Shinagawa Build,【休止中】,Open for 24 hours
品川区,東品川二丁目,-,東京都品川区東品川2-3-10,35.624196,139.751025,I1-35.シーフォートスクエア / Sea Fort Square,-,Open for 24 hours
品川区,北品川六丁目,-,東京都品川区北品川6-7-29,35.623928,139.733633,I1-37.ガーデンシティ品川御殿山 / Garden City Shinagawa Gotenyama,-,Open for 24 hours
品川区,八潮三丁目,-,東京都品川区八潮3-2-38,35.593942,139.761059,I1-38.ローソン 八潮三丁目店 / LAWSON Yashio 3 Chome shop,-,Open for 24 hours
品川区,西五反田三丁目,-,東京都品川区西五反田3-15-6,35.6281,139.713123,I1-39.MID POINT 目黒不動前 / MID POINT Meguro Fudomae,-,Open for 24 hours
品川区,北品川四丁目,-,東京都品川区北品川4-7-35,35.622199,139.737004,I1-40.御殿山トラストタワー / GOTENYAMA TRUST TOWER,-,Open for 24 hours
品川区,南品川二丁目,-,東京都品川区南品川2-3,35.611475,139.742129,I1-42.京急青横駐車場 / KEIKYU Parking Aoyoko,-,Open for 24 hours
品川区,南大井一丁目,-,東京都品川区南大井1-13,35.595316,139.737,I1-43.京急南大井駐車場 / KEIKYU Parking Minamioi,-,Open for 24 hours
品川区,大井四丁目,-,東京都品川区大井4-3,35.604343,139.734308,I1-44.大井三ツ又商店街入口 / Oi-Mitsumata-Shopping Street Entrance,-,Open for 24 hours
品川区,西五反田三丁目,-,東京都品川区西五反田3-7-10,35.62569,139.718122,I1-45.セブン-イレブン品川西五反田3丁目店 / Seven Eleven Shinagawa Nishi Gotanda 3 Chome Store,-,Open for 24 hours
品川区,東中延二丁目,-,東京都品川区東中延2-4-6,35.608994,139.714115,I1-46.セブン-イレブン品川東中延2丁目店 / Seven-Eleven Shinagawa Higashi-Nakanobu 2 Chome shop,-,Open for 24 hours
品川区,東五反田五丁目,-,東京都品川区東五反田5-9-22,35.63092,139.724949,I1-47. NTT東日本 関東病院（南側） /  NTT Medical Center Tokyo(South Side),-,Open for 24 hours
品川区,東五反田五丁目,-,東京都品川区東五反田5-9-22,35.63092,139.724949,I1-48. NTT東日本 関東病院（北側） / NTT Medical Center Tokyo(North Side),-,Open for 24 hours
品川区,東大井一丁目,-,東京都品川区東大井1-22,35.603757,139.74171,I1-49.京急鮫洲バイク駐輪場 / KEIKYU Bicycle Parking Samezu,-,Open for 24 hours
品川区,東大井二丁目,-,東京都品川区東大井2-21,35.599088,139.738791,I1-50.京急立会川第2バイク駐輪場 / KEIKYU Bicycle Parking Tachiaigawa 2,-,Open for 24 hours
品川区,南大井三丁目,-,東京都品川区南大井3-32,35.587647,139.735511,I1-51.京急鈴ヶ森駐車場 / KEIKYU Parking Suzugamori,-,Open for 24 hours
品川区,東品川四丁目,-,東京都品川区東品川4-10-18,35.607418,139.746699,I1-52.カスタリアタワー品川シーサイド / CASTALIA Tower Shinagawa Seaside,-,Open for 24 hours
品川区,東品川二丁目,-,東京都品川区東品川2-5-42,35.620544,139.74927,I1-53.天王洲公園 / Tennozu Park,-,Open for 24 hours
品川区,東品川二丁目,-,東京都品川区東品川2-2-20,35.62221,139.750087,I1-54.天王洲オーシャンスクエア / Tennoz Ocean Square,-,Open for 24 hours
品川区,南大井四丁目,-,東京都品川区南大井4-18-14,35.593327,139.734961,I1-55.鈴ヶ森公園 / Suzugamori Park,-,Open for 24 hours
品川区,南大井六丁目,-,東京都品川区南大井6-15-11,35.589755,139.729248,I1-57.大井水神公園 / Oi-Suijin Park,-,Open for 24 hours
品川区,広町二丁目,-,東京都品川区広町2-1-36,35.608836,139.730241,I1-58.品川区役所 第二庁舎前 / Shinagawa City Office Beside 2nd Building,-,Open for 24 hours 
品川区,豊町一丁目,-,東京都品川区豊町1-16-23,35.61228,139.720517,I1-59.文庫の森第一 / Bunko-no-mori 1,-,Open for 24 hours
品川区,豊町一丁目,-,東京都品川区豊町1-16-23,35.61228,139.720517,I1-60.文庫の森第二 / Bunko-no-mori 2,-,Open for 24 hours
品川区,西五反田六丁目,-,東京都品川区西五反田6-5-1,35.622459,139.716639,I1-61.五反田文化センター / Gotanda Culture Center,-,月～土 / Mon. -Sat. 8:30 - 21:00<br>日祝日/ Sun. Holiday 8:30 - 19:00
品川区,東品川一丁目,-,東京都品川区東品川1-3-15,35.622363,139.745867,I1-62.天王洲Rim / TENNOZ Rim,-,Open for 24 hours
品川区,西五反田三丁目,-,東京都品川区西五反田3-6-22,35.627628,139.719086,I1-63.セブン-イレブン西五反田店 / Seven-Eleven Nishi Gotanda Store,-,Open for 24 hours
品川区,東五反田二丁目,-,東京都品川区東五反田2-22-13,35.623007,139.731071,"I1-64.株式会社ユアス ゆうパック取扱所：ポストのうしろ / Japan Post's domestic parcel delivery service center : YOURS, LTD.",-,Open for 24 hours
品川区,東大井一丁目,-,東京都品川区東大井1-1-10,35.606431,139.743388,I1-65.セブン-イレブン品川東大井1丁目店 / Seven-Eleven Shinagawa Higashi-Oi 1 Chome Store,-,Open for 24 hours
品川区,南大井一丁目,-,東京都品川区南大井1-12-6,35.596356,139.73754,I1-66.南大井文化センター駐車場 / Minami-Oi Cultural Center Parking,-,Open 月-土 / Mon.-Sat. 8:30-21:00 日・祝 / Sun. Holiday 8:30-17:00 休館日：毎月第4月曜日、年末年始（12月29日-1月3日） 
品川区,八潮五丁目,-,東京都品川区八潮5-11-16,35.600327,139.753729,I1-67.八潮公園第一 / Yashio Park Dai-1,-,Open for 24 hours
品川区,八潮五丁目,-,東京都品川区八潮5-11-16,35.600327,139.753729,I1-68.八潮公園第二 / Yashio Park Dai-2,-,Open for 24 hours
品川区,戸越一丁目,-,東京都品川区戸越1-27-1,35.616955,139.721384,I1-69.戸越1丁目 / Togoshi 1 Chome,【休止中】,Open for 24 hours
品川区,西五反田一丁目,-,東京都品川区西五反田1-10-2,35.624826,139.723844,I1-70.五反田リバーステーション / Gotanda RIVER STATION,-,Open for 24 hours
品川区,南大井四丁目,-,東京都品川区南大井4-9-2,35.596352,139.735539,I1-71.セブン-イレブン南大井浜川店 / Seven-Eleven Minami-Oi Hamakawa Store,-,Open for 24 hours
品川区,大井五丁目,-,東京都品川区大井5-2-11,35.600143,139.728144,I1-72.セブン-イレブン大井店 / Seven-Eleven Oi Store ,-,Open for 24 hours
品川区,西五反田六丁目,-,東京都品川区西五反田6-7-2,35.62239,139.717606,I1-74.セブン-イレブン西五反田6丁目店 / Seven-Eleven Nishi Gotanda 6 Chome Store,-,Open for 24 hours
品川区,二葉四丁目,-,東京都品川区二葉4-1-17,35.603253,139.713507,I1-75.セブン-イレブン品川二葉4丁目店 / Seven-Eleven Shinagawa Futaba 4 Chome Store,-,Open for 24 hours
品川区,西中延一丁目,-,東京都品川区西中延1-6-18,35.612319,139.708288,I1-77.セブン-イレブン品川西中延1丁目店 / Seven-Eleven Shinagawa Nishi-Nakanobu 1 chome,-,Open for 24 hours
品川区,西大井六丁目,-,東京都品川区西大井6-5-1,35.601378,139.718687,I1-78.セブン-イレブン西大井店 / Seven-Eleven Nishi-Oi,-,Open for 24 hours
品川区,東品川一丁目,-,東京都品川区東品川1-7,35.621607,139.741851,I1-79.品川浦第二 / Shinagawa-ura Dai-2,-,Open for 24 hours
品川区,東品川一丁目,-,東京都品川区東品川1-2-5,35.622843,139.744568,I1-80.リバーサイド品川港南ビル / RIVERSIDE Shinagawa Kounan Building,-,Open for 24 hours
品川区,戸越六丁目,-,東京都品川区戸越6-7-24,35.608155,139.717709,I1-81.戸越6丁目 / Togoshi 6 Chome,-,Open for 24 hours
品川区,西五反田四丁目,-,東京都品川区西五反田 4-5-1,35.627245,139.711667,I1-82.トミンハイム西五反田四丁目 / Tomin Heim Nishi-Gotanda 4 Chome,-,Open for 24 hours
品川区,八潮五丁目,-,東京都品川区八潮5-5,35.599485,139.750046,I1-83.かもめ歩道橋 / Kamome Footbridge,-,Open for 24 hours
品川区,西品川二丁目,-,東京都品川区西品川2-4-7,35.61388,139.728494,I1-84.セブン-イレブン西品川2丁目店 / Seven-Eleven Nishi-Shinagawa 2 chome,-,Open for 24 hours
品川区,北品川一丁目,-,東京都品川区北品川1-23-19,35.62106,139.741265,I1-85.GOODOFFICE品川 /  GOODOFFICE Shinagawa,-,Open for 24 hours
品川区,二葉三丁目,-,東京都品川区二葉3-29-10,35.601806,139.719817,I1-86.ファミリーマート二葉三丁目店 / FamilyMart Futaba 3 Chome,-,Open for 24 hours
品川区,西大井二丁目,-,東京都品川区西大井2-14-3,35.599629,139.723492,I1-87.セブン-イレブン西大井滝王子通り店 / Seven-Eleven Nishi-Oi Takioji dori,-,Open for 24 hours
品川区,南大井三丁目,-,東京都品川区南大井3-30-8,35.587789,139.734517,I1-88.セブン-イレブン品川南大井3丁目店 / Seven-Eleven Shinagawa Minami-Oi 3 Chome,-,Open for 24 hours
品川区,二葉一丁目,-,東京都品川区二葉1-1先,35.608278,139.725514,I1-89.下神明駅自転車駐車場 / Shimoshinmei Station Bicycle Parking Lot,-,Open for 24 hours
品川区,上大崎三丁目,-,東京都品川区上大崎3-5-8,35.634164,139.719497,I1-91.アクロス目黒タワー / Across Meguro Tower,-,Open for 24 hours
品川区,八潮四丁目,-,東京都品川区八潮4-2,35.592753,139.749785,I1-92.中央海浜公園前交差点（北側）/ Central Seaside Park front intersection (North Side),-,Open for 24 hours
