指標名,シェアサイクルポート,,,,,,,
出典,東京自転車シェアリング ポートマップ,,,,,,,
年次,2024/2/2取得,,,,,,,
URL,https://www.google.com/maps/d/viewer?mid=1L2l1EnQJhCNlm_Xxkp9RTjIj68Q,,,,,,,
備考,2020年度：645件、2021年度：679件、2022年度：728件、2023年度：793件）,,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,ポート名,休止・再開・閉鎖情報,営業時間
港区,港南一丁目,-,東京都港区港南1-2-70,35.632573,139.74249,C5-06.品川シーズンテラス / SHINAGAWA SEASON TERRACE,-,Open for 24 hours
港区,港南三丁目,-,東京都港区港南3-3-17,35.632956,139.749564,C5-07.港区立港南図書館 / Minato City Konan Library,-,Open for 24 hours
港区,芝浦四丁目,-,東京都港区芝浦4-16-23,35.637114,139.748492,C5-08.AQUACITY芝浦 / AQUACITY Shibaura,-,Open for 24 hours
港区,芝浦三丁目,-,東京都港区芝浦3-4-1,35.643672,139.745556,C5-09.グランパーク / Granpark,-,Open for 24 hours
港区,芝浦一丁目,-,東京都港区芝浦1-2-3,35.649313,139.756096,C5-10.シーバンス / SEAVANS,-,Open for 24 hours
港区,港南三丁目,-,東京都港区港南3-7-16,35.631801,139.749308,C5-11.フェイバリッチタワー品川 / Favorich Tower Shinagawa,-,Open for 24 hours
港区,港南三丁目,-,東京都港区港南3-4-27,35.633923,139.74862,C5-12.第２東運ビル / NO.2 TOUN BUILDING (WAREHOUSE Konan),-,Open for 24 hours
港区,海岸三丁目,-,東京都港区海岸3-3-20,35.640575,139.753572,C5-14.セブン-イレブン 港区汐彩橋店 / Sevev-Eleven Minato Shiosaibashi store,-,Open for 24 hours
港区,海岸三丁目,-,東京都港区海岸3-12-7,35.640228,139.755905,C5-15.セブン-イレブン 港区芝浦ふ頭店 / Sevev-Eleven Minato Shibautafuto store,-,Open for 24 hours
港区,港南二丁目,-,東京都港区港南2-15-1,35.627832,139.74207,C5-16.品川インターシティ / SHINAGAWA INTERCITY,-,Open for 24 hours
港区,海岸二丁目,-,東京都港区海岸2-1-16,35.65089,139.758882,C5-17.鈴与浜松町ビル / Suzuyo Hamamatsucho Building,-,Open for 24 hours
港区,港南三丁目,-,東京都港区港南3-5-10,35.634059,139.748031,C5-18.パークタワー品川ベイワード / Park Tower Shinagawa Bayward,-,Open for 24 hours
港区,芝浦二丁目,-,東京都港区芝浦2-1-39,35.645966,139.754591,C5-19.グランドメゾン田町 / GRANDE　MAISON TAMACHI,-,Open for 24 hours
港区,芝浦二丁目,-,東京都港区芝浦2-4-1,35.64528,139.754588,C5-20.ローソン芝浦二丁目店 / LAWSON Shibaura 2-chome shop,-,Open for 24 hours
港区,芝浦三丁目,-,東京都都港区芝浦3-14-15,35.6424,139.747039,C5-21.セブン-イレブン 芝浦3丁目店 / Seven-Eleven Shibaura 3chome Store,-,Open for 24 hours
港区,芝浦一丁目,-,東京都港区芝浦1-6-41,35.647488,139.75531,C5-24.GLOBAL FRONT TOWER,-,Open for 24 hours
港区,海岸三丁目,-,東京都港区海岸3-11-15,35.63965,139.75533,C5-25.NEX-TEC芝浦 / NEX-TEC Shibaura,-,Open for 24 hours
港区,海岸三丁目,-,東京都東京都港区海岸3-18-1,35.644699,139.756631,C5-26.ピアシティ芝浦ビル / PIRE CITY SHIBAURA BUILDING,-,Open for 24 hours
港区,海岸二丁目,-,東京都港区海岸2-2-6,35.648635,139.757715,C5-27.プレミア海岸ビル / Premier Kaigan Bldg,-,Open for 24 hours
港区,芝浦三丁目,-,東京都港区芝浦3-9-1,35.643663,139.750336,C5-28.芝浦ルネサイトタワー / Shibaura Renasite Tower,-,Open for 24 hours
港区,海岸二丁目,-,東京都港区海岸2-7-103,35.651729,139.760768,C5-29.Hi-NODE（ハイノード）,-,Open for 24 hours
港区,芝浦一丁目,-,東京都港区芝浦1-10-1,35.64786,139.753724,C5-30.フェイム芝浦インターウェーブ / FAIME SHIBAURA INTERWAVE,-,Open for 24 hours
港区,台場一丁目,-,東京都港区台場1-9-1,35.626377,139.770565,C5-31.ヒルトン東京お台場 / Hilton Tokyo Odaiba,-,Open for 24 hours
港区,台場二丁目,-,東京都港区台場2-3-1,35.627924,139.776351,C5-32.トレードピアお台場 / TRADEPIA ODAIBA,-,Open for 24 hours
港区,芝浦三丁目,-,東京都港区芝浦3‐1‐21,35.645056,139.749276,C5-33.msb Tamachi ,-,Open for 24 hours
港区,海岸三丁目,-,東京都港区海岸3-5-13,35.636462,139.751552,C5-34.五色橋ビル /GOSHIKIBASHI BLDG.,-,Open for 24 hours
港区,港南二丁目,-,東京都港区港南2-16-1,35.627804,139.740757,C5-35.品川駅港南口 / Shinagawa Station Konan Exit,-,Open for 24 hours
港区,台場一丁目,-,東京都港区台場1-5,35.629949,139.777814,C5-36.お台場海浜公園駅 / Odaiba Kaihin Park Station,-,Open for 24 hours
港区,台場二丁目,-,東京都港区台場2-6,35.624458,139.771021,C5-37.台場駅 / Daiba Station,-,Open for 24 hours
港区,台場一丁目,-,東京都港区台場1-4-1,35.628866,139.77369,C5-38.お台場海浜公園乗船場 / Odaiba Marine Park Water Bus Terminal,-,Open for 24 hours
港区,台場一丁目,-,東京都港区台場1-5-5,35.630566,139.777984,C5-39.お台場海浜公園東 / Odaiba Marine Park East,-,Open for 24 hours
港区,海岸三丁目,-,東京都港区海岸3-22,35.640578,139.757335,C5-40.芝浦ふ頭駅前暫定自転車駐車場 / Shibaura-futo Station Provisional bicycle parking,-,Open for 24 hours
港区,芝浦四丁目,-,東京都東京都港区芝浦4-8-3,35.638827,139.745863,C5-41.トヨタモビリティ東京 芝浦店 / Toyota Mobility Tokyo - SHIBAURA,-,Open for 24 hours
港区,芝浦二丁目,-,東京都東京都港区芝浦2-7-1,35.64454,139.75399,C5-42.DHC芝浦2丁目ビル / DHC Shibaura 2-chome Building,-,Open for 24 hours
港区,芝浦二丁目,-,東京都港区芝浦2-15-6,35.644405,139.752677,C5-43.オアーゼ芝浦MJビル / OASE SHIBAURA MJ Bldg.,-,Open for 24 hours
港区,芝浦二丁目,-,東京都港区芝浦2-9-1,35.643419,139.753027,C5-44.ブランズタワー芝浦 / BRANZ TOWER SHIBAURA,【休止】,Open for 24 hours
港区,海岸三丁目,-,東京都港区海岸3-2-3,35.644709,139.755744,C5-45.パークアクシス芝浦キャナル / Park Axis Shibaura Canal,-,Open for 24 hours
港区,港南四丁目,-,東京都港区港南4-1-6,35.631252,139.746881,C5-46.ウエリスアーバン品川タワー / Wellith Urban Shinagawa Tower,-,Open for 24 hours
港区,港南二丁目,-,東京都港区港南2-10-9,35.624245,139.744546,C5-47.oak港南品川 / oak Konan Shinagawa,-,Open for 24 hours
港区,海岸三丁目,-,東京都港区海岸3-7-20,35.636724,139.752542,C5-48.セブンイレブン港区海岸三丁目 / Seven-Eleven Minato-ku Kaigan 3-chome,-,Open for 24 hours
港区,芝浦四丁目,-,東京都港区芝浦4-4-45,35.642317,139.745414,C5-49.プラウドタワー芝浦 / PROUD TOWER SHIBAURA,-,Open for 24 hours
港区,台場一丁目,-,東京都港区台場1-3-1,35.633233,139.777778,C5-50.お台場レインボー公園 / Odaiba Rainbow Park,-,Open for 24 hours
港区,台場一丁目,-,東京都港区台場1-1-2,35.634517,139.776788,C5-51.トミンタワー台場一番街 / Tomin Tower Daiba First Avenue,-,Open for 24 hours
港区,港南四丁目,-,東京都港区港南4-2-4,35.628101,139.750985,C5-52.港南四丁目第3アパート駐車場 / Konan 4 Chome 3rd Apartment Parking,-,Open for 24 hours
港区,赤坂一丁目,虎ノ門,東京都港区赤坂1-14-14,35.666325,139.742448,C3-36.第35興和ビル / KOWA BLDG. NO.35,【2/1(木) 6:00 OPEN】,Open 6:00-22:00
渋谷区,宇田川町,-,東京都渋谷区宇田川町1-1,35.663954,139.698077,M1-01.渋谷区役所 / Shibuya City Office,-,Open for 24 hours
渋谷区,恵比寿二丁目,-,東京都渋谷区恵比寿2-27-18,35.645301,139.719613,M2-01.恵比寿保健相談所（恵比寿社会教育館）/ Ebisu Public Health Consultation Center,-,Open for 24 hours
渋谷区,恵比寿四丁目,-,東京都渋谷区恵比寿4-20-55,35.643163,139.713234,M2-02.アメリカ橋公園 / American Bridge Park,-,Open for 24 hours
渋谷区,恵比寿四丁目,-,東京都渋谷区恵比寿4-2-6,35.646491,139.710586,M2-03.サイカパーク恵比寿(2階) / Saika Park Ebisu (2nd floor) ,-,Open for 24 hours
渋谷区,広尾四丁目,-,東京都渋谷区広尾4-2-27,35.653331,139.721116,M2-04.広尾東公園 / Hiroo-Higashi Park,-,Open for 24 hours
渋谷区,広尾四丁目,-,東京都渋谷区広尾4-1-22,35.654439,139.717944,M2-05.日本赤十字医療センター / Japanese Red Cross Medical Center,-,Open for 24 hours
渋谷区,恵比寿一丁目,-,東京都渋谷区恵比寿1-28-1,35.647584,139.715514,M2-06.あいおいニッセイ同和損保恵比寿ビル / Aioi Nissay Dowa Insurance Ebisu Bldg.,-,Open for 24 hours
渋谷区,恵比寿一丁目,-,東京都渋谷区恵比寿1-19-23,35.647265,139.712731,M2-07.ファミリーマート恵比寿駅東店 / FamilyMart Ebisu Station East Store,-,Open for 24 hours
渋谷区,鉢山町,-,東京都渋谷区鉢山町9-31,35.651349,139.697995,M2-11.鉢山町 / Hachiyama-cho,-,Open for 24 hours
渋谷区,広尾一丁目,-,東京都渋谷区広尾1-1-39,35.650109,139.712599,"M2-12.恵比寿プライムスクエアタワー北	/ Ebisu Prime Square Tower North",-,Open for 24 hours
渋谷区,広尾一丁目,-,東京都渋谷区広尾1-1-39,35.650109,139.712599,M2-13.恵比寿プライムスクエアタワー南 / Ebisu Prime Square Tower South,-,Open for 24 hours
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1-12-1,35.658041,139.698262,M3-01.渋谷マークシティ / SHIBUYA MARK CITY,-,Open 6:00-23:59
渋谷区,桜丘町,-,東京都渋谷区桜ヶ丘23-21,35.655514,139.699962,M3-02.文化総合センター大和田 / Shibuya Cultural Center Owada,-,Open for 24 hours
渋谷区,猿楽町,-,東京都渋谷区猿楽町17-5,35.64887,139.699759,M3-03.代官山T-SITE / DAIKANYAMA T-SITE,-,Open for 24 hours
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-8-12,35.657555,139.704128,M3-06.渋谷第一生命ビル / Shibuya Daiichi Seimei Bldg.,-,Open for 24 hours
渋谷区,神泉町,-,東京都渋谷区神泉町8-16,35.655319,139.693779,M3-07.渋谷ファーストプレイス / Shibuya First Place,-,Open for 24 hours
渋谷区,宇田川町,-,東京都渋谷区宇田川町16-4,35.661252,139.699181,M3-09.ティップ.クロス TOKYO 渋谷 / TIP.X TOKYO Shibuya,-,OPEN 平日 / Weekday 7:00-23:00 土曜 / Sat. 9:30-22:00 日・祝日 / Sun. and Holidays 9:30-20:00
渋谷区,恵比寿一丁目,-,東京都渋谷区恵比寿1-19-15,35.647418,139.713208,M3-10.ウノサワ東急ビル / Unosawa Tokyu Bldg,-,Open for 24 hours
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1-10-8,35.656958,139.69852,M3-11.渋谷道玄坂東急ビル/ Shibuya Dogenzaka Tokyu Bldg,-,OPEN 5:10-23:50
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-12-18,35.656319,139.706081,M3-12.渋谷南東急ビル / Shibuya South Tokyu Bldg.,-,Open for 24 hours
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-22,35.658269,139.703059,M3-13.渋谷駅東口地下駐輪場 / Shibuya Station East Bicycle Basement,-,Open 4:45-24:30
渋谷区,恵比寿西一丁目,-,東京都渋谷区恵比寿西1-33-6,35.646929,139.703948,M3-15.co-ba ebisu,-,Open for 24 hours
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-23-21,35.66253,139.703017,M3-19.渋谷キャスト / SHIBUYA CAST,-,Open for 24 hours
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-26-21,35.654825,139.705131,M3-20.東急ステイ渋谷新南口 / TOKYU STAY Shibuya Shin-minamiguchi,-,Open for 24 hours
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1-21-1,35.656377,139.696496,M3-21.渋谷ソラスタ / SHIBUYA SOLASTA,-,Open for 24 hours
渋谷区,恵比寿三丁目,-,東京都渋谷区恵比寿3-7-2,35.645106,139.716888,M3-22.森谷ビル / Moriya Bldg,-,Open for 24 hours
渋谷区,円山町,-,東京都渋谷区円山町7-1,35.658251,139.694857,M3-23.円山町7-1 / Maruyama-cho7-1,-,OPEN 6:00-22:00
渋谷区,道玄坂二丁目,-,東京都渋谷区道玄坂2-25,35.659994,139.696469,M3-24.渋谷道玄坂２丁目駐輪場 / Shibuya Dogenzaka bicycle parking lot,-,Open 7:00-20:00
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ヶ谷5-24-2,35.686021,139.702427,M4-01.新宿タカシマヤ / TAKASHIMAYA Shinjuku Store,-,Open for 24 hours
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ヶ谷5-24-3,35.684399,139.703144,M4-03.NTTドコモ代々木ビル / NTT Docomo Yoyogi Bldg.,-,Open for 24 hours
渋谷区,神宮前三丁目,-,東京都渋谷区神宮前3-25-28,35.671479,139.708211,M4-06.THE SHARE 原宿 / THE SHARE Harajuku,-,Open for 24 hours
渋谷区,千駄ケ谷一丁目,-,東京都渋谷区千駄ヶ谷1-32,35.6807,139.712738,M4-07.千駄ヶ谷駅前 / Sendagaya Station,-,Open for 24 hours
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6-12-6,35.666212,139.70452,M4-13.J-cube,-,Open for 24 hours
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6-35-6,35.669064,139.702531,M4-16.神宮前6丁目 / Jingumae 6-chome,-,Open for 24 hours
渋谷区,初台一丁目,-,"東京都渋谷区初台1-53,54先",35.679474,139.686957,M5-01.初台駅南口 / Hatsudai Sta. South Exit,-,Open for 24 hours
渋谷区,代々木三丁目,-,東京都渋谷区代々木3-25-3,35.684713,139.692298,M5-02.あいおいニッセイ同和損保新宿ビル / Aioi Nissay Dowa Insurance Shinjuku Bldg.,-,Open for 24 hours
渋谷区,西原二丁目,-,東京都渋谷区西原2-53-1,35.671575,139.674789,M5-03.代々木大山公園 / Yoyogi Oyama Park,-,Open for 24 hours
渋谷区,上原三丁目,-,東京都渋谷区上原3-6-12,35.66782,139.680038,M5-08.古賀政男音楽博物館 / Koga Masao Music Museum,-,Open for 24 hours
渋谷区,西原三丁目,-,東京都渋谷区西原3-8,35.668903,139.679474,M5-09.代々木上原駅前 / Yoyogi-Uehara Station,-,Open for 24 hours
渋谷区,富ケ谷二丁目,-,東京都渋谷区富ヶ谷2-5-15,35.665932,139.686404,M5-10.富ヶ谷2丁目 / Tomigaya 2 chome,-,Open for 24 hours
渋谷区,代々木二丁目,-,東京都渋谷区代々木2-9-2,35.68819,139.698539,M5-11.あおい通り/ Aoi Street,-,Open for 24 hours
渋谷区,初台二丁目,-,東京都渋谷区初台2-6-9,35.675111,139.684593,M5-13.セブン-イレブン初台店 / Seven-Eleven Hatsudai Store,-,Open for 24 hours
渋谷区,代々木二丁目,-,東京都渋谷区代々木2-1-1,35.686888,139.698322,M5-15.新宿マインズタワー / SHINJUKU MAYNDS TOWER,-,Open for 24 hours
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区代々木2-2-1,35.68761,139.700386,M5-17.小田急サザンタワー / Odakyu Southern Tower,-,Open for 24 hours
渋谷区,初台一丁目,-,東京都渋谷区初台1-14-7,35.679109,139.685963,M5-18.Luxe初台 / Luxe Hatsudai,-,Open for 24 hours
渋谷区,代々木一丁目,-,東京都渋谷区代々木1-49-5,35.682904,139.698417,M5-19.グランリヴィエール代々木 / Grand Riviere Yoyogi,-,Open for 24 hours
渋谷区,幡ケ谷二丁目,-,東京都渋谷区幡ヶ谷2-13先,35.677622,139.67653,M6-01.幡ヶ谷駅高架下第一 / Hatagaya Sta. Underpass 1st,-,Open for 24 hours
渋谷区,笹塚一丁目,-,東京都渋谷区笹塚1-46-1,35.672844,139.665698,M6-02.サイカパーク笹塚 / Saika Park Sasazuka,-,Open for 24 hours
渋谷区,笹塚二丁目,-,東京都渋谷区笹塚2-32-8,35.674855,139.663423,M6-03.十三号通り公園 / 13 St. Park,-,Open for 24 hours
渋谷区,本町四丁目,-,東京都渋谷区本町4-11-5,35.687243,139.680774,M6-04.本町東べんてん橋公園 / Honmachi-Higashi Benten Bridge Park,-,Open for 24 hours
渋谷区,幡ケ谷二丁目,-,東京都渋谷区幡ヶ谷2-53-5,35.679077,139.674799,M6-05.七号通り公園 / 7 St. Park,-,Open for 24 hours
渋谷区,笹塚二丁目,-,東京都渋谷区笹塚2-1,35.676072,139.670186,M6-07.笹塚東 / Sasazuka Higashi,-,Open for 24 hours
渋谷区,本町六丁目,-,東京都渋谷区本町6-27-10,35.682382,139.677457,M6-08.Be Good 幡ヶ谷 / Be Good Hatagaya,-,Open for 24 hours 
渋谷区,本町二丁目,-,東京都渋谷区本町2-2-2,35.683796,139.684943,M6-09.ファミリーマート渋谷本町店 / Family Mart Shibuya Honmachi Store,-,Open for 24 hours
渋谷区,幡ケ谷一丁目,-,東京都渋谷区幡ヶ谷1-1-1,35.677338,139.678249,M6-10.京王コインパーク幡ヶ谷 / KEIO Coinpark Hatagaya,-,Open for 24 hours
渋谷区,笹塚一丁目,-,東京都渋谷区笹塚1-54,35.674761,139.669356,M6-11.京王サイクルパーク笹塚 / KEIO Cyclepark Sasazuka,-,Open for 24 hours
渋谷区,幡ケ谷三丁目,-,東京都渋谷区幡ヶ谷3-61-1,35.683167,139.673282,M6-12.LIVART SEASON 幡ヶ谷/ LIVART SEASON HATAGAYA,-,Open for 24 hours
渋谷区,西原二丁目,-,東京都渋谷区西原2-49-5,35.672808,139.674525,M6-13.JICA東京 / JICA TOKYO,-,Open for 24 hours
渋谷区,笹塚一丁目,-,東京都渋谷区笹塚1-60-5,35.673172,139.663903,M6-14.ドコモショップ笹塚店 / docomo shop Sasazuka,-,Open for 24 hours
渋谷区,幡ケ谷二丁目,-,東京都渋谷区幡ヶ谷2-19-9,35.677274,139.673738,M6-15.Cova Hatagaya,-,Open for 24 hours
渋谷区,西原二丁目,-,東京都渋谷区西原2-26-5,35.674583,139.678571,M6-16.パールマンション / Pearl Mansion,-,Open for 24 hours
渋谷区,笹塚一丁目,-,東京都渋谷区笹塚1-21-10,35.67307,139.668717,M6-17.笹塚一丁目駐輪場 / Sasazuka 1-chome bicycle parking lot,-,Open for 24 hours
渋谷区,本町三丁目,-,東京都渋谷区本町3-11,35.688948,139.682643,M6-18.セブン-イレブン渋谷本町3丁目店 / Seven-Eleven Shibuya Honmachi 3-chome,-,Open for 24 hours
新宿区,新宿一丁目,-,東京都新宿区新宿1-32,35.690643,139.711985,D1-01.花園西公園 / Hanazono Nishi Park,-,Open for 24 hours
新宿区,内藤町,-,東京都新宿区内藤町87,35.687574,139.714421,D1-02.四谷特別出張所 / Yotsuya Special District Office,-,Open for 24 hours
新宿区,左門町,-,東京都新宿区左門町19,35.684722,139.720801,D1-03.新左門児童遊園 / Shin-samon Children's Playground,-,Open for 24 hours
新宿区,四谷,-,東京都新宿区四谷1-12,35.6841,139.728606,D1-04.四谷見附公園 / Yotsuya Mitsuke Park,-,Open for 24 hours
新宿区,大京町,-,東京都新宿区大京町29,35.682244,139.715618,D1-06.四谷第六小学校北 / Yotsuya Dairoku Elementary School North,-,Open for 24 hours
新宿区,新宿一丁目,-,東京都新宿区新宿1-15-5,35.689763,139.710151,D1-07.Belle ビル / Belle Building,-,Open for 24 hours
新宿区,四谷三栄町,-,東京都新宿区四谷三栄町12-16,35.689949,139.725875,D1-08.新宿歴史博物館 / Shinjuku Historical Museum,-,Open 9:30-17:30 休館日は第2・第4月曜日(休日にあたる場合は、その翌日)、年末年始12月29日-1月3日
新宿区,新宿一丁目,-,東京都新宿区新宿1-33-13,35.690965,139.712071,D1-09.NTT四谷ビル / NTT Yotsuya Building,-,Open for 24 hours
新宿区,片町,-,東京都新宿区片町4-9,35.691841,139.724375,D1-10.曙橋駐輪場 / Akebonobashi Cycle Port,-,Open for 24 hours
新宿区,霞ヶ丘町,-,東京都新宿区霞ヶ丘町11-3,35.680042,139.715562,D1-11.三井ガーデンホテル神宮外苑の杜プレミア / Mitsui Garden Hotel Jingugaien Tokyo Premier,-,Open for 24 hours
新宿区,四谷四丁目,-,東京都新宿区四谷4-30-21,35.689002,139.714604,D1-12.ジェノヴィア新宿御苑グリーンヴェール / GENOVIA Shinjuku Gyoen green veil,-,Open for 24 hours
新宿区,内藤町,-,東京都新宿区内藤町11番地,35.685597,139.708246,D1-13.新宿御苑新宿門【西側】/ Shinjuku Gyoen National Garden Shinjuku Gate【West Side】,-,Open for 24 hours
新宿区,四谷,-,東京都新宿区四谷1-6-1,35.6874,139.729236,D1-14.コモレ四谷 / CO・MO・RE YOTSUYA,-,Open for 24 hours
新宿区,四谷三丁目,-,東京都新宿区四谷3-12,35.68755,139.719621,D1-15.フロンティア四谷 / Frontier Yotsuya,-,Open for 24 hours
新宿区,新宿一丁目,-,東京都新宿区新宿1-30-16,35.69011,139.712918,D1-16.ルネ新宿御苑タワー / Rune Shinjuku Gyoen Tower,-,Open for 24 hours
新宿区,津久戸町,-,東京都新宿区津久戸町1-2,35.702379,139.741459,D2-01.あずさセンタービル（軽子坂通り）/ Azusa Center Building （Karukozaka Street）,-,Open for 24 hours
新宿区,神楽河岸,-,東京都新宿区神楽河岸1-1先,35.700954,139.743573,D2-06.飯田濠 / Iidabori,-,Open for 24 hours
新宿区,矢来町,-,東京都新宿区矢来町6番地,35.70022,139.730891,D2-08.旧市ヶ谷商業高校 / Former Ichigaya Commercial High Schoo,-,Open for 24 hours
新宿区,岩戸町,-,東京都新宿区岩戸町11番地,35.700952,139.736483,D2-09.セブン-イレブン 新宿岩戸町店 / Seven-Eleven Shinjuku Iwato-cho store ,-,Open for 24 hours
新宿区,市谷砂土原町三丁目,-,東京都新宿区市谷砂土原町3-4-1,35.696224,139.735868,D2-10.市谷砂土原町3丁目 / Ichigaya Sadohara 3-Chome,-,Open for 24 hours
新宿区,神楽坂五丁目,-,東京都新宿区神楽坂5-20-5,35.702534,139.73919,D2-11.神楽坂アインスタワー / KAGURAZAKA EINS TOWER,-,Open for 24 hours
新宿区,新小川町,-,東京都新宿区新小川町4-11,35.705554,139.742915,D2-12.ヴィアイン飯田橋後楽園 / VIA INN Iidabashi Korakuen,-,Open for 24 hours
新宿区,市谷本村町,-,東京都新宿区市谷本村町7-4,35.695143,139.72523,D2-13.THE CENTER TOKYO,-,Open for 24 hours
新宿区,赤城元町,-,東京都新宿区赤城元町2-1,35.704254,139.735821,D2-14.ローソン神楽坂駅北店 / LAWSON Kagurazaka Station North Shop,-,Open for 24 hours
新宿区,市谷本村町,-,東京都新宿区市谷本村町2-1クイーポビル,35.690788,139.732527,D2-17.genten市ヶ谷店 / genten Ichigaya store,-,Open for 24 hours
新宿区,西早稲田三丁目,-,東京都新宿区西早稲田3-5,35.711608,139.716011,D3-03.甘泉園公園 / Kansenen Park,-,Open for 24 hours
新宿区,早稲田町,-,東京都新宿区早稲田町78,35.706103,139.723397,D3-04.鶴巻南公園 / Tsurumaki-Minami Park,-,Open for 24 hours
新宿区,高田馬場三丁目,-,東京都新宿区高田馬場3-18-10,35.713918,139.69831,D3-06.セブン-イレブン 高田馬場3丁目中央店 / Seven-Eleven Takadanobaba 3-Chome Chuo store,-,Open for 24 hours
新宿区,高田馬場二丁目,-,東京都新宿区高田馬場 2-18-1,35.714404,139.705095,D3-07.戸塚特別出張所 / Totsuka Special District Office,-,Open for 24 hours
新宿区,高田馬場四丁目,-,東京都新宿区高田馬場4-12-5,35.713002,139.701421,D3-08.ホテルリブマックス高田馬場駅前 / HOTEL LiVEMAX TAKADANOBABA-EKIMAE,-,Open for 24 hours
新宿区,西早稲田三丁目,-,東京都新宿区西早稲田3-17-37,35.712452,139.713156,D3-09.西早稲田3丁目 / INishi-Waseda 3-Chome,-,Open for 24 hours
新宿区,高田馬場四丁目,-,東京都新宿区高田馬場4-15-1,35.712135,139.701257,D3-14.コーシャハイム高田馬場 / Kosha Heim Takadanobaba,-,Open for 24 hours
新宿区,西早稲田三丁目,-,東京都新宿区西早稲田3-20-24,35.711226,139.711901,D3-15.カースルいずみ / Castle Izumi,-,Open for 24 hours
新宿区,山吹町,-,東京都新宿区山吹町362,35.708762,139.730576,D3-16.セジョリ江戸川橋 / C’est joli edogawabashi,-,Open for 24 hours
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町3-36,35.695004,139.723217,D4-01.市谷仲之町 / Ichigaya Nakanocho,-,Open for 24 hours
新宿区,市谷本村町,-,東京都新宿区市谷本村町10-5,35.694493,139.731247,D4-02.JICA市ヶ谷ビル（地球ひろば/研究所）/ JICA Ichigaya Building（Global Plaza/Research Institute）,-,Open for 24 hours
新宿区,市谷加賀町二丁目,-,東京都新宿区市谷加賀町2-3-2,35.695715,139.727941,D4-03.市谷加賀町2丁目/ Ichigaya Kagacho 2-Chome,-,Open for 24 hours
新宿区,若松町,-,東京都新宿区若松町31-5,35.699981,139.719845,D4-04.ジェノヴィア新宿早稲田グリーンヴェール / GENOVIA Shinjuku Waseda green veil,-,Open for 24 hours
新宿区,新宿七丁目,-,東京都新宿区新宿7-17-16,35.700626,139.711404,D4-05.カスタリア新宿7丁目 / CASTALIA Shinjuku 7-chome,-,Open for 24 hours
新宿区,河田町,-,東京都新宿区河田町7-12,35.697054,139.718725,D4-06.グリーンフォート河田 / Green Fort Kawada,-,Open for 24 hours
新宿区,余丁町,-,東京都新宿区余丁町10-10,35.698351,139.716364,D4-07. 新宿余丁町ビル / Shinjuku Yochomachi Bldg.,-,Open for 24 hours
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町4-27,35.696191,139.722614,D4-09.トミンハイム仲之町 / Tomin Heim Nakanomachi,-,Open for 24 hours
新宿区,余丁町,-,東京都新宿区余丁町6-13,35.696608,139.713165,D4-10.東新宿ポート（余丁町6番）/ Higashi-Shinjuku Port,-,Open for 24 hours
新宿区,新宿七丁目,-,東京都新宿区新宿7-27-19,35.699853,139.70817,D4-11.トヨタモビリティ東京 新宿明治通り南店 / Toyota Mobility Tokyo - Shinjuku meijidori south,-,Open for 24 hours
新宿区,大久保三丁目,-,東京都新宿区大久保3-1-2,35.70498,139.708079,D5-01.新宿コズミックセンター / Shinjuku Cosmic Center,-,Open for 24 hours
新宿区,北新宿三丁目,-,東京都新宿区北新宿3-20,35.70265,139.689558,D5-03.北新宿公園 / Kita-Shinjuku Park,-,Open for 24 hours
新宿区,百人町四丁目,-,東京都新宿区百人町4-1,35.707488,139.700885,D5-04.西戸山公園野球場 / Nishi-Toyama Baseball Ground,-,Open for 24 hours
新宿区,大久保三丁目,-,東京都新宿区大久保3-1-1,35.705208,139.70722,D5-05.中央図書館 / Chuo Library,-,Open 火-土 / Tue.-Sat. 9:00-21:45 日・祝 / Sun. Holiday 9:00-18:00 
新宿区,百人町一丁目,-,東京都新宿区百人町1-23-24,35.699284,139.697479,D5-07.百人町1丁目 / Hyakunincho 1chome,-,Open for 24 hours
新宿区,大久保三丁目,-,東京都新宿区大久保3-170-316,35.707861,139.708323,D5-08. ウエリス新宿早稲田の森 / Wellith Shinjuku Waseda no Mori,-,Open for 24 hours
新宿区,百人町二丁目,-,東京都新宿区百人町2-2-32,35.703072,139.70171,D5-09.ハウジングステージ新宿 / HousingStage Shinjuku,-,Open for 24 hours
