指標名,レストラン,,,,,,,
出典,hotpepper,,,,,,,
年次,2024/01/19取得,,,,,,,
URL,http://webservice.recruit.co.jp/hotpepper/gourmet/v1,,,,,,,
備考,(2021年度：35615件、2022年度：35814件、2023年度：15927件),,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,レストラン名,ジャンル,URL
新宿区,西新宿７丁目,-,東京都新宿区西新宿７-9-18　第３雨宮ビル1階,35.6944721,139.6980434,塚田農場 西新宿小滝橋店 鹿児島県霧島市,居酒屋,https://www.hotpepper.jp/strJ000999775/?vos=nhppalsa000016
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町１-11-6  ロイヤル歌舞伎町第1ビル,35.69511938,139.7027908,魚魚家,居酒屋,https://www.hotpepper.jp/strJ001119193/?vos=nhppalsa000016
新宿区,西新宿７丁目,-,東京都新宿区西新宿７－１０－１０　西村ビル　２Ｆ,35.69401937,139.6980626,俺の串かつ黒田 西新宿小滝橋店,居酒屋,https://www.hotpepper.jp/strJ001027441/?vos=nhppalsa000016
新宿区,信濃町,-,東京都新宿区信濃町３４ トーシン信濃町ビル ２F,35.68064285,139.7197202,魚民 信濃町駅前店,居酒屋,https://www.hotpepper.jp/strJ001010087/?vos=nhppalsa000016
新宿区,新宿３丁目,-,東京都新宿区新宿３-31-5 新宿ペガサス館4F,35.6907074,139.7037678,きまぐれ小鉢料理 ZERO Kitchen,居酒屋,https://www.hotpepper.jp/strJ001283621/?vos=nhppalsa000016
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場３-1-4 吾妻ビル,35.71440168,139.703688,Karaoke&Talk Bar 和夢 なごむ,バー・カクテル,https://www.hotpepper.jp/strJ001265104/?vos=nhppalsa000016
新宿区,新宿３丁目,-,東京都新宿区新宿３-23-12 パンドラビルB1,35.69340314,139.7011549,生麺フォー専門店PhoAn　新宿本店（フォーアン）,アジア・エスニック料理,https://www.hotpepper.jp/strJ003500004/?vos=nhppalsa000016
新宿区,北新宿４丁目,-,東京都新宿区北新宿４-28-11  ハピネス大町１階,35.70702771,139.6907144,カフェ エニシダ,カフェ・スイーツ,https://www.hotpepper.jp/strJ001260745/?vos=nhppalsa000016
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂３－６,35.70084364,139.7406829,神楽坂 前田,和食,https://www.hotpepper.jp/strJ000745333/?vos=nhppalsa000016
新宿区,大久保１丁目,-,東京都新宿区大久保１丁目１６－１６　祥栄ビル２０３,35.70102816,139.7030497,東京 重慶小麺 味道 新大久保店,中華,https://www.hotpepper.jp/strJ003450122/?vos=nhppalsa000016
新宿区,四谷３丁目,-,東京都新宿区四谷３－８－１  メゾンメトロビル４F,35.68782985,139.7208726,旨処 花我味,和食,https://www.hotpepper.jp/strJ001251069/?vos=nhppalsa000016
新宿区,上落合３丁目,-,東京都新宿区上落合３-10-3 1F&2F,35.71020966,139.6833307,Cozy Style COFFEE コージースタイルコーヒー,カフェ・スイーツ,https://www.hotpepper.jp/strJ003410317/?vos=nhppalsa000016
新宿区,西新宿６丁目,-,東京都新宿区西新宿６-５-１　新宿アイランドタワーパティオ　B１,35.69324877,139.6932025,CHINA DOLL チャイナドール 新宿アイランドタワー店,居酒屋,https://www.hotpepper.jp/strJ001129058/?vos=nhppalsa000016
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂６－２６－８,35.70367599,139.7365081,今彩,創作料理,https://www.hotpepper.jp/strJ000631331/?vos=nhppalsa000016
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町２-25-8 エコプレイス新宿1F,35.6953666,139.7038185,Fast Dish,ダイニングバー・バル,https://www.hotpepper.jp/strJ001283352/?vos=nhppalsa000016
新宿区,神楽河岸１丁目,-,東京都新宿区神楽河岸1-1 セントラルプラザRAMULA 1F,35.70085871,139.7435138,ランタナ食堂,イタリアン・フレンチ,https://www.hotpepper.jp/strJ003473930/?vos=nhppalsa000016
新宿区,新宿１丁目,-,東京都新宿区新宿１-35-9 カテリーナ新宿蔵王,35.6908784,139.7108733,Fufu東京,居酒屋,https://www.hotpepper.jp/strJ003599418/?vos=nhppalsa000016
新宿区,百人町２丁目,-,東京都新宿区百人町２-21-2　牧田ビル1F,35.70177709,139.6974426,楊国福マーラータン 新大久保店,中華,https://www.hotpepper.jp/strJ001278874/?vos=nhppalsa000016
新宿区,新宿,-,東京都新宿区新宿１東京都新宿区新宿1-14-4AMビル1F,35.68911775,139.710384,二代目せがわ,和食,https://www.hotpepper.jp/strJ003559219/?vos=nhppalsa000016
新宿区,新宿１丁目,-,東京都新宿区新宿１丁目24-7 ルネ御苑プラザ１F,35.69004608,139.7139011,福怡軒,中華,https://www.hotpepper.jp/strJ003388066/?vos=nhppalsa000016
新宿区,信濃町,-,東京都新宿区信濃町１１‐４　五十嵐ビルＢ１Ｆ,35.68386832,139.7196892,TOKYO STYLE CURRY RED CHILI,洋食,https://www.hotpepper.jp/strJ000744364/?vos=nhppalsa000016
新宿区,西新宿１丁目,-,東京都新宿区西新宿１-19-2 シルバービル 3F,35.68835361,139.6975729,C.STAND（シースタンド）　西新宿一丁目店,バー・カクテル,https://www.hotpepper.jp/strJ003298340/?vos=nhppalsa000016
新宿区,西新宿,-,東京都新宿区西新宿４‐１７‐３　ベルパークシティ１Ｆ,35.68909465,139.6876806,サラダニース 西新宿4丁目店,ダイニングバー・バル,https://www.hotpepper.jp/strJ000004976/?vos=nhppalsa000016
新宿区,新宿３丁目,-,東京都新宿区新宿３-７-９-Ｂ１,35.69097494,139.7063815,和 Nagomi 新宿,カラオケ・パーティ,https://www.hotpepper.jp/strJ001179401/?vos=nhppalsa000016
新宿区,大久保１丁目,-,東京都新宿区大久保１-7-21,35.70084242,139.7055528,ベトナム料理 リスちゃん 新大久保,アジア・エスニック料理,https://www.hotpepper.jp/strJ003297029/?vos=nhppalsa000016
新宿区,大久保２丁目,-,東京都新宿区大久保２丁目１番１１号 モナーク大久保１階,35.70191182,139.7084156,祥龍刀削麺荘,中華,https://www.hotpepper.jp/strJ003532041/?vos=nhppalsa000016
新宿区,神楽河岸,-,東京都新宿区神楽河岸１‐１ セントラルプラザラムラ１Ｆ,35.70173781,139.7444967,越後そば酒房 笹陣 飯田橋店,和食,https://www.hotpepper.jp/strJ000641060/?vos=nhppalsa000016
新宿区,大京町３１丁目,-,東京都新宿区大京町31-4 Brillia ist 千駄ヶ谷 1F,35.68129429,139.7142656,グッドモーニングカフェ GOOD MORNING CAFE ナワデイズ NOWADAYS 千駄ヶ谷,イタリアン・フレンチ,https://www.hotpepper.jp/strJ000806252/?vos=nhppalsa000016
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町２-20-11　玉野ビル4F D号室,35.69758719,139.7040847,新宿クラス,バー・カクテル,https://www.hotpepper.jp/strJ003365903/?vos=nhppalsa000016
新宿区,新宿,-,東京都新宿区新宿１‐２９‐７　廣瀬ビルＢ１Ｆ,35.69049794,139.7125674,八十八 新宿御苑,ダイニングバー・バル,https://www.hotpepper.jp/strJ000123627/?vos=nhppalsa000016
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１-３５-３　ビッグボックス高田馬場７F ,35.71258412,139.7043922,自遊空間 BIGBOX高田馬場店,カラオケ・パーティ,https://www.hotpepper.jp/strJ000705391/?vos=nhppalsa000016
新宿区,神楽坂２丁目,-,東京都新宿区神楽坂２丁目12-1　ラインビルド神楽坂105号室,35.70120751,139.7416133,神楽坂 とりや蝦名,和食,https://www.hotpepper.jp/strJ001295526/?vos=nhppalsa000016
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町１丁目14-4 川新ビル 3F,35.6945122,139.7019528,煙間 ENMA 歌舞伎町店,バー・カクテル,https://www.hotpepper.jp/strJ003432160/?vos=nhppalsa000016
新宿区,中井１丁目,-,東京都新宿区中井１-3-8,35.71490391,139.6853559,Moon Cafe ムーンカフェ,カフェ・スイーツ,https://www.hotpepper.jp/strJ003581415/?vos=nhppalsa000016
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田３－２７－４　キャラット河俣B1,35.71167328,139.7106333,次郎亭 高田馬場,居酒屋,https://www.hotpepper.jp/strJ000003328/?vos=nhppalsa000016
新宿区,新宿３丁目,-,東京都新宿区新宿３-14-24 パークシティ3,35.69201813,139.7053232,Coffee Lounge Lemon コーヒーラウンジレモン,カフェ・スイーツ,https://www.hotpepper.jp/strJ000123829/?vos=nhppalsa000016
新宿区,新宿３丁目,-,東京都新宿区新宿３-21-4第二サンパークビル2F,35.69302237,139.702157,串タロー 東口店 新宿,創作料理,https://www.hotpepper.jp/strJ000748842/?vos=nhppalsa000016
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場３-16-21 乙二ビル1階,35.71451683,139.6994494,bocage ボカージュ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ003516245/?vos=nhppalsa000016
新宿区,西新宿１丁目,-,東京都新宿区西新宿１-26-2 新宿野村ビルB2F,35.69299442,139.695339,イエローカンパニー 新宿店,洋食,https://www.hotpepper.jp/strJ001278269/?vos=nhppalsa000016
新宿区,新宿６丁目,-,東京都新宿区新宿６-4-2　コスモス18M　1階,35.69345281,139.7099344,新宿 六,ダイニングバー・バル,https://www.hotpepper.jp/strJ001232355/?vos=nhppalsa000016
新宿区,新宿２丁目,-,東京都新宿区新宿２-18-5 第二成光ビル1階,35.69109691,139.7079986,Mr Tokyo BURGER S cafe ミスタートウキョウ バーガーズカフェ,その他グルメ,https://www.hotpepper.jp/strJ001268243/?vos=nhppalsa000016
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場２-1-1,35.71195795,139.7098012,まっちゃんカレー,洋食,https://www.hotpepper.jp/strJ001283443/?vos=nhppalsa000016
新宿区,西新宿１丁目,-,東京都新宿区西新宿１-15-6,35.68867828,139.6972243,新宿 ことぶき,居酒屋,https://www.hotpepper.jp/strJ000652758/?vos=nhppalsa000016
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町１-14-5 第3金嶋ビル 6F,35.69471051,139.7020225,SHISHA BAR MOCO's,バー・カクテル,https://www.hotpepper.jp/strJ001276091/?vos=nhppalsa000016
新宿区,荒木町,-,東京都新宿区荒木町1 一番館ビル 1F,35.68888225,139.7218141,Ruscello ルシェッロ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ003648878/?vos=nhppalsa000016
新宿区,北新宿,-,東京都新宿区北新宿１‐3‐15　野原ビル103,35.69821301,139.696089,Spice Bar モンカリー,居酒屋,https://www.hotpepper.jp/strJ003365767/?vos=nhppalsa000016
新宿区,西新宿８丁目,-,東京都新宿区西新宿８-14-18 若菜ビル,35.69507575,139.691642,山陰海鮮炉端かば 西新宿店,居酒屋,https://www.hotpepper.jp/strJ003516506/?vos=nhppalsa000016
新宿区,新宿３丁目,-,東京都新宿区新宿３－３６－５　メトロプラザ３ビル,35.69015602,139.7018433,カラオケ館 新宿中央口店,カラオケ・パーティ,https://www.hotpepper.jp/strJ000011385/?vos=nhppalsa000016
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場２-15-4金田ビル1階,35.7136313,139.707053,GRILL DINING SOUJYU ソウジュ,創作料理,https://www.hotpepper.jp/strJ000742815/?vos=nhppalsa000016
新宿区,新宿３丁目,-,東京都新宿区新宿３－３５－５　守ビル１Ｆ,35.68976441,139.7023849,信州屋 新宿南口店,和食,https://www.hotpepper.jp/strJ000233959/?vos=nhppalsa000016
新宿区,大久保１丁目,-,東京都新宿区大久保１-１-１１ コントワール 新宿 308号室,35.69840102,139.7055118,リノスペ新宿,カラオケ・パーティ,https://www.hotpepper.jp/strJ003671627/?vos=nhppalsa000016
新宿区,大久保３丁目,-,東京都新宿区大久保３丁目８－４　住友不動産新宿ガーデンタワーアネックス2F,35.70920974,139.7028974,クッチーナカフェ オリーヴァ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001179033/?vos=nhppalsa000016
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町２-34-8　第5Sビル3F,35.69692751,139.7029268,和食BAR 伊万里,居酒屋,https://www.hotpepper.jp/strJ001207629/?vos=nhppalsa000016
新宿区,新宿３丁目,-,東京都新宿区新宿３－１２－１佐藤ビル1F,35.69171707,139.706054,エカイエJP ジャックポット 新宿,ダイニングバー・バル,https://www.hotpepper.jp/strJ000797450/?vos=nhppalsa000016
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町１－１０－１１　第１平沢ビル１F,35.69485275,139.7031208,わ蔵 WAKURA,ラーメン,https://www.hotpepper.jp/strJ000022152/?vos=nhppalsa000016
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町１－３－７　新宿センター街 思い出の抜け道 内2F,35.69474861,139.7036779,類は友を呼ぶ 新宿店,居酒屋,https://www.hotpepper.jp/strJ003432909/?vos=nhppalsa000016
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１-17-18,35.71181457,139.7075278,胡家小館　張亮麻辣湯　高田馬場店,中華,https://www.hotpepper.jp/strJ001295986/?vos=nhppalsa000016
新宿区,新宿１丁目,-,東京都新宿区新宿１－13－11　シブヤビル１F,35.68897947,139.7116469,中華居酒屋 福錦,中華,https://www.hotpepper.jp/strJ001212576/?vos=nhppalsa000016
新宿区,西新宿,-,東京都新宿区西新宿１‐２‐７　思い出横丁,35.69286399,139.6995267,第一宝来家,焼肉・ホルモン,https://www.hotpepper.jp/strJ000839361/?vos=nhppalsa000016
新宿区,高田馬場,-,東京都新宿区高田馬場２‐１４‐４,35.71260363,139.7068475,鳥やす 支店,和食,https://www.hotpepper.jp/strJ000954930/?vos=nhppalsa000016
新宿区,西新宿１丁目,-,東京都新宿区西新宿１-１９-１４　西新宿Ｂ＆Ｖビル,35.68803946,139.697116,カラオケ館 西新宿店,カラオケ・パーティ,https://www.hotpepper.jp/strJ000011387/?vos=nhppalsa000016
新宿区,住吉町１丁目,-,東京都新宿区住吉町1-19 サトクラ曙橋ビル1F,35.69222414,139.7231431,小料理 ぐっすり,創作料理,https://www.hotpepper.jp/strJ003388069/?vos=nhppalsa000016
新宿区,四谷２丁目,-,東京都新宿区四谷２－３－１９　四谷大新ビル2F,35.68713758,139.7267052,La Beaute ラ ボーテ,和食,https://www.hotpepper.jp/strJ000759400/?vos=nhppalsa000016
新宿区,西新宿６丁目,-,東京都新宿区西新宿６－５－１　新宿アイランドタワーアイランドパティオＢ１Ｆ　スパイスロード内,35.69284409,139.6930609,TANTO DOMANI タント ドマーニ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ000864172/?vos=nhppalsa000016
新宿区,新宿３丁目,-,東京都新宿区新宿３-3-7 三慶ビルB1階,35.69068274,139.7059818,新宿三丁目スタジアム,バー・カクテル,https://www.hotpepper.jp/strJ001276167/?vos=nhppalsa000016
新宿区,新宿,-,東京都新宿区新宿３‐７‐７　十字屋ビル２Ｆ ,35.69102299,139.7063617,ビゴーテ bigote,ダイニングバー・バル,https://www.hotpepper.jp/strJ000814387/?vos=nhppalsa000016
新宿区,西新宿６丁目,-,東京都新宿区西新宿６-10-1 日土地西新宿ビル2F,35.69460522,139.6907393,中華料理 蜀香園 ショクコウエン 日土地西新宿ビル,中華,https://www.hotpepper.jp/strJ001212509/?vos=nhppalsa000016
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町１-3-10,35.69488332,139.703774,上海家庭料理 上海小吃,中華,https://www.hotpepper.jp/strJ000711815/?vos=nhppalsa000016
新宿区,大久保１丁目,-,東京都新宿区大久保１－４－２０,35.70080885,139.7071599,さんどうぃち&BAR アテカ,カフェ・スイーツ,https://www.hotpepper.jp/strJ001274109/?vos=nhppalsa000016
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場３-12-27,35.71369364,139.7013107,鰻酒場 スミカ,居酒屋,https://www.hotpepper.jp/strJ000248345/?vos=nhppalsa000016
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町１-12-3  MONビル5F,35.69487856,139.7023797,まぐろ屋 蓬 YOMOGI,居酒屋,https://www.hotpepper.jp/strJ001238040/?vos=nhppalsa000016
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町１-16-6 第６ポールスタービル３F,35.69394643,139.7017931,BLOW ブロウ 歌舞伎町,バー・カクテル,https://www.hotpepper.jp/strJ003365073/?vos=nhppalsa000016
新宿区,新宿,-,東京都新宿区新宿６‐７‐３,35.69353361,139.7089175,中国料理 歓 ファン 新宿,中華,https://www.hotpepper.jp/strJ000244989/?vos=nhppalsa000016
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町１-2-13 新光ビル 1Ｆ,35.69476335,139.7044059,元祖どないや 新宿区役所通り店,居酒屋,https://www.hotpepper.jp/strJ001153733/?vos=nhppalsa000016
新宿区,新宿３丁目,-,東京都新宿区新宿３丁目１２－７,35.69308181,139.7023284,ゲウチャイ 新宿店,アジア・エスニック料理,https://www.hotpepper.jp/strJ000978837/?vos=nhppalsa000016
新宿区,大久保２丁目,-,東京都新宿区大久保２-26-1 1F,35.7013737,139.7036499,とんちゃん コプチャン,韓国料理,https://www.hotpepper.jp/strJ001291905/?vos=nhppalsa000016
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目1番4号京王百貨店8階,35.69012706,139.6991593,京都田ごと光悦舗 新宿京王百貨店,和食,https://www.hotpepper.jp/strJ003612009/?vos=nhppalsa000016
新宿区,四谷１丁目,-,東京都新宿区四谷１－９－３　新盛ビル２Ｆ,35.68597664,139.728194,The Rising Sun ザ ライジング サン,バー・カクテル,https://www.hotpepper.jp/strJ000032483/?vos=nhppalsa000016
新宿区,新宿５丁目,-,東京都新宿区新宿５-10-4 B4ビル1階,35.69211097,139.7082657,串あげ酒場 私の串 新宿 新宿三丁目店,居酒屋,https://www.hotpepper.jp/strJ003648444/?vos=nhppalsa000016
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町１-18-8　第一モナミビル２F,35.69477494,139.7017209,居酒屋一休 新宿歌舞伎町店,居酒屋,https://www.hotpepper.jp/strJ001017604/?vos=nhppalsa000016
新宿区,納戸町１５丁目,-,東京都新宿区納戸町15-9武石ビル1F,35.69829096,139.733565,ブラッスリー クルール,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001249150/?vos=nhppalsa000016
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１-6‐15　荒井ビル1階,35.71174653,139.7077372,蝦兵蟹将,中華,https://www.hotpepper.jp/strJ003649092/?vos=nhppalsa000016
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場３-4-16 MKビル 2F,35.71462552,139.7028128,本格湖南料理 李厨 高田馬場店,中華,https://www.hotpepper.jp/strJ001283678/?vos=nhppalsa000016
新宿区,百人町１丁目,-,東京都新宿区百人町１丁目18-11,35.70162152,139.6960091,猫カフェ　猫喫茶 空陸家plus大久保店,カフェ・スイーツ,https://www.hotpepper.jp/strJ002647961/?vos=nhppalsa000016
新宿区,市谷左内町,-,東京都新宿区市谷左内町5　lowp　haus　B1F～１F,35.69304574,139.7346326,Lowp kitchen ロウプキッチン 市ヶ谷,ダイニングバー・バル,https://www.hotpepper.jp/strJ001186271/?vos=nhppalsa000016
新宿区,百人町１丁目,-,東京都新宿区百人町１-18-8　大久保カドビル104,35.70163789,139.6954709,本格中国式朝食&屋台料理 煎餅菓子研究室 みみ,中華,https://www.hotpepper.jp/strJ001262916/?vos=nhppalsa000016
新宿区,住吉町８丁目,-,東京都新宿区住吉町8－20　四ツ谷ヂンゴビル1F,35.6930365,139.7213032,BOUCHON CRAFTCOMPANY,ダイニングバー・バル,https://www.hotpepper.jp/strJ001285155/?vos=nhppalsa000016
新宿区,中井１丁目,-,東京都新宿区中井１-3-8 松栄第一　１Ｆ,35.71490252,139.6853667,鉄板居酒屋 春海,お好み焼き・もんじゃ,https://www.hotpepper.jp/strJ001116458/?vos=nhppalsa000016
新宿区,新小川町３丁目,-,東京都新宿区新小川町3-4,35.70442356,139.7422562,ワインバル ボローニャ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ003497380/?vos=nhppalsa000016
新宿区,四谷三栄町３丁目,-,東京都新宿区四谷三栄町3-10　ルネ三栄1階,35.68776612,139.7265707,鶏焼肉 のんき,焼肉・ホルモン,https://www.hotpepper.jp/strJ001286846/?vos=nhppalsa000016
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町２-36-3 新宿Acb会館 3F,35.69590122,139.7024077,ニーナナ喫茶,カフェ・スイーツ,https://www.hotpepper.jp/strJ003693694/?vos=nhppalsa000016
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場３-4-4　Y.Sプラザ1F,35.71445331,139.702745,串鐵 高田馬場店,居酒屋,https://www.hotpepper.jp/strJ000759030/?vos=nhppalsa000016
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目18-5中沖ビル 1階,35.68876219,139.6983028,かしわ 西新宿店,居酒屋,https://www.hotpepper.jp/strJ003671711/?vos=nhppalsa000016
新宿区,百人町１丁目,-,東京都新宿区百人町１-9-22,35.69847336,139.6998314,Cafe Moon U カフェ ムーンユー,カフェ・スイーツ,https://www.hotpepper.jp/strJ001292153/?vos=nhppalsa000016
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町１－３－７　金嶋ビル,35.69477833,139.7036107,旬彩 はなれ 新宿歌舞伎町店,居酒屋,https://www.hotpepper.jp/strJ001136502/?vos=nhppalsa000016
新宿区,西新宿１丁目,-,東京都新宿区西新宿１-1-3　小田急百貨店 新宿店(本館 B2F),35.69116863,139.6996609,サラダデリマルゴ 小田急百貨店 新宿店,その他グルメ,https://www.hotpepper.jp/strJ002648131/?vos=nhppalsa000016
新宿区,新宿５丁目,-,東京都新宿区新宿５－１０－１４新宿ＮＴビル１Ｆ,35.69339027,139.7081323,台湾小皿料理 荘園 そうえん,中華,https://www.hotpepper.jp/strJ000806412/?vos=nhppalsa000016
新宿区,西新宿,-,東京都新宿区西新宿２ 6-1 新宿住友ビル1F,35.69126369,139.6922968,Oyster Bar & Restaurant Ostrea オストレア 新宿住友ビル店,イタリアン・フレンチ,https://www.hotpepper.jp/strJ003340487/?vos=nhppalsa000016
新宿区,西新宿１丁目,-,東京都新宿区西新宿１-5-1新宿小田急ハルク B2F,35.69254067,139.6986146,ナチュラル ファストフード シンビ,その他グルメ,https://www.hotpepper.jp/strJ002648134/?vos=nhppalsa000016
新宿区,新宿５丁目,-,東京都新宿区新宿５丁目　８－６ ホテルたてしな 1F,35.69232097,139.7090337,新宿喫茶 りこりす,洋食,https://www.hotpepper.jp/strJ003516256/?vos=nhppalsa000016
新宿区,神楽坂１丁目,-,東京都新宿区神楽坂１-11ふぁーぶる2F,35.700464,139.7420986,坂下良酒倉庫,居酒屋,https://www.hotpepper.jp/strJ001263741/?vos=nhppalsa000016
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町２-45-4　第2与三郎ビル6階,35.69653249,139.7004468,バームーンウォーク 200yen bar moon walk 西武新宿駅前店,バー・カクテル,https://www.hotpepper.jp/strJ001186014/?vos=nhppalsa000016
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田１-17-5 タオタビル2階,35.71125357,139.7197309,やーや 四川料理,中華,https://www.hotpepper.jp/strJ003693201/?vos=nhppalsa000016
新宿区,西新宿１丁目,-,東京都新宿区西新宿１－１４－６　新宿西勢ビル　１Ｆ,35.6885819,139.6970065,日高屋 西新宿1丁目店,ラーメン,https://www.hotpepper.jp/strJ000124737/?vos=nhppalsa000016
新宿区,新宿,-,東京都新宿区新宿２‐１８‐１　TWO　FRONT　BLD．１F,35.69071696,139.7080808,焼肉 大貫,焼肉・ホルモン,https://www.hotpepper.jp/strJ001215207/?vos=nhppalsa000016
新宿区,四谷１丁目,-,東京都新宿区四谷１‐８　中川ビル１Ｆ,35.6864627,139.7283884,YOTSUYA BREWERY ヨツヤブルワリー,バー・カクテル,https://www.hotpepper.jp/strJ000716555/?vos=nhppalsa000016
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町２-22-1 ホテルシェーナ2F,35.69594988,139.7043262,肉割烹 肉かぶく 新宿本店,和食,https://www.hotpepper.jp/strJ001219003/?vos=nhppalsa000016
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場２-16-3 柏ビル 2Ｆ,35.7136457,139.7054781,産直海鮮と全国唯一揚げ立て栃尾揚げ あげ屋,居酒屋,https://www.hotpepper.jp/strJ003624195/?vos=nhppalsa000016
新宿区,大久保１丁目,-,東京都新宿区大久保１-16-5,35.7001688,139.7023267,韓国料理 ヤキハンキ,韓国料理,https://www.hotpepper.jp/strJ001146197/?vos=nhppalsa000016
新宿区,新小川町４丁目,-,東京都新宿区新小川町4-16 プラレールビル1F,35.70593868,139.742712,Trattoria la rondine トラットリア ラ ロンディネ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001167937/?vos=nhppalsa000016
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町１-1-5 新宿ゴールデン街8番街 2階,35.69411343,139.704747,パスタ食堂 ガローニ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001275720/?vos=nhppalsa000016
新宿区,西新宿,-,東京都新宿区西新宿７‐１６‐１　コンシェルジェ石原ＢＦ・ＡＢ,35.69586082,139.6974518,Cafe Bar ELIXIR エリクシル,バー・カクテル,https://www.hotpepper.jp/strJ000769179/?vos=nhppalsa000016
新宿区,西新宿１丁目,-,東京都新宿区西新宿１丁目２６-２ 地下1階 新宿野村ビル,35.69295248,139.6953512,Bistro Roven 新宿,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001296058/?vos=nhppalsa000016
新宿区,四谷４丁目,-,東京都新宿区四谷４-7  小林ビル1階,35.68733117,139.7164774,京紫灯花繚乱,ラーメン,https://www.hotpepper.jp/strJ001259806/?vos=nhppalsa000016
新宿区,大久保２丁目,-,東京都新宿区大久保２-1-10 2F,35.70178183,139.7083906,和牛すじ肉専門 遊,居酒屋,https://www.hotpepper.jp/strJ001286339/?vos=nhppalsa000016
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町２-9-18 ライオンズプラザ新宿ビル B115,35.6951911,139.7052895,Bar Guajira バー ガヒーラ,バー・カクテル,https://www.hotpepper.jp/strJ003533034/?vos=nhppalsa000016
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町２-19-14　アパホテル1F,35.69797216,139.7047227,しゃぶ茶房,和食,https://www.hotpepper.jp/strJ001237986/?vos=nhppalsa000016
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場３-37-5,35.70987526,139.6939651,Bistro cafe 旅ダイニング ROUTE ZERO ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ003431001/?vos=nhppalsa000016
新宿区,馬場下町,-,東京都新宿区馬場下町９番地　中羽ビル１Ｆ,35.70602304,139.7194023,日高屋 早稲田西口店,ラーメン,https://www.hotpepper.jp/strJ001139111/?vos=nhppalsa000016
新宿区,西新宿２丁目,-,東京都新宿区西新宿２-２-１　京王プラザホテル2階,35.68989224,139.6944014,メインバー ブリアン 京王プラザホテル,バー・カクテル,https://www.hotpepper.jp/strJ000704266/?vos=nhppalsa000016
新宿区,早稲田鶴巻町５１８丁目,-,東京都新宿区早稲田鶴巻町518-17  ロゼ早稲田1階,35.70812317,139.72254,aba's cafe アバズカフェ,カフェ・スイーツ,https://www.hotpepper.jp/strJ001044213/?vos=nhppalsa000016
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町１-10-3 G3ビル　2F,35.69475081,139.7029897,PRETTY PORK FACTORY プリティーポークファクトリー,和食,https://www.hotpepper.jp/strJ003671475/?vos=nhppalsa000016
