指標名,ミシュラン掲載レストラン,,,,,,,3つ星,特別な料理,
港区,赤坂７丁目,赤坂,東京都港区赤坂7-5-34,35.67094,139.73017,ライラ／Lyla,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/lyla
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-6-1,35.66005,139.70837,モノリス／MONOLITH,フランス料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/monolith
港区,西麻布３丁目,-,東京都港区西麻布3-24-9B1F,35.65881,139.72429,リストランテ アルポルト／RISTORANTE Al Porto,イタリア料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ristorante-al-porto
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-8-42F,35.66718,139.76068,トキ／TOKi,"現代風料理, 現代風スペイン料理",1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/toki
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-11-7,35.69286,139.78715,旬華 なか村／Shunka Nakamura,中国料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/shunka-nakamura
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-22-10,35.64791,139.72034,アラジン／ALADDIN,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/aladdin
中央区,築地６丁目,-,東京都中央区築地6-7-7,35.66500,139.77364,ふぐ倶楽部 miyawaki 別邸／Fugu Club miyawaki Bettei,ふぐ,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/fugu-club-miyawaki-bettei
江東区,清澄２丁目,-,東京都江東区清澄2-15-4,35.68315,139.79671,清澄 たか原／Kiyosumi Takahara,日本料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/kiyosumi-takahara
中央区,銀座８丁目,-,東京都中央区銀座8-2-10,35.66935,139.75950,鮨 こばやし／Sushi Kobayashi,寿司,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sushi-kobayashi
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-51-8ラ・ポルト青山10F,35.66269,139.70961,ブノワ／Benoit,フランス料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/benoit-1207988
新宿区,荒木町,-,東京都新宿区四谷3-3-6B1F,35.68850,139.72185,荒木町 きんつぎ／Arakicho Kintsugi,日本料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/arakicho-kintsugi
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-5-6大手町タワーアマン東京33F,35.68541,139.76543,アルヴァ／Arva,イタリア料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/arva-1207977
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-3-1コレド室町21F,35.68665,139.77482,ラ・ボンヌターブル／LA BONNE TABLE,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/la-bonne-table
港区,西麻布３丁目,-,東京都港区西麻布3-3-1,35.65830,139.72740,ル・ブルギニオン／LE BOURGUIGNON,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/le-bourguignon
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-10-116F,35.68098,139.77454,天ぷら 浅沼／Tempura Asanuma,天ぷら,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tempura-asanuma
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-13-14,35.66626,139.70691,イェン／HYÈNE,現代風料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/hyene
中央区,銀座６丁目,-,東京都中央区銀座6-4-132F,35.67121,139.76141,鮨 太一／Sushi Taichi,寿司,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sushi-taichi
品川区,小山６丁目,-,東京都品川区小山6-7-6,35.61461,139.70000,ネリザ／nerisa,イタリア料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/nerisa
渋谷区,代官山町,-,東京都渋谷区代官山町6-6,35.65185,139.70572,レクレルール／L'eclaireur,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/l-eclaireur
新宿区,矢来町,-,東京都新宿区矢来町64-42F,35.70344,139.73287,焼鳥 山香／Yakitori SANKA,焼鳥,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/yakitori-sanka
港区,南青山４丁目,-,東京都港区南青山4-26-12B1F,35.66207,139.71820,割烹 隆／Kappo Ryu,日本料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/kappo-ryu
中央区,銀座２丁目,-,東京都中央区銀座2-4-68F,35.67398,139.76649,マシア／MASIA,スペイン料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/masia
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-3-4丸の内テラス10F,35.68438,139.76407,アッパー／THE UPPER,フランス料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/the-upper
港区,六本木７丁目,六本木,東京都港区六本木7-5-11,35.66487,139.72792,ヒカリモノ／Hikarimono,寿司,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/hikarimono
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-10-3,35.64953,139.72095,ハスオ／HASUO,韓国料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/hasuo
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-3-9,35.64501,139.71903,すしさとる／Sushi Satoru,寿司,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sushi-satoru
千代田区,西神田２丁目,-,東京都千代田区西神田2-4-9,35.69840,139.75435,神保町 五木田／Jimbocho Gokita,"焼鳥, フランス料理",,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/jimbocho-gokita
中央区,新川２丁目,-,東京都中央区新川2-18-4,35.67457,139.78181,中国菜 漢／Chugokusai Kan,中国料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/chugokusai-kan
中央区,銀座８丁目,-,東京都中央区銀座8-7-23F,35.66885,139.76153,てんぷら 阿部 8丁目店／Tempura Abe Hacchometen,天ぷら,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tempura-abe-hacchometen
中央区,銀座１丁目,-,東京都中央区銀座1-27-8,35.67283,139.77206,ビストロ・シンバ／bistro simba,フランス料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/bistro-simba
港区,西麻布２丁目,-,東京都港区西麻布2-14-5,35.66006,139.72277,おそばの甲賀／Osobano Kouga,蕎麦,ビブグルマン,¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/osobano-kouga
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-37-1,35.68181,139.69341,キノシタ／Kinoshita,フランス料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/kinoshita-1197753
港区,南青山４丁目,-,東京都港区南青山4-11-13,35.66567,139.71756,ジンボ ミナミ アオヤマ／JINBO MINAMI AOYAMA,イタリア料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/jinbo-minami-aoyama
港区,新橋３丁目,虎ノ門広域,東京都港区新橋3-2-3,35.66656,139.75461,鮨 神楽／Sushi Kagura,寿司,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sushi-kagura
中央区,銀座７丁目,-,東京都中央区銀座7-8-77F,35.66898,139.76250,銀座 ハプスブルク・ファイルヒェン／GINZA HABSBURG VEILCHEN,オーストリア料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ginza-habsburg-veilchen
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2-4-3YUITO1F,35.68721,139.77415,ポンドール・イノ／Pont d'Or Inno,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/pont-d-or-inno
中央区,湊３丁目,-,東京都中央区湊3-5-1,35.66985,139.77819,焼鳥 本田／Yakitori Honda,焼鳥,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/yakitori-honda
港区,三田１丁目,-,東京都港区三田1-3-28,35.65440,139.74390,宮わき／Miyawaki,日本料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/miyawaki
新宿区,荒木町,-,東京都新宿区荒木町152F,35.69107,139.72474,津の守坂 小柴／Tsunokamizaka Koshiba,日本料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tsunokamizaka-koshiba
港区,西麻布４丁目,-,東京都港区西麻布4-11-252F,35.65923,139.72230,常／Towa,日本料理,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/towa
港区,元麻布３丁目,-,東京都港区元麻布3-10-52F,35.65684,139.73229,天 よこた／Ten Yokota,天ぷら,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ten-yokota
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町4-1ホテルニューオータニ東京ザ・メインロビー階,35.68069,139.73417,トゥールダルジャン 東京／Tour D'argent Tokyo,フランス料理,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tour-d-argent-1194082
江東区,森下１丁目,-,東京都江東区森下1-7-6,35.68692,139.79763,たかはし／Takahashi,日本料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/takahashi-1205597
港区,西新橋２丁目,虎ノ門,東京都港区西新橋2-13-6,35.66670,139.75165,港式料理 鴻禧／Koshikiryori Koki,中国料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/koshikiryori-koki
中央区,銀座５丁目,-,東京都中央区銀座5-5-410F,35.67159,139.76399,アルマーニ リストランテ／ARMANI / RISTORANTE,"イタリア料理, 現代風料理",,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/armani-ristorante-1195701
中央区,銀座７丁目,-,東京都中央区銀座7-16-21,35.66715,139.76561,トワヴィサージュ／TROIS VISAGES,"フランス料理, 現代風料理",1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/trois-visages
港区,白金台５丁目,-,東京都港区白金台5-13-14B1F,35.63777,139.72284,三和／Sanwa,イタリア料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sanwa
中央区,銀座５丁目,-,東京都中央区銀座5-14-145F,35.66856,139.76680,馳創 吼龍／Chiso Koryu,日本料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/chiso-koryu
渋谷区,広尾５丁目,-,東京都渋谷区広尾5-25-4,35.64788,139.72127,天てんぷら うち津／Tentempura Uchitsu,天ぷら,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tentempura-uchitsu
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-30-2,35.68276,139.78399,高柿の鮨／Takagakino Sushi,寿司,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/takagakino-sushi
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-11-1フォーシーズンズホテル丸の内東京7F,35.67808,139.76716,セザン／SÉZANNE,"フランス料理, 現代風料理",2つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sezanne
港区,南青山６丁目,-,東京都港区南青山6-4-6,35.66158,139.71658,プリズマ／PRISMA,イタリア料理,2つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/prisma-1194160
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-42-5,35.67100,139.71376,ブラマソーレ／BRAMASOLE,イタリア料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/bramasole
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-12-33ANAインターコンチネンタルホテル東京36F,35.66823,139.74109,ピエール・ガニェール／PIERRE GAGNAIRE,"フランス料理, 現代風料理",2つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/pierre-gagnaire-1194140
新宿区,舟町,-,東京都新宿区舟町15,35.69176,139.72170,すし処 志げる／Sushidokoro Shigeru,寿司,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sushidokoro-shigeru
中央区,日本橋馬喰町２丁目,-,東京都中央区日本橋馬喰町2-2-1DDDHOTEL1F,35.69527,139.78362,ノル／nôl,現代風料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/nol
港区,赤坂９丁目,六本木,東京都港区赤坂9-1-7,35.66843,139.73269,江戸前鮨 英／Edomae Sushi Hanabusa,寿司,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/edomae-sushi-hanabusa
中央区,銀座３丁目,-,東京都中央区銀座3-12-5,35.67086,139.76920,イバイア／IBAIA,フランス料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ibaia
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-23-3,35.64763,139.72026,おでこ／au deco,フランス料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/au-deco
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町1-3東京ガーデンテラス紀尾井町3F,35.67973,139.73700,マス／MAZ,イノベーティブ,2つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/maz
江東区,三好２丁目,-,東京都江東区三好2-15-12,35.68029,139.80269,オーツー／O2,中国料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/o2
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町17-4,35.69248,139.77931,トロムペット／TROMPETTE,フランス料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/trompette
港区,六本木１丁目,虎ノ門,東京都港区六本木1-9-10アークヒルズ仙石山森タワー1F,35.66363,139.74179,ローブ／L'aube,フランス料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/l-aube
港区,六本木４丁目,六本木,東京都港区六本木4-12-12,35.66477,139.73169,入鹿 TOKYO／IRUCA TOKYO,ラーメン,ビブグルマン,¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/iruca-tokyo
渋谷区,上原１丁目,-,東京都渋谷区上原1-35-3,35.66959,139.68218,シオ／sio,現代風料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sio
港区,西麻布３丁目,-,東京都港区西麻布3-2-34B1F,35.65941,139.72665,明寂／Myojaku,日本料理,2つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/myojaku
港区,西麻布２丁目,-,東京都港区西麻布2-7-9,35.66233,139.72091,麻布 和敬／Azabu Wakei,日本料理,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/azabu-wakei
港区,麻布十番２丁目,-,東京都港区麻布十番2-7-2,35.65599,139.73355,麻布 かどわき／Azabu Kadowaki,日本料理,3つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/azabu-kadowaki
新宿区,神楽坂４丁目,-,東京都新宿区神楽坂4-34F,35.70158,139.74003,愚直に／Guchokuni,日本料理,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/guchokuni
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-1-1パレスホテル東京6F,35.68450,139.76123,エステール／ESTERRE,フランス料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/esterre
港区,西麻布２丁目,-,東京都港区西麻布2-16-1,35.66183,139.72031,壽修／Jushu,日本料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/jushu
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-3-123F,35.66936,139.68909,静流／Shizuru,日本料理,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/shizuru
渋谷区,西原２丁目,-,東京都渋谷区西原2-17-3,35.67313,139.67875,茂幸／Shigeyuki,日本料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/shigeyuki
港区,白金６丁目,-,東京都港区白金6-5-5,35.64436,139.72516,私厨房 勇／Shichubo Yung,中国料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/shichubo-yung
渋谷区,猿楽町,-,東京都渋谷区猿楽町3-92F,35.65202,139.70431,サンプリシテ／Simplicité,フランス料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/simplicite
渋谷区,東４丁目,-,東京都渋谷区東4-6-53F,35.65641,139.71382,熟成鮨 万／Jukuseizushi Yorozu,寿司,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/jukuseizushi-yorozu
港区,白金１丁目,-,東京都港区白金1-1-12,35.64697,139.73176,ロッツォ シチリア／ROZZO SICILIA,イタリア料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/rozzo-sicilia
渋谷区,元代々木町,-,東京都渋谷区元代々木町8-8,35.67010,139.68534,ル・キャバレ／Le cabaret,フランス料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/le-cabaret-1194236
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-23-3,35.66446,139.70467,玉笑／Tamawarai,蕎麦,1つ星,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tamawarai
中央区,銀座８丁目,-,東京都中央区銀座8-8-310F,35.66852,139.76191,ファロ／FARO,イタリア料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/faro-1194154
江東区,高橋,-,東京都江東区高橋9-3,35.68533,139.79909,ピッツェリア ベッラ ナポリ／Pizzeria Bella Napoli,ピッツァ,ビブグルマン,¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/pizzeria-bella-napoli
中央区,月島３丁目,-,東京都中央区月島3-9-7,35.66313,139.78147,由庵 矢もり／Yuan Yamori,蕎麦,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/yamori
中央区,銀座４丁目,-,東京都中央区銀座4-2-15B1F,35.67275,139.76389,バードランド／BIRD LAND,焼鳥,,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/bird-land
新宿区,新宿２丁目,-,東京都新宿区新宿2-4-1,35.68878,139.70830,SOBAHOUSE 金色不如帰／SOBAHOUSE KONJIKI HOTOTOGISU,ラーメン,ビブグルマン,¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sobahouse-konjikihototogisu
中央区,銀座８丁目,-,東京都中央区銀座8-7-63F,35.66844,139.76125,鮨 くわ野／Sushi Kuwano,寿司,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sushi-kuwano
渋谷区,神山町,-,東京都渋谷区神山町11-10B1F,35.66305,139.69471,すし 光琳／SUSHI KOURIN,寿司,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sushi-kourin
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1-9-4B1F,35.68514,139.77559,ラ ペ／La Paix,フランス料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/la-paix-1194221
中央区,築地３丁目,-,東京都中央区築地3-16-9B1F,35.66629,139.77116,清壽／Seiju,天ぷら,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/seiju
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-9-12,35.71210,139.70797,ラミティエ／L'AMITIE,フランス料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/l-amitie-1194223
品川区,南大井６丁目,-,東京都品川区南大井6-11-10,35.59078,139.73280,Homemade Ramen 麦苗／Homemade Ramen Muginae,ラーメン,ビブグルマン,¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/homemade-ramen-muginae
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2-22-11,35.68624,139.78454,日本橋 蕎ノ字／Nihombashi Sonoji,天ぷら,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/nihombashi-sonoji
中央区,銀座５丁目,-,東京都中央区銀座5-1-8B1F,35.67200,139.76176,レ・コパン ドゥ ドミニク・ブシェ／Les Copains de DOMINIQUE BOUCHET,フランス料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/les-copains-de-dominique-bouchet
港区,三田２丁目,-,東京都港区三田2-17-29B1F,35.64743,139.73994,晴山／Seizan,日本料理,2つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/seizan
新宿区,荒木町,-,東京都新宿区荒木町10-17,35.69026,139.72236,青華 こばやし／Seika Kobayashi,日本料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/seika-kobayashi
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-42-11,35.67181,139.71380,とんかつ 七井戸／Tonkatsu Nanaido,とんかつ,ビブグルマン,¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tonkatsu-nanaido
港区,白金３丁目,-,東京都港区白金3-14-10,35.64516,139.72815,ラ クレリエール／La Clairière,フランス料理,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/la-clairiere
港区,南麻布２丁目,-,東京都港区南麻布2-5-21,35.64995,139.73700,タストゥー／T'astous,フランス料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/t-astous
渋谷区,恵比寿西２丁目,-,東京都渋谷区恵比寿西2-7-2,35.65036,139.70728,ル・コック／Le Coq,フランス料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/le-coq
中央区,新富１丁目,-,東京都中央区新富1-8-2,35.67300,139.77450,鮨 はしもと／Sushi Hashimoto,寿司,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sushi-hashimoto
中央区,銀座７丁目,-,東京都中央区銀座7-6-27F,35.66995,139.76206,鮨 むらやま／Sushi Murayama,寿司,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sushi-murayama
品川区,上大崎２丁目,-,東京都品川区上大崎2-14-12,35.63424,139.71686,鳥しき／Torishiki,焼鳥,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/torishiki
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2-9-7,35.68618,139.78402,天ぷら やぐち／Tempura Yaguchi,天ぷら,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tempura-yaguchi
中央区,築地６丁目,-,東京都中央区築地6-6-4,35.66542,139.77364,鮨 桂太／Sushi Keita,寿司,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sushi-keita
中央区,銀座７丁目,-,東京都中央区銀座7-4-53F,35.67010,139.76119,銀座 きた福／Ginza Kitafuku,蟹料理,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/ginza-kitafuku
新宿区,荒木町,-,東京都新宿区荒木町6-39,35.68924,139.72259,車力門 おの澤／Sharikimon Onozawa,日本料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sharikimon-onozawa
中央区,京橋２丁目,日八京,東京都中央区京橋2-5-2,35.67649,139.77049,京橋 てんぷら 深町／Kyobashi Tempura Fukamachi,天ぷら,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/kyobashi-tempura-fukamachi
渋谷区,元代々木町,-,東京都渋谷区元代々木町10-8,35.67021,139.68452,レイ／REI,中国料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/rei
中央区,銀座５丁目,-,東京都中央区銀座5-6-104F,35.67073,139.76367,喰善 あべ／Shokuzen Abe,日本料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/shokuzen-abe
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3-6-292F,35.70090,139.74018,フロレゾン／Floraison,フランス料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/floraison
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3-4,35.70070,139.74101,虎白／Kohaku,日本料理,3つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/kohaku
港区,南青山５丁目,-,東京都港区南青山5-4-30,35.66246,139.71422,宮坂／Miyasaka,日本料理,1つ星,¥¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/miyasaka
中央区,銀座５丁目,-,東京都中央区銀座5-5-139F,35.67118,139.76310,てんぷら 近藤／Tempura Kondo,天ぷら,2つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tempura-kondo
渋谷区,恵比寿西２丁目,-,東京都渋谷区恵比寿西2-8-113F,35.64953,139.70761,天ぷら 元吉／Tempura Motoyoshi,天ぷら,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tempura-motoyoshi
新宿区,荒木町,-,東京都新宿区荒木町12F,35.68905,139.72185,懐石 大原／Kaiseki Ohara,日本料理,,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/kaiseki-ohara
港区,麻布十番２丁目,-,東京都港区麻布十番2-8-164F,35.65564,139.73386,てんぷら 前平／Tempura Maehira,天ぷら,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tempura-maehira
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3-2-6東京倶楽部ビルディング2F,35.67057,139.74652,ラルジャン／L'ARGENT,フランス料理,1つ星,¥¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/l-argent
渋谷区,富ケ谷１丁目,-,東京都渋谷区富ヶ谷1-51-10,35.66859,139.68906,クリスチアノ／Cristiano's,ポルトガル料理,ビブグルマン,¥¥,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/cristiano-s
